time,L1,L2,L3,L4,L5,L6,L7,L8,L9,L10,L11
761,31.87,22.31,9.04,7.66,10.72,2.03,2.96,1.80,4.05,7.42,-0.41
762,32.68,22.87,9.27,7.85,10.99,2.08,3.04,1.84,4.16,7.61,-0.42
763,33.62,23.53,9.53,8.07,11.30,2.14,3.13,1.89,4.27,7.83,-0.43
764,34.68,24.27,9.84,8.33,11.66,2.21,3.23,1.95,4.41,8.07,-0.45
765,35.86,25.09,10.17,8.61,12.05,2.28,3.34,2.02,4.56,8.35,-0.46
766,37.14,25.99,10.54,8.92,12.49,2.36,3.46,2.09,4.72,8.65,-0.48
767,38.53,26.96,10.93,9.25,12.95,2.45,3.58,2.17,4.90,8.97,-0.49
768,40.00,27.99,11.35,9.61,13.45,2.55,3.72,2.25,5.09,9.31,-0.51
769,41.55,29.08,11.78,9.98,13.97,2.64,3.86,2.34,5.28,9.67,-0.53
770,43.16,30.20,12.24,10.37,14.51,2.75,4.01,2.43,5.49,10.05,-0.55
771,44.82,31.37,12.71,10.77,15.07,2.85,4.17,2.53,5.70,10.44,-0.58
772,46.53,32.56,13.20,11.17,15.64,2.96,4.33,2.62,5.92,10.83,-0.60
773,48.26,33.77,13.69,11.59,16.22,3.07,4.49,2.72,6.14,11.24,-0.62
774,50.00,34.99,14.18,12.01,16.81,3.18,4.65,2.82,6.36,11.64,-0.64
775,51.74,36.21,14.68,12.43,17.40,3.29,4.81,2.92,6.58,12.05,-0.66
776,53.47,37.42,15.17,12.84,17.98,3.40,4.97,3.01,6.80,12.45,-0.69
777,55.18,38.61,15.65,13.25,18.55,3.51,5.13,3.11,7.02,12.85,-0.71
778,56.84,39.78,16.12,13.65,19.11,3.62,5.29,3.20,7.23,13.23,-0.73
779,58.45,40.91,16.58,14.04,19.65,3.72,5.44,3.29,7.43,13.61,-0.75
780,60.00,41.99,17.02,14.41,20.17,3.82,5.58,3.38,7.63,13.97,-0.77
781,61.47,43.02,17.44,14.76,20.67,3.91,5.72,3.46,7.82,14.31,-0.79
782,62.86,43.99,17.83,15.10,21.13,4.00,5.85,3.54,7.99,14.63,-0.81
783,64.14,44.89,18.19,15.41,21.56,4.08,5.97,3.62,8.16,14.93,-0.82
784,65.32,45.71,18.53,15.69,21.96,4.16,6.08,3.68,8.31,15.21,-0.84
785,66.38,46.46,18.83,15.94,22.32,4.22,6.17,3.74,8.44,15.46,-0.85
786,67.32,47.11,19.09,16.17,22.63,4.28,6.26,3.79,8.56,15.67,-0.86
787,68.13,47.68,19.32,16.36,22.90,4.34,6.34,3.84,8.66,15.86,-0.87
788,68.79,48.14,19.51,16.52,23.13,4.38,6.40,3.88,8.75,16.02,-0.88
789,69.32,48.51,19.66,16.65,23.30,4.41,6.45,3.91,8.81,16.14,-0.89
790,69.70,48.77,19.77,16.74,23.43,4.44,6.48,3.93,8.86,16.23,-0.89
791,69.92,48.93,19.83,16.79,23.51,4.45,6.50,3.94,8.89,16.28,-0.90
792,70.00,48.99,19.85,16.81,23.53,4.45,6.51,3.95,8.90,16.30,-0.90
793,69.92,48.93,19.83,16.79,23.51,4.45,6.50,3.94,8.89,16.28,-0.90
794,69.70,48.77,19.77,16.74,23.43,4.44,6.48,3.93,8.86,16.23,-0.89
795,69.32,48.51,19.66,16.65,23.30,4.41,6.45,3.91,8.81,16.14,-0.89
796,68.79,48.14,19.51,16.52,23.13,4.38,6.40,3.88,8.75,16.02,-0.88
797,68.13,47.68,19.32,16.36,22.90,4.34,6.34,3.84,8.66,15.86,-0.87
798,67.32,47.11,19.09,16.17,22.63,4.28,6.26,3.79,8.56,15.67,-0.86
799,66.38,46.46,18.83,15.94,22.32,4.22,6.17,3.74,8.44,15.46,-0.85
800,65.32,45.71,18.53,15.69,21.96,4.16,6.08,3.68,8.31,15.21,-0.84
801,64.14,44.89,18.19,15.41,21.56,4.08,5.97,3.62,8.16,14.93,-0.82
802,62.86,43.99,17.83,15.10,21.13,4.00,5.85,3.54,7.99,14.63,-0.81
803,61.47,43.02,17.44,14.76,20.67,3.91,5.72,3.46,7.82,14.31,-0.79
804,60.00,41.99,17.02,14.41,20.17,3.82,5.58,3.38,7.63,13.97,-0.77
805,58.45,40.91,16.58,14.04,19.65,3.72,5.44,3.29,7.43,13.61,-0.75
806,56.84,39.78,16.12,13.65,19.11,3.62,5.29,3.20,7.23,13.23,-0.73
807,55.18,38.61,15.65,13.25,18.55,3.51,5.13,3.11,7.02,12.85,-0.71
808,53.47,37.42,15.17,12.84,17.98,3.40,4.97,3.01,6.80,12.45,-0.69
809,51.74,36.21,14.68,12.43,17.40,3.29,4.81,2.92,6.58,12.05,-0.66
810,50.00,34.99,14.18,12.01,16.81,3.18,4.65,2.82,6.36,11.64,-0.64
811,48.26,33.77,13.69,11.59,16.22,3.07,4.49,2.72,6.14,11.24,-0.62
812,46.53,32.56,13.20,11.17,15.64,2.96,4.33,2.62,5.92,10.83,-0.60
813,44.82,31.37,12.71,10.77,15.07,2.85,4.17,2.53,5.70,10.44,-0.58
814,43.16,30.20,12.24,10.37,14.51,2.75,4.01,2.43,5.49,10.05,-0.55
815,41.55,29.08,11.78,9.98,13.97,2.64,3.86,2.34,5.28,9.67,-0.53
816,40.00,27.99,11.35,9.61,13.45,2.55,3.72,2.25,5.09,9.31,-0.51
817,38.53,26.96,10.93,9.25,12.95,2.45,3.58,2.17,4.90,8.97,-0.49
818,37.14,25.99,10.54,8.92,12.49,2.36,3.46,2.09,4.72,8.65,-0.48
819,35.86,25.09,10.17,8.61,12.05,2.28,3.34,2.02,4.56,8.35,-0.46
820,34.68,24.27,9.84,8.33,11.66,2.21,3.23,1.95,4.41,8.07,-0.45
821,33.62,23.53,9.53,8.07,11.30,2.14,3.13,1.89,4.27,7.83,-0.43
822,32.68,22.87,9.27,7.85,10.99,2.08,3.04,1.84,4.16,7.61,-0.42
823,31.87,22.31,9.04,7.66,10.72,2.03,2.96,1.80,4.05,7.42,-0.41
824,31.21,21.84,8.85,7.50,10.49,1.99,2.90,1.76,3.97,7.27,-0.40
825,30.68,21.47,8.70,7.37,10.31,1.95,2.85,1.73,3.90,7.14,-0.39
826,30.30,21.21,8.60,7.28,10.19,1.93,2.82,1.71,3.85,7.06,-0.39
827,30.08,21.05,8.53,7.22,10.11,1.91,2.80,1.70,3.82,7.00,-0.39
828,30.00,20.99,8.51,7.21,10.09,1.91,2.79,1.69,3.81,6.99,-0.39
829,30.08,21.05,8.53,7.22,10.11,1.91,2.80,1.70,3.82,7.00,-0.39
830,30.30,21.21,8.60,7.28,10.19,1.93,2.82,1.71,3.85,7.06,-0.39
831,30.68,21.47,8.70,7.37,10.31,1.95,2.85,1.73,3.90,7.14,-0.39
832,31.21,21.84,8.85,7.50,10.49,1.99,2.90,1.76,3.97,7.27,-0.40
833,31.87,22.31,9.04,7.66,10.72,2.03,2.96,1.80,4.05,7.42,-0.41
834,32.68,22.87,9.27,7.85,10.99,2.08,3.04,1.84,4.16,7.61,-0.42
835,33.62,23.53,9.53,8.07,11.30,2.14,3.13,1.89,4.27,7.83,-0.43
836,34.68,24.27,9.84,8.33,11.66,2.21,3.23,1.95,4.41,8.07,-0.45
837,35.86,25.09,10.17,8.61,12.05,2.28,3.34,2.02,4.56,8.35,-0.46
838,37.14,25.99,10.54,8.92,12.49,2.36,3.46,2.09,4.72,8.65,-0.48
839,38.53,26.96,10.93,9.25,12.95,2.45,3.58,2.17,4.90,8.97,-0.49
840,40.00,27.99,11.35,9.61,13.45,2.55,3.72,2.25,5.09,9.31,-0.51
841,41.55,29.08,11.78,9.98,13.97,2.64,3.86,2.34,5.28,9.67,-0.53
842,43.16,30.20,12.24,10.37,14.51,2.75,4.01,2.43,5.49,10.05,-0.55
843,44.82,31.37,12.71,10.77,15.07,2.85,4.17,2.53,5.70,10.44,-0.58
844,46.53,32.56,13.20,11.17,15.64,2.96,4.33,2.62,5.92,10.83,-0.60
845,48.26,33.77,13.69,11.59,16.22,3.07,4.49,2.72,6.14,11.24,-0.62
846,50.00,34.99,14.18,12.01,16.81,3.18,4.65,2.82,6.36,11.64,-0.64
847,51.74,36.21,14.68,12.43,17.40,3.29,4.81,2.92,6.58,12.05,-0.66
848,53.47,37.42,15.17,12.84,17.98,3.40,4.97,3.01,6.80,12.45,-0.69
849,55.18,38.61,15.65,13.25,18.55,3.51,5.13,3.11,7.02,12.85,-0.71
850,56.84,39.78,16.12,13.65,19.11,3.62,5.29,3.20,7.23,13.23,-0.73
851,58.45,40.91,16.58,14.04,19.65,3.72,5.44,3.29,7.43,13.61,-0.75
852,60.00,41.99,17.02,14.41,20.17,3.82,5.58,3.38,7.63,13.97,-0.77
853,61.47,43.02,17.44,14.76,20.67,3.91,5.72,3.46,7.82,14.31,-0.79
854,62.86,43.99,17.83,15.10,21.13,4.00,5.85,3.54,7.99,14.63,-0.81
855,64.14,44.89,18.19,15.41,21.56,4.08,5.97,3.62,8.16,14.93,-0.82
856,65.32,45.71,18.53,15.69,21.96,4.16,6.08,3.68,8.31,15.21,-0.84
857,66.38,46.46,18.83,15.94,22.32,4.22,6.17,3.74,8.44,15.46,-0.85
858,67.32,47.11,19.09,16.17,22.63,4.28,6.26,3.79,8.56,15.67,-0.86
859,68.13,47.68,19.32,16.36,22.90,4.34,6.34,3.84,8.66,15.86,-0.87
860,68.79,48.14,19.51,16.52,23.13,4.38,6.40,3.88,8.75,16.02,-0.88
861,69.32,48.51,19.66,16.65,23.30,4.41,6.45,3.91,8.81,16.14,-0.89
862,69.70,48.77,19.77,16.74,23.43,4.44,6.48,3.93,8.86,16.23,-0.89
863,69.92,48.93,19.83,16.79,23.51,4.45,6.50,3.94,8.89,16.28,-0.90
864,70.00,48.99,19.85,16.81,23.53,4.45,6.51,3.95,8.90,16.30,-0.90
865,69.92,48.93,19.83,16.79,23.51,4.45,6.50,3.94,8.89,16.28,-0.90
866,69.70,48.77,19.77,16.74,23.43,4.44,6.48,3.93,8.86,16.23,-0.89
867,69.32,48.51,19.66,16.65,23.30,4.41,6.45,3.91,8.81,16.14,-0.89
868,68.79,48.14,19.51,16.52,23.13,4.38,6.40,3.88,8.75,16.02,-0.88
869,68.13,47.68,19.32,16.36,22.90,4.34,6.34,3.84,8.66,15.86,-0.87
870,67.32,47.11,19.09,16.17,22.63,4.28,6.26,3.79,8.56,15.67,-0.86
871,66.38,46.46,18.83,15.94,22.32,4.22,6.17,3.74,8.44,15.46,-0.85
872,65.32,45.71,18.53,15.69,21.96,4.16,6.08,3.68,8.31,15.21,-0.84
873,64.14,44.89,18.19,15.41,21.56,4.08,5.97,3.62,8.16,14.93,-0.82
874,62.86,43.99,17.83,15.10,21.13,4.00,5.85,3.54,7.99,14.63,-0.81
875,61.47,43.02,17.44,14.76,20.67,3.91,5.72,3.46,7.82,14.31,-0.79
876,60.00,41.99,17.02,14.41,20.17,3.82,5.58,3.38,7.63,13.97,-0.77
877,58.45,40.91,16.58,14.04,19.65,3.72,5.44,3.29,7.43,13.61,-0.75
878,56.84,39.78,16.12,13.65,19.11,3.62,5.29,3.20,7.23,13.23,-0.73
879,55.18,38.61,15.65,13.25,18.55,3.51,5.13,3.11,7.02,12.85,-0.71
880,53.47,37.42,15.17,12.84,17.98,3.40,4.97,3.01,6.80,12.45,-0.69
881,51.74,36.21,14.68,12.43,17.40,3.29,4.81,2.92,6.58,12.05,-0.66
882,50.00,34.99,14.18,12.01,16.81,3.18,4.65,2.82,6.36,11.64,-0.64
883,48.26,33.77,13.69,11.59,16.22,3.07,4.49,2.72,6.14,11.24,-0.62
884,46.53,32.56,13.20,11.17,15.64,2.96,4.33,2.62,5.92,10.83,-0.60
885,44.82,31.37,12.71,10.77,15.07,2.85,4.17,2.53,5.70,10.44,-0.58
886,43.16,30.20,12.24,10.37,14.51,2.75,4.01,2.43,5.49,10.05,-0.55
887,41.55,29.08,11.78,9.98,13.97,2.64,3.86,2.34,5.28,9.67,-0.53
888,40.00,27.99,11.35,9.61,13.45,2.55,3.72,2.25,5.09,9.31,-0.51
889,38.53,26.96,10.93,9.25,12.95,2.45,3.58,2.17,4.90,8.97,-0.49
890,37.14,25.99,10.54,8.92,12.49,2.36,3.46,2.09,4.72,8.65,-0.48
891,35.86,25.09,10.17,8.61,12.05,2.28,3.34,2.02,4.56,8.35,-0.46
892,34.68,24.27,9.84,8.33,11.66,2.21,3.23,1.95,4.41,8.07,-0.45
893,33.62,23.53,9.53,8.07,11.30,2.14,3.13,1.89,4.27,7.83,-0.43
894,32.68,22.87,9.27,7.85,10.99,2.08,3.04,1.84,4.16,7.61,-0.42
895,31.87,22.31,9.04,7.66,10.72,2.03,2.96,1.80,4.05,7.42,-0.41
896,31.21,21.84,8.85,7.50,10.49,1.99,2.90,1.76,3.97,7.27,-0.40
897,30.68,21.47,8.70,7.37,10.31,1.95,2.85,1.73,3.90,7.14,-0.39
898,30.30,21.21,8.60,7.28,10.19,1.93,2.82,1.71,3.85,7.06,-0.39
899,30.08,21.05,8.53,7.22,10.11,1.91,2.80,1.70,3.82,7.00,-0.39
900,30.00,20.99,8.51,7.21,10.09,1.91,2.79,1.69,3.81,6.99,-0.39
901,30.08,21.05,8.53,7.22,10.11,1.91,2.80,1.70,3.82,7.00,-0.39
902,30.30,21.21,8.60,7.28,10.19,1.93,2.82,1.71,3.85,7.06,-0.39
903,30.68,21.47,8.70,7.37,10.31,1.95,2.85,1.73,3.90,7.14,-0.39
904,31.21,21.84,8.85,7.50,10.49,1.99,2.90,1.76,3.97,7.27,-0.40
905,31.87,22.31,9.04,7.66,10.72,2.03,2.96,1.80,4.05,7.42,-0.41
906,32.68,22.87,9.27,7.85,10.99,2.08,3.04,1.84,4.16,7.61,-0.42
907,33.62,23.53,9.53,8.07,11.30,2.14,3.13,1.89,4.27,7.83,-0.43
908,34.68,24.27,9.84,8.33,11.66,2.21,3.23,1.95,4.41,8.07,-0.45
909,35.86,25.09,10.17,8.61,12.05,2.28,3.34,2.02,4.56,8.35,-0.46
910,37.14,25.99,10.54,8.92,12.49,2.36,3.46,2.09,4.72,8.65,-0.48
911,38.53,26.96,10.93,9.25,12.95,2.45,3.58,2.17,4.90,8.97,-0.49
912,40.00,27.99,11.35,9.61,13.45,2.55,3.72,2.25,5.09,9.31,-0.51
913,41.55,29.08,11.78,9.98,13.97,2.64,3.86,2.34,5.28,9.67,-0.53
914,43.16,30.20,12.24,10.37,14.51,2.75,4.01,2.43,5.49,10.05,-0.55
915,44.82,31.37,12.71,10.77,15.07,2.85,4.17,2.53,5.70,10.44,-0.58
916,46.53,32.56,13.20,11.17,15.64,2.96,4.33,2.62,5.92,10.83,-0.60
917,48.26,33.77,13.69,11.59,16.22,3.07,4.49,2.72,6.14,11.24,-0.62
918,50.00,34.99,14.18,12.01,16.81,3.18,4.65,2.82,6.36,11.64,-0.64
919,51.74,36.21,14.68,12.43,17.40,3.29,4.81,2.92,6.58,12.05,-0.66
920,53.47,37.42,15.17,12.84,17.98,3.40,4.97,3.01,6.80,12.45,-0.69
921,55.18,38.61,15.65,13.25,18.55,3.51,5.13,3.11,7.02,12.85,-0.71
922,56.84,39.78,16.12,13.65,19.11,3.62,5.29,3.20,7.23,13.23,-0.73
923,58.45,40.91,16.58,14.04,19.65,3.72,5.44,3.29,7.43,13.61,-0.75
924,60.00,41.99,17.02,14.41,20.17,3.82,5.58,3.38,7.63,13.97,-0.77
925,61.47,43.02,17.44,14.76,20.67,3.91,5.72,3.46,7.82,14.31,-0.79
926,62.86,43.99,17.83,15.10,21.13,4.00,5.85,3.54,7.99,14.63,-0.81
927,64.14,44.89,18.19,15.41,21.56,4.08,5.97,3.62,8.16,14.93,-0.82
928,65.32,45.71,18.53,15.69,21.96,4.16,6.08,3.68,8.31,15.21,-0.84
929,66.38,46.46,18.83,15.94,22.32,4.22,6.17,3.74,8.44,15.46,-0.85
930,67.32,47.11,19.09,16.17,22.63,4.28,6.26,3.79,8.56,15.67,-0.86
931,68.13,47.68,19.32,16.36,22.90,4.34,6.34,3.84,8.66,15.86,-0.87
932,68.79,48.14,19.51,16.52,23.13,4.38,6.40,3.88,8.75,16.02,-0.88
933,69.32,48.51,19.66,16.65,23.30,4.41,6.45,3.91,8.81,16.14,-0.89
934,69.70,48.77,19.77,16.74,23.43,4.44,6.48,3.93,8.86,16.23,-0.89
935,69.92,48.93,19.83,16.79,23.51,4.45,6.50,3.94,8.89,16.28,-0.90
936,70.00,48.99,19.85,16.81,23.53,4.45,6.51,3.95,8.90,16.30,-0.90
937,69.92,48.93,19.83,16.79,23.51,4.45,6.50,3.94,8.89,16.28,-0.90
938,69.70,48.77,19.77,16.74,23.43,4.44,6.48,3.93,8.86,16.23,-0.89
939,69.32,48.51,19.66,16.65,23.30,4.41,6.45,3.91,8.81,16.14,-0.89
940,68.79,48.14,19.51,16.52,23.13,4.38,6.40,3.88,8.75,16.02,-0.88
941,68.13,47.68,19.32,16.36,22.90,4.34,6.34,3.84,8.66,15.86,-0.87
942,67.32,47.11,19.09,16.17,22.63,4.28,6.26,3.79,8.56,15.67,-0.86
943,66.38,46.46,18.83,15.94,22.32,4.22,6.17,3.74,8.44,15.46,-0.85
944,65.32,45.71,18.53,15.69,21.96,4.16,6.08,3.68,8.31,15.21,-0.84
945,64.14,44.89,18.19,15.41,21.56,4.08,5.97,3.62,8.16,14.93,-0.82
946,62.86,43.99,17.83,15.10,21.13,4.00,5.85,3.54,7.99,14.63,-0.81
947,61.47,43.02,17.44,14.76,20.67,3.91,5.72,3.46,7.82,14.31,-0.79
948,60.00,41.99,17.02,14.41,20.17,3.82,5.58,3.38,7.63,13.97,-0.77
949,58.45,40.91,16.58,14.04,19.65,3.72,5.44,3.29,7.43,13.61,-0.75
950,56.84,39.78,16.12,13.65,19.11,3.62,5.29,3.20,7.23,13.23,-0.73
951,55.18,38.61,15.65,13.25,18.55,3.51,5.13,3.11,7.02,12.85,-0.71
952,53.47,37.42,15.17,12.84,17.98,3.40,4.97,3.01,6.80,12.45,-0.69
953,51.74,36.21,14.68,12.43,17.40,3.29,4.81,2.92,6.58,12.05,-0.66
954,50.00,34.99,14.18,12.01,16.81,3.18,4.65,2.82,6.36,11.64,-0.64
955,48.26,33.77,13.69,11.59,16.22,3.07,4.49,2.72,6.14,11.24,-0.62
956,46.53,32.56,13.20,11.17,15.64,2.96,4.33,2.62,5.92,10.83,-0.60
957,44.82,31.37,12.71,10.77,15.07,2.85,4.17,2.53,5.70,10.44,-0.58
958,43.16,30.20,12.24,10.37,14.51,2.75,4.01,2.43,5.49,10.05,-0.55
959,41.55,29.08,11.78,9.98,13.97,2.64,3.86,2.34,5.28,9.67,-0.53
960,40.00,27.99,11.35,9.61,13.45,2.55,3.72,2.25,5.09,9.31,-0.51
961,38.53,26.96,10.93,9.25,12.95,2.45,3.58,2.17,4.90,8.97,-0.49
962,37.14,25.99,10.54,8.92,12.49,2.36,3.46,2.09,4.72,8.65,-0.48
963,35.86,25.09,10.17,8.61,12.05,2.28,3.34,2.02,4.56,8.35,-0.46
964,34.68,24.27,9.84,8.33,11.66,2.21,3.23,1.95,4.41,8.07,-0.45
965,33.62,23.53,9.53,8.07,11.30,2.14,3.13,1.89,4.27,7.83,-0.43
966,32.68,22.87,9.27,7.85,10.99,2.08,3.04,1.84,4.16,7.61,-0.42
967,31.87,22.31,9.04,7.66,10.72,2.03,2.96,1.80,4.05,7.42,-0.41
968,31.21,21.84,8.85,7.50,10.49,1.99,2.90,1.76,3.97,7.27,-0.40
969,30.68,21.47,8.70,7.37,10.31,1.95,2.85,1.73,3.90,7.14,-0.39
970,30.30,21.21,8.60,7.28,10.19,1.93,2.82,1.71,3.85,7.06,-0.39
971,30.08,21.05,8.53,7.22,10.11,1.91,2.80,1.70,3.82,7.00,-0.39
972,30.00,20.99,8.51,7.21,10.09,1.91,2.79,1.69,3.81,6.99,-0.39
973,30.08,21.05,8.53,7.22,10.11,1.91,2.80,1.70,3.82,7.00,-0.39
974,30.30,21.21,8.60,7.28,10.19,1.93,2.82,1.71,3.85,7.06,-0.39
975,30.68,21.47,8.70,7.37,10.31,1.95,2.85,1.73,3.90,7.14,-0.39
976,31.21,21.84,8.85,7.50,10.49,1.99,2.90,1.76,3.97,7.27,-0.40
977,31.87,22.31,9.04,7.66,10.72,2.03,2.96,1.80,4.05,7.42,-0.41
978,32.68,22.87,9.27,7.85,10.99,2.08,3.04,1.84,4.16,7.61,-0.42
979,33.62,23.53,9.53,8.07,11.30,2.14,3.13,1.89,4.27,7.83,-0.43
980,34.68,24.27,9.84,8.33,11.66,2.21,3.23,1.95,4.41,8.07,-0.45
981,35.86,25.09,10.17,8.61,12.05,2.28,3.34,2.02,4.56,8.35,-0.46
982,37.14,25.99,10.54,8.92,12.49,2.36,3.46,2.09,4.72,8.65,-0.48
983,38.53,26.96,10.93,9.25,12.95,2.45,3.58,2.17,4.90,8.97,-0.49
984,40.00,27.99,11.35,9.61,13.45,2.55,3.72,2.25,5.09,9.31,-0.51
985,41.55,29.08,11.78,9.98,13.97,2.64,3.86,2.34,5.28,9.67,-0.53
986,43.16,30.20,12.24,10.37,14.51,2.75,4.01,2.43,5.49,10.05,-0.55
987,44.82,31.37,12.71,10.77,15.07,2.85,4.17,2.53,5.70,10.44,-0.58
988,46.53,32.56,13.20,11.17,15.64,2.96,4.33,2.62,5.92,10.83,-0.60
989,48.26,33.77,13.69,11.59,16.22,3.07,4.49,2.72,6.14,11.24,-0.62
990,50.00,34.99,14.18,12.01,16.81,3.18,4.65,2.82,6.36,11.64,-0.64
991,51.74,36.21,14.68,12.43,17.40,3.29,4.81,2.92,6.58,12.05,-0.66
992,53.47,37.42,15.17,12.84,17.98,3.40,4.97,3.01,6.80,12.45,-0.69
993,55.18,38.61,15.65,13.25,18.55,3.51,5.13,3.11,7.02,12.85,-0.71
994,56.84,39.78,16.12,13.65,19.11,3.62,5.29,3.20,7.23,13.23,-0.73
995,58.45,40.91,16.58,14.04,19.65,3.72,5.44,3.29,7.43,13.61,-0.75
996,60.00,41.99,17.02,14.41,20.17,3.82,5.58,3.38,7.63,13.97,-0.77
997,61.47,43.02,17.44,14.76,20.67,3.91,5.72,3.46,7.82,14.31,-0.79
998,62.86,43.99,17.83,15.10,21.13,4.00,5.85,3.54,7.99,14.63,-0.81
999,64.14,44.89,18.19,15.41,21.56,4.08,5.97,3.62,8.16,14.93,-0.82
1000,65.32,45.71,18.53,15.69,21.96,4.16,6.08,3.68,8.31,15.21,-0.84
1001,66.38,46.46,18.83,15.94,22.32,4.22,6.17,3.74,8.44,15.46,-0.85
1002,67.32,47.11,19.09,16.17,22.63,4.28,6.26,3.79,8.56,15.67,-0.86
1003,68.13,47.68,19.32,16.36,22.90,4.34,6.34,3.84,8.66,15.86,-0.87
1004,68.79,48.14,19.51,16.52,23.13,4.38,6.40,3.88,8.75,16.02,-0.88
1005,69.32,48.51,19.66,16.65,23.30,4.41,6.45,3.91,8.81,16.14,-0.89
1006,69.70,48.77,19.77,16.74,23.43,4.44,6.48,3.93,8.86,16.23,-0.89
1007,69.92,48.93,19.83,16.79,23.51,4.45,6.50,3.94,8.89,16.28,-0.90
1008,70.00,48.99,19.85,16.81,23.53,4.45,6.51,3.95,8.90,16.30,-0.90
1009,69.92,48.93,19.83,16.79,23.51,4.45,6.50,3.94,8.89,16.28,-0.90
1010,69.70,48.77,19.77,16.74,23.43,4.44,6.48,3.93,8.86,16.23,-0.89
1011,69.32,48.51,19.66,16.65,23.30,4.41,6.45,3.91,8.81,16.14,-0.89
1012,68.79,48.14,19.51,16.52,23.13,4.38,6.40,3.88,8.75,16.02,-0.88
1013,68.13,47.68,19.32,16.36,22.90,4.34,6.34,3.84,8.66,15.86,-0.87
1014,67.32,47.11,19.09,16.17,22.63,4.28,6.26,3.79,8.56,15.67,-0.86
1015,66.38,46.46,18.83,15.94,22.32,4.22,6.17,3.74,8.44,15.46,-0.85
1016,65.32,45.71,18.53,15.69,21.96,4.16,6.08,3.68,8.31,15.21,-0.84
1017,64.14,44.89,18.19,15.41,21.56,4.08,5.97,3.62,8.16,14.93,-0.82
1018,62.86,43.99,17.83,15.10,21.13,4.00,5.85,3.54,7.99,14.63,-0.81
1019,61.47,43.02,17.44,14.76,20.67,3.91,5.72,3.46,7.82,14.31,-0.79
1020,60.00,41.99,17.02,14.41,20.17,3.82,5.58,3.38,7.63,13.97,-0.77
1021,58.45,40.91,16.58,14.04,19.65,3.72,5.44,3.29,7.43,13.61,-0.75
1022,56.84,39.78,16.12,13.65,19.11,3.62,5.29,3.20,7.23,13.23,-0.73
1023,55.18,38.61,15.65,13.25,18.55,3.51,5.13,3.11,7.02,12.85,-0.71
1024,53.47,37.42,15.17,12.84,17.98,3.40,4.97,3.01,6.80,12.45,-0.69
1025,51.74,36.21,14.68,12.43,17.40,3.29,4.81,2.92,6.58,12.05,-0.66
1026,50.00,34.99,14.18,12.01,16.81,3.18,4.65,2.82,6.36,11.64,-0.64
1027,48.26,33.77,13.69,11.59,16.22,3.07,4.49,2.72,6.14,11.24,-0.62
1028,46.53,32.56,13.20,11.17,15.64,2.96,4.33,2.62,5.92,10.83,-0.60
1029,44.82,31.37,12.71,10.77,15.07,2.85,4.17,2.53,5.70,10.44,-0.58
1030,43.16,30.20,12.24,10.37,14.51,2.75,4.01,2.43,5.49,10.05,-0.55
1031,41.55,29.08,11.78,9.98,13.97,2.64,3.86,2.34,5.28,9.67,-0.53
1032,40.00,27.99,11.35,9.61,13.45,2.55,3.72,2.25,5.09,9.31,-0.51
1033,38.53,26.96,10.93,9.25,12.95,2.45,3.58,2.17,4.90,8.97,-0.49
1034,37.14,25.99,10.54,8.92,12.49,2.36,3.46,2.09,4.72,8.65,-0.48
1035,35.86,25.09,10.17,8.61,12.05,2.28,3.34,2.02,4.56,8.35,-0.46
1036,34.68,24.27,9.84,8.33,11.66,2.21,3.23,1.95,4.41,8.07,-0.45
1037,33.62,23.53,9.53,8.07,11.30,2.14,3.13,1.89,4.27,7.83,-0.43
1038,32.68,22.87,9.27,7.85,10.99,2.08,3.04,1.84,4.16,7.61,-0.42
1039,31.87,22.31,9.04,7.66,10.72,2.03,2.96,1.80,4.05,7.42,-0.41
1040,31.21,21.84,8.85,7.50,10.49,1.99,2.90,1.76,3.97,7.27,-0.40
1041,30.68,21.47,8.70,7.37,10.31,1.95,2.85,1.73,3.90,7.14,-0.39
1042,30.30,21.21,8.60,7.28,10.19,1.93,2.82,1.71,3.85,7.06,-0.39
1043,30.08,21.05,8.53,7.22,10.11,1.91,2.80,1.70,3.82,7.00,-0.39
1044,30.00,20.99,8.51,7.21,10.09,1.91,2.79,1.69,3.81,6.99,-0.39
1045,30.08,21.05,8.53,7.22,10.11,1.91,2.80,1.70,3.82,7.00,-0.39
1046,30.30,21.21,8.60,7.28,10.19,1.93,2.82,1.71,3.85,7.06,-0.39
1047,30.68,21.47,8.70,7.37,10.31,1.95,2.85,1.73,3.90,7.14,-0.39
1048,31.21,21.84,8.85,7.50,10.49,1.99,2.90,1.76,3.97,7.27,-0.40
1049,31.87,22.31,9.04,7.66,10.72,2.03,2.96,1.80,4.05,7.42,-0.41
1050,32.68,22.87,9.27,7.85,10.99,2.08,3.04,1.84,4.16,7.61,-0.42
1051,33.62,23.53,9.53,8.07,11.30,2.14,3.13,1.89,4.27,7.83,-0.43
1052,34.68,24.27,9.84,8.33,11.66,2.21,3.23,1.95,4.41,8.07,-0.45
1053,35.86,25.09,10.17,8.61,12.05,2.28,3.34,2.02,4.56,8.35,-0.46
1054,37.14,25.99,10.54,8.92,12.49,2.36,3.46,2.09,4.72,8.65,-0.48
1055,38.53,26.96,10.93,9.25,12.95,2.45,3.58,2.17,4.90,8.97,-0.49
