time,L1,L2,L3,L4,L5,L6,L7,L8,L9,L10,L11
4991,41.05,28.94,11.81,10.33,14.40,2.47,3.53,1.78,4.86,9.78,-0.05
4992,40.53,28.20,11.47,9.06,13.46,2.70,2.49,2.54,5.75,10.51,-0.22
4993,39.41,27.35,10.35,9.28,12.54,1.86,4.24,2.13,5.32,9.49,-0.64
4994,36.51,26.18,10.05,8.46,12.83,2.45,3.38,2.86,4.40,8.67,0.06
4995,35.10,24.63,10.50,9.62,11.74,1.85,4.11,2.30,3.79,8.13,0.09
4996,34.68,25.55,9.22,8.52,11.13,1.58,3.44,3.04,4.49,8.34,0.22
4997,33.17,23.40,10.05,7.47,10.58,1.08,3.00,1.96,3.94,6.94,-0.91
4998,32.73,23.06,9.91,9.02,10.60,2.40,3.21,2.95,3.82,7.94,0.37
4999,31.96,22.55,9.08,7.75,11.44,2.00,3.09,2.14,3.74,7.50,-0.89
5000,31.66,22.78,10.38,6.52,10.29,2.01,2.49,1.23,3.53,8.18,-0.08
5001,31.10,22.30,9.00,7.20,9.54,2.40,2.36,1.15,3.97,7.17,-0.26
5002,30.26,21.06,8.68,6.93,10.05,2.34,3.95,2.36,3.55,7.08,-0.40
5003,30.55,20.66,8.51,6.86,10.38,2.86,3.61,2.11,3.71,6.64,-0.15
5004,29.61,21.08,8.66,6.93,10.04,1.64,2.51,1.64,3.12,6.49,-0.55
5005,29.03,20.94,7.64,7.58,10.26,1.76,1.93,1.47,3.39,6.91,-0.35
5006,31.09,20.78,9.01,7.53,10.23,1.45,1.96,2.14,3.32,6.56,-0.68
5007,30.56,20.76,9.69,7.01,10.32,1.82,2.76,1.48,3.70,7.26,-0.86
5008,31.38,21.94,9.69,7.54,10.89,1.63,3.85,1.30,3.50,7.72,-0.12
5009,31.97,23.03,8.81,7.63,10.47,1.55,2.81,2.20,4.17,7.31,-0.86
5010,32.94,22.62,9.48,8.59,11.09,2.36,3.57,1.81,3.85,8.26,-0.39
5011,33.37,22.95,9.94,7.21,10.96,2.28,3.13,2.02,3.64,7.47,-0.20
5012,35.03,24.17,10.49,8.60,11.74,2.12,2.32,1.22,3.35,8.23,-1.20
5013,35.67,24.55,9.30,8.34,12.31,3.14,3.56,2.11,4.25,7.47,-0.45
5014,36.72,25.76,10.61,8.81,12.01,1.71,3.60,2.37,4.80,9.02,-0.94
5015,38.08,26.63,11.47,9.40,12.87,1.60,2.76,1.98,3.95,8.84,-0.33
5016,39.35,28.36,11.04,9.77,13.41,2.73,3.22,1.41,4.82,9.31,-1.20
5017,41.60,28.31,11.80,10.09,13.81,1.92,4.71,2.43,5.51,9.93,-0.78
5018,42.60,30.23,12.31,9.83,14.74,2.11,2.81,2.81,5.82,10.11,-0.74
5019,45.05,32.01,12.96,9.94,15.08,3.16,4.18,2.59,5.51,10.88,-0.41
5020,47.91,31.95,12.24,10.66,14.64,2.56,4.81,2.34,5.54,10.21,-0.53
5021,48.04,33.97,13.44,10.76,16.45,3.71,4.78,2.39,6.84,11.17,-0.52
5022,50.06,35.91,13.96,11.75,16.52,3.14,4.98,3.10,5.52,11.24,-1.21
5023,51.49,35.72,14.03,12.18,17.52,3.28,4.40,2.09,6.19,11.56,-0.59
5024,53.12,36.29,14.94,13.37,17.62,3.21,5.37,2.99,7.12,12.13,0.40
5025,56.14,38.62,16.33,13.15,19.18,3.88,4.77,2.73,7.07,12.64,-0.31
5026,56.48,40.11,16.42,14.13,19.51,2.92,5.36,3.23,7.51,12.63,-1.24
5027,59.02,40.82,15.76,14.44,19.13,3.32,4.93,4.19,7.83,12.82,-1.04
5028,59.85,41.69,16.98,14.45,20.04,3.76,5.13,3.33,7.66,13.29,-0.32
5029,61.51,42.81,17.56,15.10,20.41,4.26,5.70,2.65,8.08,14.30,-1.33
5030,62.75,44.67,17.52,15.56,21.39,3.52,6.20,4.15,7.87,13.98,-0.74
5031,64.28,44.89,18.26,15.53,21.35,5.12,5.76,4.12,7.78,15.11,-0.41
5032,66.52,45.49,18.24,15.99,21.57,4.80,5.37,3.34,8.76,14.38,-1.59
5033,66.85,45.66,19.24,16.44,21.60,3.69,6.08,3.89,8.21,15.61,-0.72
5034,66.84,47.45,19.65,16.12,22.89,4.54,6.27,2.86,8.74,16.01,-0.63
5035,69.05,47.58,19.17,16.33,22.64,5.03,6.43,3.60,8.93,15.44,-0.86
5036,68.71,48.14,19.10,16.61,22.97,4.46,6.35,4.50,8.05,15.66,-1.33
5037,69.53,48.90,19.55,17.04,23.25,5.03,6.92,3.69,8.84,15.58,-1.14
5038,69.44,48.49,19.74,15.95,22.77,4.60,7.36,3.84,9.74,15.98,-0.82
5039,68.79,48.21,20.19,16.22,23.55,4.40,6.47,3.39,8.65,16.32,-1.05
5040,70.69,49.24,20.03,16.96,23.05,3.83,6.37,4.30,8.68,15.92,-1.44
5041,69.65,48.42,20.22,16.34,23.96,4.16,6.79,3.29,9.39,16.27,-0.26
5042,69.94,49.47,20.28,16.26,23.90,4.82,6.76,3.60,9.05,16.74,-0.21
5043,69.26,48.27,19.08,17.18,23.22,4.13,6.93,3.24,9.39,15.85,-1.15
5044,68.02,48.08,20.57,15.80,23.22,4.06,6.24,3.76,9.85,15.02,-1.35
5045,67.60,47.32,20.04,16.34,22.90,4.47,6.75,3.95,8.31,15.81,-0.75
5046,67.58,48.29,19.35,16.32,22.23,4.35,6.32,3.14,8.38,16.17,-1.23
5047,65.98,45.95,18.70,16.24,21.88,5.12,6.41,3.92,8.61,15.70,-1.32
5048,66.07,45.66,17.85,15.41,21.98,4.30,5.82,3.41,9.27,15.90,-0.96
5049,64.55,44.89,18.93,14.62,21.36,3.85,5.91,3.97,8.08,14.40,-0.28
5050,63.32,44.05,18.63,15.46,21.32,4.35,6.38,3.52,7.96,14.73,-0.81
5051,61.77,42.66,18.47,14.02,20.36,3.77,6.03,3.23,7.81,14.59,-1.24
5052,59.96,42.16,17.06,15.67,19.43,3.23,5.46,3.28,7.21,14.53,-1.22
5053,57.93,41.12,16.85,13.81,20.20,4.25,5.89,4.14,7.22,13.28,-1.02
5054,57.43,40.51,15.84,14.58,18.80,3.49,5.33,2.78,6.58,13.95,-0.35
5055,55.66,38.94,15.91,14.16,18.05,3.52,4.91,2.96,8.02,12.80,-0.59
5056,54.03,37.43,14.98,12.51,18.74,3.52,4.57,3.44,6.96,11.97,-1.04
5057,51.90,36.12,14.32,12.58,17.37,3.09,5.34,3.26,6.77,12.27,-0.14
5058,49.84,34.57,14.78,11.62,16.88,3.48,5.07,2.98,6.53,11.89,-0.80
5059,47.39,33.97,14.55,10.88,16.93,2.31,4.22,2.92,6.30,10.65,-0.04
5060,45.28,31.91,13.39,11.38,14.64,2.37,3.05,1.94,6.32,10.80,-0.34
5061,45.21,30.62,12.40,11.17,15.33,3.33,4.42,1.65,5.79,9.70,-1.34
5062,43.57,30.22,12.76,11.06,13.79,4.00,4.01,2.68,5.63,9.63,-0.07
5063,42.23,29.49,11.47,9.89,13.48,2.10,3.61,2.44,5.21,8.99,0.23
5064,39.25,28.09,12.13,9.26,13.37,2.98,3.80,2.86,5.11,10.10,-0.57
5065,38.65,26.33,10.67,9.28,13.59,2.40,4.28,2.13,4.85,8.91,-0.27
5066,36.66,25.92,10.09,8.36,13.26,2.25,3.56,2.45,4.69,8.26,-1.11
5067,35.46,24.70,9.72,8.41,11.68,2.32,4.24,2.83,5.31,9.15,-0.46
5068,34.95,22.91,10.00,9.60,10.64,3.05,3.24,2.26,5.13,7.45,-0.64
5069,33.46,24.44,9.67,8.63,10.60,2.26,3.09,2.50,4.00,7.71,-0.63
5070,31.55,23.07,9.06,7.97,11.49,1.43,3.11,2.36,3.50,7.34,-1.83
5071,31.72,21.73,8.34,7.12,10.47,1.92,3.75,2.40,5.14,7.42,0.22
5072,31.21,21.22,8.76,7.82,9.63,2.75,2.76,1.19,3.67,6.90,-1.99
5073,30.16,22.01,8.40,7.86,9.76,1.83,1.97,1.58,3.77,6.90,-0.09
5074,30.47,20.95,8.91,7.28,9.63,2.21,3.06,1.95,4.34,7.40,-0.16
5075,30.45,21.55,8.30,7.15,9.72,2.32,2.78,0.44,3.23,7.07,-0.42
5076,30.16,20.69,8.12,7.80,10.43,1.77,3.22,1.69,3.00,6.94,-1.53
5077,29.58,21.42,8.80,7.59,9.91,2.04,2.54,2.15,3.17,7.69,-0.82
5078,30.42,21.65,8.31,7.63,10.73,1.75,3.75,2.26,3.96,7.40,-1.02
5079,30.32,21.47,7.97,7.58,10.20,1.93,2.92,1.73,3.55,7.79,-0.54
5080,31.66,21.84,9.20,7.84,10.06,1.75,2.47,1.81,4.84,7.99,-0.19
5081,31.25,21.37,8.21,8.35,10.77,1.77,3.40,2.49,4.16,6.75,-0.49
5082,32.61,22.56,8.83,7.30,11.24,2.20,3.02,0.81,4.06,7.72,-0.33
5083,33.22,23.57,9.19,7.41,11.10,1.64,3.25,1.05,4.56,7.22,-0.30
5084,35.27,23.94,9.03,7.68,11.42,2.83,3.34,2.04,3.37,8.42,0.11
5085,36.40,24.35,9.91,9.61,11.48,1.92,3.09,1.85,4.66,8.17,-0.76
5086,36.95,26.39,10.97,8.98,12.53,3.19,3.68,1.59,4.32,8.71,-0.51
5087,38.24,26.27,11.67,9.58,13.51,1.82,3.32,2.14,3.67,9.40,-0.87
5088,39.77,27.61,12.09,9.98,13.32,2.13,3.10,1.88,5.26,9.02,-1.03
5089,41.51,28.68,12.09,9.77,13.59,2.85,4.67,2.97,4.59,10.49,-0.30
5090,43.13,30.63,12.16,9.81,13.86,2.83,4.00,2.61,4.86,10.62,0.04
5091,45.26,31.77,13.09,10.95,14.93,3.83,3.66,2.23,5.75,9.85,-0.42
5092,46.73,32.28,12.77,11.36,15.52,2.25,4.55,2.31,5.62,11.55,-0.52
5093,47.85,34.02,14.40,11.70,17.06,2.90,5.14,2.09,5.80,11.69,-0.27
5094,50.61,34.70,14.79,11.88,16.46,2.71,4.75,3.33,6.32,12.18,-0.10
5095,51.46,36.20,14.56,12.38,17.32,2.51,4.77,2.06,6.17,11.54,-1.09
5096,53.08,36.81,15.42,12.91,17.69,3.79,5.43,2.82,7.56,13.20,-0.28
5097,54.07,38.44,15.93,13.70,18.34,3.42,6.02,2.93,6.15,12.73,-0.82
5098,56.78,39.89,16.19,13.28,19.50,4.92,5.19,2.24,7.28,12.60,-0.33
5099,57.98,40.63,16.17,14.17,19.60,3.71,5.67,2.84,7.29,13.91,-0.56
5100,59.67,41.00,16.91,14.18,21.52,3.83,5.49,4.87,8.19,13.18,-0.70
5101,61.80,43.00,17.27,15.11,21.36,3.25,5.31,3.72,8.49,15.05,-1.11
5102,62.53,44.03,18.22,15.57,21.17,4.07,5.58,4.30,8.35,14.07,-1.05
5103,63.96,45.11,18.53,15.16,21.21,4.26,5.35,3.31,8.44,14.93,-1.47
5104,64.44,46.19,18.07,16.26,22.70,3.48,6.51,4.44,8.11,14.71,-0.71
5105,67.23,46.33,18.05,16.26,22.56,4.74,6.52,3.17,7.68,15.63,-1.30
5106,67.82,46.50,19.25,16.34,22.67,3.74,6.17,2.99,8.15,16.33,-1.19
5107,67.68,47.83,19.27,16.69,23.12,4.03,6.34,4.68,8.51,15.57,-0.48
5108,69.44,47.83,19.82,17.26,23.97,3.83,5.74,4.01,8.45,15.52,-0.70
5109,69.22,48.14,19.43,17.03,22.45,4.75,6.67,3.03,8.60,15.97,-0.55
5110,69.84,48.33,19.71,16.24,23.28,4.55,7.25,3.31,8.81,15.64,-1.64
5111,70.10,49.59,19.59,16.17,23.39,4.36,6.67,4.21,8.39,15.87,-0.75
5112,69.96,48.01,19.12,17.36,24.64,5.00,6.49,4.07,8.36,16.41,-0.59
5113,69.38,48.84,19.64,16.35,23.12,4.64,6.32,4.04,8.67,16.14,-0.52
5114,69.51,49.70,21.10,16.47,23.37,4.12,6.62,3.76,9.01,16.33,-0.32
5115,69.46,48.38,19.27,17.08,22.14,4.66,5.91,4.14,9.01,16.43,-1.46
5116,68.06,48.04,19.50,15.78,22.63,4.63,7.07,3.65,9.02,15.75,0.20
5117,68.09,48.02,19.49,16.22,22.75,4.31,6.05,4.47,8.83,15.75,-0.38
5118,67.02,47.01,19.51,15.80,22.38,4.10,6.12,3.84,7.95,15.30,-0.66
5119,66.31,46.89,19.15,16.44,22.60,4.30,5.65,3.27,8.34,14.90,-0.27
5120,66.11,44.91,20.10,15.84,21.93,4.88,5.83,3.76,8.17,15.96,-1.24
5121,64.02,44.97,18.88,15.22,21.63,4.16,6.44,4.60,8.07,15.01,-1.30
5122,63.38,43.36,17.59,14.55,20.88,2.65,6.10,3.61,7.37,13.50,-1.07
5123,62.45,42.53,16.66,14.86,20.10,3.72,5.99,3.86,7.87,14.51,-0.35
5124,59.71,42.31,17.11,14.90,20.16,4.40,6.13,4.45,7.56,13.53,-0.85
5125,57.62,41.68,16.77,14.47,19.61,4.12,6.64,3.74,6.90,14.67,-0.46
5126,56.32,39.02,16.59,13.15,20.00,2.95,6.45,2.61,7.06,12.96,-0.98
5127,54.92,38.35,16.31,13.50,18.06,2.84,5.58,3.74,6.64,12.55,-0.87
5128,53.73,37.08,15.29,13.38,18.97,3.90,4.88,2.77,7.49,12.51,-1.54
5129,51.53,35.77,14.69,11.18,18.15,3.13,4.79,2.68,6.38,12.04,-0.53
5130,49.29,35.88,14.78,13.02,16.94,3.19,5.07,2.91,6.30,11.73,-0.81
5131,48.45,34.02,14.15,11.07,16.92,3.60,5.07,2.70,6.21,11.33,-0.53
5132,46.16,32.16,13.95,10.76,16.60,3.56,3.47,2.80,5.75,10.98,-0.24
5133,45.51,31.45,13.21,10.54,15.21,2.64,4.53,2.74,5.55,9.95,0.32
5134,43.31,30.93,12.00,10.63,14.44,3.07,4.36,2.06,5.42,9.91,-0.99
5135,41.83,29.77,11.73,9.78,14.18,3.46,4.11,2.06,5.13,9.70,-0.48
5136,39.53,28.54,10.92,9.98,13.28,2.58,3.81,2.09,4.67,9.52,-0.89
5137,38.35,27.45,11.38,9.28,12.79,2.09,3.55,2.24,4.49,8.73,-0.11
5138,36.92,26.13,10.54,8.46,12.23,1.78,4.23,2.63,4.72,8.59,0.04
5139,36.32,24.81,10.63,8.85,11.82,2.86,3.88,1.65,4.97,8.99,-0.92
5140,35.35,23.66,9.49,9.02,12.23,3.16,3.82,1.71,4.05,7.22,-0.41
5141,34.27,23.95,9.27,7.60,10.85,1.92,2.97,1.99,4.24,8.72,0.52
5142,32.04,23.38,8.70,7.94,11.51,1.52,3.09,1.69,4.00,6.32,-0.13
5143,30.56,21.78,8.87,7.46,11.27,2.23,3.51,1.27,3.27,7.49,-0.02
5144,31.47,21.87,8.93,7.80,11.13,2.47,2.88,1.22,4.18,6.61,0.28
5145,31.83,21.51,8.86,8.16,10.29,2.06,2.46,2.30,4.34,7.19,-0.47
5146,29.43,20.97,9.22,6.48,9.42,2.46,2.82,0.78,3.54,7.63,0.06
5147,30.50,21.15,7.92,7.25,10.40,2.00,2.62,1.71,3.05,6.48,0.05
5148,30.50,20.85,8.44,8.19,9.56,2.20,2.86,1.65,4.32,7.70,-0.25
5149,30.32,20.51,8.59,7.07,9.94,1.44,2.61,1.45,4.29,6.36,-1.26
5150,29.57,21.47,8.26,6.42,11.02,1.76,2.77,1.44,3.08,5.97,-0.31
5151,30.31,21.71,8.18,7.79,11.00,2.59,3.33,2.26,4.29,7.64,-0.39
5152,31.31,22.60,10.15,7.99,11.55,2.00,2.11,2.54,4.20,6.90,-0.93
5153,31.79,21.65,9.81,8.36,11.03,1.46,3.51,1.71,4.06,7.41,-0.51
5154,32.68,22.79,8.39,8.02,10.75,2.08,3.77,2.19,3.84,7.24,-0.64
5155,33.37,24.06,10.44,8.57,10.75,1.88,2.70,1.68,3.44,8.60,-0.50
5156,34.45,23.91,10.09,8.43,11.00,2.00,3.94,2.40,4.50,8.58,-0.66
5157,35.97,24.93,9.80,9.01,11.20,2.49,3.74,1.35,5.08,7.92,-0.39
5158,37.18,25.62,10.13,8.48,12.49,2.04,2.64,2.53,4.97,8.78,-0.37
5159,38.79,26.60,10.95,10.05,12.22,2.74,2.79,2.72,4.92,8.92,1.06
5160,40.72,27.39,11.23,9.70,14.22,2.81,3.66,3.23,5.87,9.53,-0.86
5161,42.33,28.66,11.75,9.91,13.48,2.39,4.82,3.61,5.24,9.43,-0.06
5162,43.72,29.48,12.40,10.44,15.00,3.24,3.15,3.45,5.12,9.84,0.11
5163,44.42,31.55,12.37,10.09,15.44,2.03,4.12,2.63,5.10,10.61,-0.87
5164,46.67,31.97,11.97,10.89,15.45,3.05,4.53,2.50,4.95,10.01,-0.44
5165,48.66,34.99,13.30,11.42,15.87,2.53,4.27,2.71,5.91,11.43,-1.18
5166,50.81,34.75,13.57,12.51,18.00,2.29,5.57,2.94,5.41,11.16,-0.13
5167,51.47,36.53,14.32,12.53,16.35,3.09,3.70,3.11,6.85,13.14,-0.46
5168,54.22,37.01,14.66,13.09,17.89,4.31,4.81,2.19,6.34,12.22,-0.30
5169,55.09,38.51,17.04,14.36,19.29,3.23,5.11,2.89,7.44,13.36,-0.90
5170,56.81,39.76,16.00,13.25,19.17,3.28,5.65,2.46,7.43,13.93,-1.47
5171,58.56,41.10,15.89,14.18,19.88,4.27,5.04,3.41,6.01,12.96,-0.36
5172,59.26,41.81,16.16,14.38,20.21,3.18,4.76,2.77,8.14,13.86,-0.36
5173,61.75,43.28,17.09,15.56,21.16,3.35,5.84,3.36,8.20,15.17,-0.89
5174,62.60,44.81,18.53,14.73,21.19,3.30,6.65,2.48,9.28,14.36,0.16
5175,64.84,44.84,17.68,14.38,21.97,3.92,6.65,3.23,7.45,14.52,-0.73
5176,65.19,46.21,18.81,15.83,21.61,4.75,5.63,3.23,7.96,14.64,-0.52
5177,66.34,45.91,19.54,16.35,22.45,4.23,5.46,3.35,7.53,14.85,-1.31
5178,66.68,47.80,19.04,17.04,22.78,3.44,6.83,2.99,8.09,14.68,-1.64
5179,68.08,48.42,19.83,16.99,22.58,4.37,6.04,4.32,9.52,16.31,-0.23
5180,69.58,48.17,19.53,16.55,23.82,4.62,6.20,3.54,7.92,16.31,-1.18
5181,69.72,48.13,19.57,17.11,23.66,4.72,6.00,4.09,8.82,17.39,-0.80
5182,70.21,47.75,19.95,16.84,23.70,3.83,6.48,3.97,8.49,15.65,-0.29
5183,70.75,49.13,19.04,15.89,24.28,4.00,6.25,3.42,9.13,15.86,-1.01
5184,70.22,49.78,19.77,17.21,22.67,3.42,6.25,5.20,10.17,16.66,-0.28
5185,70.49,48.83,19.40,16.78,23.87,4.21,6.02,3.85,9.48,16.85,-2.04
5186,69.11,48.34,19.78,16.31,23.32,4.08,6.40,2.93,9.15,16.11,-0.68
5187,69.59,48.47,20.08,17.56,23.68,4.68,7.34,4.27,8.71,15.77,-0.75
5188,68.68,47.83,19.58,16.06,23.06,4.28,6.62,4.21,8.92,16.06,-0.71
5189,68.54,48.12,19.35,16.35,22.27,3.57,6.58,2.87,8.47,15.36,-1.70
5190,67.58,47.47,18.59,16.73,22.10,3.84,6.42,3.39,8.78,15.93,-0.26
5191,66.64,46.65,18.80,16.04,22.53,4.32,5.90,3.66,8.72,15.19,-0.61
5192,64.79,45.82,17.57,14.89,21.49,3.86,6.64,3.62,7.87,15.94,-1.40
5193,63.55,44.78,17.82,15.89,21.64,3.71,5.80,3.45,8.75,15.12,-1.43
5194,62.62,44.24,17.56,15.44,21.59,3.27,5.90,3.38,8.12,14.10,-0.43
5195,61.71,43.05,17.63,14.44,19.64,3.83,6.05,3.88,8.16,13.86,-1.27
5196,59.20,42.94,16.95,14.58,19.57,4.32,5.68,3.46,7.29,12.78,-0.78
5197,58.94,40.80,16.27,14.05,19.85,3.07,4.79,3.38,7.36,13.89,-0.93
5198,56.98,39.92,15.92,12.83,18.92,3.55,5.23,2.45,6.45,12.62,-1.12
5199,55.34,39.22,15.57,13.41,17.93,3.64,5.43,3.22,7.57,13.05,-0.90
5200,53.25,38.53,14.48,13.04,18.46,3.85,5.14,2.28,5.97,12.62,-0.27
5201,51.36,36.30,14.22,12.00,16.83,3.08,5.21,2.97,6.84,11.96,-0.36
5202,49.59,34.41,14.45,11.85,16.81,2.88,4.30,3.17,7.06,12.07,-0.75
5203,47.76,34.36,13.18,12.15,15.85,2.20,3.68,2.51,6.00,10.59,-0.68
5204,45.92,33.04,12.47,11.24,15.89,3.14,3.92,2.65,6.22,11.56,-0.29
5205,45.09,31.00,12.74,10.47,15.07,2.18,4.70,2.53,5.74,9.68,-1.41
5206,42.97,29.68,12.98,10.47,14.47,3.44,4.52,1.09,5.77,10.52,-0.27
5207,41.24,28.17,12.01,9.89,13.90,2.46,4.46,2.05,5.02,9.81,-0.78
5208,40.78,28.44,12.24,10.14,13.60,2.90,3.93,1.64,5.35,9.68,0.22
5209,38.41,27.62,10.90,10.66,12.55,2.82,3.94,3.38,5.13,8.87,-0.24
5210,37.67,26.21,10.31,9.65,12.66,2.94,3.30,2.29,4.90,8.57,-0.59
5211,36.57,24.89,10.13,9.34,12.55,2.36,2.94,3.16,4.67,8.56,-0.89
5212,34.80,24.69,10.09,8.21,11.81,2.31,2.58,1.32,4.17,7.54,-0.16
5213,33.53,23.33,8.74,7.79,10.24,2.46,4.07,1.84,4.06,8.87,-0.55
5214,32.62,22.90,9.25,8.34,10.56,2.07,3.04,2.33,4.23,6.27,-0.64
5215,32.88,22.12,9.07,7.68,10.24,1.83,2.75,1.16,3.02,7.63,-0.19
5216,31.35,21.63,8.78,6.37,10.70,1.57,2.26,1.23,4.46,6.21,-1.86
5217,30.01,21.71,8.77,8.01,10.03,2.01,3.73,2.20,5.07,7.95,0.00
5218,29.55,21.51,8.01,7.94,10.32,2.00,3.13,0.75,4.05,6.65,-0.35
5219,30.11,20.86,7.80,6.56,9.85,2.31,2.53,2.33,2.56,7.77,0.16
5220,30.05,20.94,8.53,7.00,10.35,2.34,3.34,1.92,3.49,7.17,-0.81
5221,29.66,20.63,8.42,6.93,10.26,2.89,2.53,1.75,4.16,6.34,-0.27
5222,30.97,21.15,8.27,7.29,10.49,1.40,3.41,1.59,4.60,6.67,-0.14
5223,29.94,21.39,8.70,7.03,11.14,2.70,3.38,0.96,4.30,6.20,-0.52
5224,29.74,22.13,8.94,7.38,10.27,1.28,3.16,1.42,3.48,7.35,-0.92
5225,32.51,22.79,9.03,8.08,11.16,2.51,2.07,1.27,3.78,7.20,-1.02
5226,32.08,22.20,10.10,8.15,11.53,2.41,2.73,2.87,4.58,7.22,-0.42
5227,33.24,24.31,9.60,8.61,10.80,1.40,3.87,2.32,4.18,8.02,0.61
5228,34.49,24.48,9.57,8.26,11.88,2.02,3.55,2.23,4.62,9.11,-0.11
5229,35.79,25.70,9.89,8.44,12.36,2.25,3.90,2.52,4.39,8.13,-0.43
5230,37.30,25.37,10.01,8.22,13.29,2.16,2.89,2.10,4.17,8.64,-1.12
5231,38.62,27.02,11.71,9.72,12.93,3.26,3.06,2.64,5.11,8.31,-0.62
5232,40.09,28.09,10.87,9.81,13.99,2.69,3.80,1.87,4.57,9.24,-0.29
5233,40.99,29.15,11.68,10.40,14.41,2.46,4.07,2.24,4.86,9.66,-1.15
5234,43.30,30.66,11.93,10.15,14.06,2.76,3.16,2.26,6.00,9.68,-1.14
5235,45.45,31.75,13.72,10.25,14.52,3.16,3.46,2.68,6.47,11.07,-0.37
5236,46.11,32.42,13.25,10.65,14.84,1.88,4.17,3.30,5.94,11.00,-0.87
5237,48.37,33.81,13.05,10.83,16.28,3.01,5.08,1.66,6.07,11.27,-0.84
5238,50.06,33.98,14.73,12.53,16.04,2.81,4.32,2.83,5.69,11.58,-0.89
5239,51.93,36.11,15.22,12.53,17.03,2.94,4.59,2.16,6.12,11.27,-0.30
5240,53.46,37.29,16.06,12.84,17.63,3.18,4.93,2.50,6.86,13.09,-0.27
5241,55.09,38.76,15.59,14.04,18.91,3.72,4.96,3.49,6.87,12.92,-0.66
5242,57.46,39.62,16.76,14.44,18.92,3.40,5.62,3.78,7.35,12.54,-0.78
5243,58.67,40.16,17.33,13.88,19.89,3.93,5.46,4.29,7.91,13.86,-1.06
5244,60.01,42.04,17.15,13.97,20.52,3.20,6.33,3.45,7.90,13.72,-0.88
5245,60.27,43.55,17.41,14.36,20.23,3.46,5.19,4.48,8.12,14.56,-0.27
5246,62.39,43.92,17.87,15.43,20.88,4.12,5.82,3.10,7.57,14.26,-0.71
5247,63.82,44.48,19.13,15.62,21.53,4.49,6.57,3.81,8.70,15.30,-0.81
5248,65.19,45.98,18.87,16.11,21.22,4.02,7.14,2.62,8.20,15.59,-0.61
5249,66.09,46.31,17.61,15.62,21.69,3.05,6.30,4.34,8.67,14.16,-0.83
5250,67.33,46.26,18.93,16.12,22.62,4.57,5.17,4.25,8.97,16.46,-0.10
5251,67.66,47.24,19.27,15.62,23.42,4.46,6.44,3.94,8.36,16.06,-0.71
5252,68.55,47.58,19.63,16.88,23.46,4.25,7.11,3.50,8.86,15.44,-0.88
5253,68.94,48.27,19.86,16.70,23.29,4.36,6.81,3.80,7.91,15.22,-0.49
5254,70.44,49.14,19.88,16.64,22.93,5.36,5.97,3.73,8.68,15.92,-0.35
5255,70.66,48.73,19.95,16.27,23.12,3.71,6.10,3.93,9.78,16.69,0.08
5256,69.89,48.44,19.90,16.95,23.55,4.51,6.56,4.08,9.54,16.09,-1.60
5257,70.40,48.30,18.90,16.54,23.12,4.26,7.27,3.63,8.25,15.81,-0.93
5258,69.15,48.28,19.72,16.68,24.17,4.12,6.01,4.03,8.38,16.46,0.11
5259,69.56,48.47,18.92,17.04,22.76,5.11,5.62,5.53,8.40,15.27,-1.12
5260,69.77,48.34,19.20,16.54,23.42,4.42,7.29,4.37,8.94,14.88,-0.18
5261,68.87,47.53,19.53,16.63,23.87,4.64,7.26,4.07,8.13,16.06,-0.80
5262,67.16,47.07,19.52,16.03,21.78,4.98,6.64,3.68,7.78,14.98,-0.62
5263,66.89,46.63,19.56,14.97,22.57,4.07,6.60,4.02,8.67,14.98,0.05
5264,65.04,45.78,18.66,15.47,23.56,3.66,5.64,3.39,8.77,14.24,-1.54
5265,63.52,45.23,18.16,15.55,22.31,5.41,5.37,3.92,8.54,14.65,-0.77
5266,62.97,44.09,17.45,15.51,21.34,3.12,5.70,4.22,9.12,15.44,-0.47
5267,61.97,43.11,16.79,15.67,20.87,4.00,6.63,3.18,7.10,13.52,-0.61
5268,59.32,41.95,16.00,14.61,20.56,3.88,5.00,3.71,6.81,14.68,-0.61
5269,58.79,40.89,16.23,14.44,19.32,3.49,6.24,2.98,8.00,13.35,-0.53
5270,56.32,40.12,15.75,13.54,18.47,4.22,5.08,3.20,7.66,13.86,0.14
5271,54.84,38.98,15.60,13.29,18.57,2.84,4.86,3.32,7.72,12.20,-1.26
5272,52.47,36.19,14.96,12.88,18.11,3.27,5.76,2.35,6.32,13.22,-0.31
5273,51.81,36.13,15.30,11.97,17.33,3.32,4.50,3.04,7.56,11.96,0.25
5274,49.64,34.56,14.20,12.54,16.37,2.96,4.68,2.66,6.23,11.30,-0.23
5275,47.21,34.40,14.05,12.04,16.13,3.02,4.45,2.76,6.60,10.82,-1.09
5276,46.48,32.45,13.35,11.73,15.93,3.03,4.31,2.41,6.13,9.96,-1.07
5277,44.86,31.17,12.90,10.87,15.32,2.85,4.32,2.93,5.76,9.81,-0.60
5278,42.47,29.39,12.11,10.49,14.79,3.03,3.41,2.19,5.11,10.85,-0.49
5279,41.39,29.11,11.71,10.64,13.04,2.51,4.05,2.81,5.28,8.73,-0.26
5280,40.39,28.22,11.50,9.64,13.75,2.35,3.57,2.43,4.55,8.97,-0.33
5281,37.73,26.73,11.13,9.85,12.78,2.52,3.86,1.96,5.18,8.74,-0.77
