time,L1,L2,L3,L4,L5,L6,L7,L8,L9,L10,L11
1836,28.89,21.12,8.66,7.44,10.54,3.02,2.14,1.88,3.38,7.71,-0.33
1837,30.68,21.50,8.55,8.03,10.24,2.04,2.64,2.10,4.35,6.54,-0.25
1838,30.99,21.20,9.14,7.21,10.44,1.85,2.44,1.33,4.62,7.20,-0.14
1839,30.21,22.51,8.49,7.33,10.14,2.19,4.32,2.00,3.59,6.63,-0.19
1840,30.91,22.11,8.71,7.52,9.81,2.44,3.44,1.56,3.86,7.17,-0.51
1841,31.62,21.34,9.76,6.94,10.14,1.89,2.99,0.74,4.50,6.80,-0.86
1842,34.10,22.92,9.16,7.00,11.75,1.46,3.52,2.28,3.27,7.40,-0.45
1843,34.04,23.22,9.29,7.64,11.48,1.97,2.67,1.20,4.41,8.47,-0.12
1844,35.34,24.99,10.08,8.57,11.62,1.89,2.39,1.53,4.35,7.94,-0.67
1845,35.36,25.15,10.32,9.02,12.19,3.08,3.73,2.08,4.48,8.87,-0.53
1846,37.18,25.98,10.86,8.48,11.64,1.53,3.55,2.15,4.89,9.19,-0.56
1847,39.30,25.94,9.90,9.96,12.63,2.16,3.82,1.86,4.14,9.01,-0.31
1848,40.47,28.36,10.72,9.76,12.29,2.49,3.31,1.80,4.49,10.32,-0.72
1849,41.37,28.72,11.41,9.68,13.44,3.47,3.90,1.86,5.67,10.25,-0.90
1850,42.88,30.40,12.17,11.29,13.88,2.18,3.80,1.44,5.09,9.83,0.10
1851,44.37,30.91,12.01,10.68,14.60,2.60,3.78,1.70,5.65,10.74,-0.41
1852,46.37,33.67,13.53,11.22,14.54,3.84,5.46,2.84,6.42,11.04,-0.57
1853,48.91,34.24,13.18,11.28,16.37,2.92,4.03,2.82,5.96,10.45,-0.65
1854,50.70,35.06,13.96,12.53,17.20,3.51,4.53,3.61,6.01,12.06,0.63
1855,51.42,35.24,14.72,11.63,17.84,4.15,4.57,2.46,6.80,11.14,-0.59
1856,53.46,37.26,15.39,12.51,18.58,3.54,5.59,3.64,7.23,12.33,0.37
1857,56.14,38.27,15.23,13.15,18.41,3.28,4.62,3.18,6.69,12.41,-1.43
1858,56.52,39.28,16.58,13.77,19.26,3.10,5.01,2.64,7.25,13.08,-1.37
1859,58.10,40.49,16.13,14.12,20.28,3.14,4.20,2.85,7.95,14.16,-1.51
1860,59.59,42.44,16.62,14.72,20.08,3.67,5.47,3.65,6.54,14.87,-0.80
1861,62.17,42.87,18.15,15.10,20.48,3.87,5.67,3.66,8.21,15.09,-0.39
1862,63.21,44.38,17.88,15.08,21.24,4.05,6.98,3.51,7.39,15.08,-0.82
1863,65.04,44.23,18.84,15.98,21.85,3.92,6.18,3.60,8.44,14.74,-1.81
1864,65.21,45.56,18.59,16.41,22.74,4.34,6.36,3.86,7.43,14.88,-0.50
1865,65.71,46.67,19.56,15.97,23.04,5.55,6.20,2.99,8.40,15.45,-1.69
1866,67.26,47.25,19.24,16.06,22.87,3.95,5.22,3.19,7.57,14.79,-0.62
1867,67.52,47.63,18.99,16.58,22.53,4.84,6.01,3.44,9.16,15.88,-0.66
1868,68.36,48.55,18.69,15.70,23.29,5.13,6.51,4.26,9.05,15.11,-0.13
1869,68.62,48.38,19.62,17.14,23.10,3.17,6.73,3.90,8.62,15.51,-1.50
1870,69.83,48.89,20.09,16.84,24.92,3.93,6.50,4.67,8.42,16.49,-0.68
1871,69.51,49.00,19.27,16.30,22.87,4.26,6.75,5.12,8.99,16.61,-1.22
1872,70.34,49.02,20.40,17.27,22.54,5.19,7.24,4.33,8.54,16.86,-0.60
1873,69.50,49.41,19.57,16.53,23.75,4.11,6.31,3.65,7.79,16.81,-1.48
1874,69.86,48.51,19.92,16.13,23.74,4.09,6.62,4.46,10.11,14.99,-0.42
1875,69.75,48.33,19.96,17.12,23.49,4.07,6.94,3.38,8.86,14.53,-1.16
1876,68.71,49.26,19.26,16.35,22.92,5.13,5.85,3.09,8.10,16.47,-1.34
1877,68.74,48.84,19.71,15.66,23.66,4.76,6.01,3.00,8.35,15.50,-1.30
1878,67.54,47.50,19.32,16.69,22.80,4.09,5.93,4.07,9.34,15.20,-0.76
1879,66.27,45.82,19.41,16.08,22.64,3.65,6.19,3.51,8.74,15.29,-1.14
1880,65.82,45.77,19.37,16.24,22.42,4.61,5.69,3.06,8.45,15.89,-1.26
1881,63.50,45.48,18.95,14.60,22.12,4.52,6.45,3.73,8.30,15.76,-1.12
1882,62.86,44.96,17.96,15.37,21.15,4.10,5.78,3.54,8.36,14.57,-1.12
1883,61.39,43.36,16.55,15.28,20.63,3.94,6.09,3.79,8.13,14.12,-0.84
1884,59.30,41.24,16.96,13.81,20.65,3.80,5.14,3.80,8.34,14.60,-0.29
1885,58.24,41.31,16.74,13.48,19.49,3.82,5.24,4.14,7.65,13.86,-0.62
1886,57.08,41.15,16.06,13.56,18.42,3.28,5.05,2.43,7.45,13.13,-0.42
1887,55.66,38.51,15.38,12.88,18.37,2.36,5.80,4.03,6.57,13.31,-0.93
1888,52.49,36.51,13.77,12.98,16.77,3.40,6.08,3.35,7.07,12.15,-1.34
1889,50.59,35.44,14.12,12.48,17.22,3.10,4.03,3.04,6.44,12.09,-0.97
1890,49.63,34.48,14.91,11.71,16.81,2.33,5.13,2.78,6.90,12.44,-0.58
1891,48.28,33.94,13.45,12.08,15.83,2.86,4.47,3.04,6.11,11.17,-0.60
1892,47.40,32.52,13.62,11.22,15.00,3.08,3.92,2.28,5.95,10.62,-0.86
1893,44.81,30.10,12.65,10.81,15.28,2.30,4.48,2.73,5.24,10.79,-0.36
1894,43.53,30.42,12.34,10.29,15.07,1.95,3.95,2.68,6.03,10.09,-1.05
1895,41.05,29.38,12.82,9.61,13.99,2.88,4.24,2.13,5.31,9.04,-0.51
1896,40.06,27.26,11.32,9.50,14.09,2.56,4.07,2.15,4.78,9.59,-0.76
1897,39.20,26.51,11.39,9.21,12.66,1.87,3.75,2.05,5.11,9.30,-0.97
1898,36.83,26.45,11.15,7.76,11.93,1.34,2.91,2.17,4.65,8.15,-1.25
1899,34.75,25.05,10.07,8.17,11.83,2.37,3.29,2.62,4.73,7.26,-0.85
1900,35.47,23.18,10.19,8.77,12.26,2.02,3.94,2.53,4.88,7.64,0.02
1901,33.98,23.85,9.39,7.87,10.33,1.26,2.98,2.30,3.59,7.44,0.03
1902,32.45,22.46,9.64,8.06,11.08,2.67,2.41,1.33,4.05,7.71,-0.09
1903,32.50,22.56,8.71,7.46,10.79,1.76,2.75,0.82,3.42,7.14,0.20
1904,31.48,22.60,9.48,7.46,10.68,1.66,2.41,1.98,4.04,7.32,-0.44
1905,31.19,21.66,8.66,6.45,11.18,2.39,1.83,2.28,4.23,6.99,-0.53
1906,31.13,21.23,9.03,7.60,9.67,2.65,2.82,1.20,3.02,7.26,0.48
1907,30.75,21.41,9.21,7.61,10.74,1.49,3.26,1.53,2.88,6.92,-0.52
1908,30.22,21.23,8.90,6.93,9.95,1.13,2.36,1.54,4.01,6.62,-0.56
1909,30.65,20.36,8.62,6.55,9.54,1.69,3.40,1.28,3.53,7.68,0.17
1910,29.88,21.84,8.00,7.71,10.74,2.41,2.52,1.33,3.80,6.79,-0.95
1911,31.18,21.88,8.97,6.68,9.46,1.96,2.92,1.52,3.12,7.31,-0.20
1912,31.03,21.56,8.56,7.50,11.07,2.60,2.63,1.73,4.02,6.97,-1.27
1913,32.39,22.13,9.13,7.72,10.65,1.55,2.78,2.58,3.44,7.17,-0.04
1914,32.90,23.21,9.12,6.67,10.76,2.12,3.82,2.22,3.59,6.67,0.20
1915,34.16,23.07,9.80,7.69,11.12,2.05,2.79,2.07,4.08,7.92,-1.49
1916,34.98,23.89,10.02,8.39,11.95,2.21,2.55,2.07,3.75,8.23,0.01
1917,36.64,24.97,10.46,8.92,11.65,2.85,3.04,1.43,4.41,9.55,-0.83
1918,36.60,26.01,9.90,7.67,12.58,1.90,3.55,1.38,3.56,9.75,-0.48
1919,38.30,26.88,10.93,9.56,13.83,2.65,3.43,1.92,5.66,8.83,-1.06
1920,39.36,28.80,11.73,9.28,12.91,3.56,3.40,2.05,4.87,9.19,0.39
1921,40.89,28.67,11.81,8.55,14.07,3.46,3.70,2.08,5.33,9.86,-1.35
1922,43.67,29.78,12.26,10.85,14.49,2.35,4.47,1.81,5.36,10.78,-0.40
1923,45.46,31.53,12.02,10.67,15.08,2.61,4.38,1.80,6.25,10.54,-0.57
1924,46.23,31.76,13.09,10.78,14.69,2.76,4.45,2.66,6.00,12.10,-0.56
1925,48.89,33.92,13.80,11.48,16.39,2.73,4.30,3.26,6.56,11.08,-0.27
1926,49.57,34.88,13.59,12.31,16.19,3.58,4.35,3.97,6.59,11.00,0.02
1927,50.85,37.14,14.20,11.86,17.33,3.78,4.13,3.45,6.21,11.51,0.32
1928,53.51,37.59,15.46,12.98,17.98,2.92,4.48,1.88,7.74,12.67,-0.74
1929,54.81,38.29,16.05,13.02,18.04,3.50,4.83,3.19,6.96,14.17,-0.73
1930,57.20,40.15,15.72,14.13,19.36,3.18,5.45,3.85,7.37,13.10,-1.12
1931,58.58,41.27,17.54,14.46,20.00,2.99,6.19,3.59,6.89,13.71,-0.54
1932,60.08,42.12,17.19,14.43,20.96,4.11,5.22,2.66,7.70,14.11,-1.06
1933,60.76,43.33,16.65,14.99,21.96,3.61,5.80,3.09,7.39,15.58,-0.91
1934,62.93,43.90,18.51,15.36,20.19,3.74,6.03,3.41,7.78,14.80,-1.23
1935,63.80,45.50,17.67,15.27,21.03,4.09,6.07,2.94,8.15,15.07,-1.82
1936,65.34,45.19,19.13,16.22,20.82,3.43,5.44,4.00,8.48,15.11,-0.43
1937,66.45,46.66,19.22,15.24,21.60,3.92,6.22,4.19,8.70,14.27,-0.95
1938,67.24,47.01,17.33,15.12,23.89,4.85,6.84,5.14,8.46,15.30,-0.71
1939,68.79,46.99,19.22,16.17,23.40,3.43,7.29,4.23,8.86,16.09,-1.17
1940,68.87,47.73,20.19,16.97,22.79,4.49,6.91,3.37,8.70,15.94,-0.76
1941,69.73,48.51,19.41,17.63,22.46,4.76,7.12,4.73,9.27,16.26,-1.03
1942,68.81,48.01,19.62,17.03,22.23,4.63,6.67,4.52,8.52,15.89,-0.48
1943,69.51,48.05,19.87,17.54,23.65,4.87,6.89,3.70,8.90,16.81,-1.26
1944,70.46,48.85,18.83,16.34,23.71,5.40,5.93,5.26,9.03,16.37,-0.45
1945,70.71,49.28,20.97,16.61,24.13,4.53,7.05,3.96,9.52,17.10,-0.29
1946,69.55,49.58,19.37,16.79,24.07,4.21,6.33,4.06,8.66,15.89,-0.45
1947,69.72,48.17,19.91,16.87,23.41,3.81,6.42,4.12,9.71,15.81,-0.74
1948,68.66,48.35,19.59,16.07,23.47,4.30,6.81,3.20,8.15,16.29,-1.43
1949,66.77,47.55,20.20,16.17,22.30,5.10,6.59,4.13,8.89,15.92,-0.41
1950,67.17,47.13,19.16,15.69,22.88,4.73,6.14,3.28,8.57,15.20,-0.54
1951,66.43,46.06,18.18,15.68,22.92,4.12,6.48,3.75,9.27,15.25,-0.80
1952,65.32,45.72,19.08,14.97,21.58,4.35,6.40,3.70,7.78,15.10,-1.11
1953,64.09,44.14,18.00,15.89,21.73,3.89,6.32,4.04,8.37,15.42,-1.07
1954,62.67,44.24,17.66,15.05,21.20,3.85,5.48,2.70,7.49,15.28,-1.67
1955,61.47,43.09,17.62,15.09,19.50,3.74,5.68,3.39,8.06,15.37,-1.59
1956,60.09,42.14,16.52,14.90,20.14,3.21,5.57,4.32,7.69,13.82,-0.92
1957,58.60,41.01,16.83,14.40,18.81,3.32,5.39,3.48,7.98,13.86,-0.92
1958,56.79,40.19,16.11,13.28,19.17,4.25,5.21,3.39,7.21,13.14,-1.27
1959,55.37,38.83,15.23,14.25,18.57,3.09,5.15,3.83,6.62,13.45,-1.30
1960,53.29,37.47,14.67,13.29,18.33,3.07,4.71,3.10,7.16,12.47,-1.29
1961,52.95,35.29,15.23,12.89,16.97,2.83,3.94,2.76,6.76,12.03,-0.66
1962,50.46,35.38,13.78,12.82,15.99,3.12,4.73,3.41,6.01,11.85,-0.76
1963,47.86,33.96,13.55,12.37,16.07,2.12,4.56,2.40,6.00,11.30,-1.11
1964,46.94,32.64,13.33,11.09,15.85,3.13,5.23,2.61,5.51,10.14,-1.14
1965,43.91,31.20,13.25,10.56,14.69,1.86,4.12,2.69,5.77,9.77,0.05
1966,43.71,29.79,12.51,9.63,14.40,3.66,2.96,2.81,5.72,9.50,-0.07
1967,41.23,28.70,12.66,10.16,14.00,3.27,3.56,2.40,4.78,9.27,0.32
1968,40.06,28.65,10.82,9.28,12.96,3.08,4.03,2.42,4.54,9.41,-0.40
1969,37.76,26.96,11.46,8.65,12.96,1.87,3.60,2.09,4.57,8.92,0.52
1970,36.58,25.87,9.60,8.69,12.14,2.57,2.81,1.67,3.65,8.67,-0.13
1971,35.74,25.27,11.11,8.84,12.84,1.99,2.80,2.15,5.00,8.18,-0.71
1972,34.17,23.92,9.45,7.81,11.87,2.61,3.52,2.59,3.56,7.87,0.01
1973,33.72,24.24,9.41,8.34,11.23,2.29,3.02,1.78,4.22,7.80,0.07
1974,32.00,22.55,8.83,8.43,10.90,2.53,3.18,2.04,4.59,7.93,-0.37
1975,32.05,22.79,8.43,7.59,10.53,2.22,2.44,2.47,4.71,7.85,-0.87
1976,30.59,22.31,8.98,7.62,9.76,1.92,3.10,1.67,4.36,7.06,-0.86
1977,30.85,20.62,8.10,8.31,10.42,2.06,3.03,1.54,2.75,7.20,-0.96
1978,30.72,21.08,8.46,7.26,10.32,2.22,1.44,1.47,4.32,7.80,-0.72
1979,30.57,21.24,9.60,7.56,10.93,2.39,2.60,1.14,4.44,7.53,-0.33
1980,29.47,20.51,9.12,8.06,9.72,2.17,2.63,1.22,4.70,7.97,-0.91
1981,30.45,21.47,8.46,7.66,10.86,2.60,2.74,2.19,3.17,7.34,-0.76
1982,31.23,21.07,9.13,7.52,9.95,1.32,2.95,2.01,4.08,6.73,-1.09
1983,30.50,21.42,9.49,8.30,9.82,1.89,2.38,1.45,3.16,7.41,0.24
1984,31.65,22.01,7.98,7.95,10.77,2.02,2.46,1.26,4.31,7.53,-0.08
1985,32.05,22.99,8.84,8.43,9.26,2.80,3.74,2.48,4.43,6.87,-0.99
1986,33.23,21.90,8.94,7.47,10.75,1.96,3.05,1.67,4.08,7.63,0.10
1987,34.21,23.91,8.94,7.82,11.40,1.63,2.86,1.66,4.32,8.63,-0.33
1988,34.20,24.10,8.60,8.51,12.30,2.10,3.41,2.29,4.88,8.60,-0.76
1989,35.39,25.19,10.02,8.57,11.77,2.04,3.58,1.17,4.47,8.41,-0.82
1990,37.64,25.28,10.37,9.82,12.59,1.26,3.55,1.95,5.00,8.82,-0.06
1991,38.30,26.13,11.16,10.07,12.23,3.48,3.58,2.52,4.83,8.74,-0.21
1992,39.90,27.39,10.46,9.93,13.63,2.54,3.28,2.32,4.55,9.48,-0.89
1993,41.45,28.86,11.69,10.51,14.43,2.70,4.32,1.52,4.68,9.97,-0.91
1994,43.14,29.71,12.37,11.20,14.73,1.85,4.72,2.85,6.46,9.57,-0.50
1995,45.64,31.29,12.31,10.90,14.84,1.78,4.58,2.28,5.59,10.25,-0.55
1996,45.82,32.82,13.44,11.30,15.01,3.42,5.32,1.82,5.46,10.90,-0.86
1997,49.00,33.66,13.50,11.58,15.73,3.61,4.46,2.74,5.94,11.55,-0.42
1998,50.21,34.59,14.81,11.71,16.40,3.81,5.33,2.83,5.59,12.10,-1.11
1999,51.94,36.01,15.03,12.17,17.17,2.89,4.86,2.65,6.94,11.63,-0.51
2000,52.88,37.23,14.91,12.72,18.64,3.36,4.81,3.28,6.21,12.09,-1.09
2001,55.19,38.19,16.03,13.62,19.08,4.13,5.51,3.07,7.09,12.09,-1.50
2002,57.72,38.74,16.53,13.93,19.27,3.74,4.13,2.38,7.98,12.62,-0.30
2003,58.80,41.36,16.40,14.19,20.16,2.65,5.43,2.86,7.23,12.33,-0.25
2004,59.95,41.93,17.72,14.75,20.67,3.93,4.99,3.17,7.90,14.25,-1.97
2005,61.64,43.49,17.38,13.95,20.43,4.09,5.48,4.72,8.00,14.06,-1.31
2006,63.07,43.46,17.88,14.92,21.02,3.23,5.89,3.47,8.25,14.84,-0.49
2007,63.89,44.90,18.02,15.29,21.73,3.90,6.30,2.64,7.33,14.80,-0.42
2008,64.94,45.77,18.71,15.97,21.81,4.74,5.63,3.45,10.14,15.07,-0.93
2009,67.05,47.19,19.18,15.90,21.72,4.34,5.88,3.42,9.51,15.41,-0.51
2010,66.73,46.65,18.74,16.27,22.86,4.38,7.36,4.08,8.49,14.96,-1.08
2011,67.46,47.31,19.54,15.81,22.86,3.99,5.49,3.70,8.60,15.04,-0.70
2012,68.93,47.70,19.30,16.50,22.80,3.89,6.00,4.62,8.55,16.82,-0.37
2013,69.28,49.51,19.09,16.35,23.95,3.74,6.73,3.92,8.01,16.16,-2.27
2014,69.36,49.33,19.55,16.64,23.57,4.31,7.32,4.19,9.86,17.28,-0.47
2015,69.50,49.38,19.15,17.67,23.10,4.79,6.52,3.81,9.44,16.06,-1.23
2016,69.19,48.80,19.95,17.00,24.45,4.49,6.39,4.17,8.79,15.78,-1.21
2017,70.93,48.35,19.34,16.73,23.73,4.65,5.59,3.94,8.42,15.86,-0.24
2018,69.40,49.18,19.29,16.72,23.01,4.63,6.59,3.30,9.02,16.60,-1.09
2019,69.74,48.63,19.61,16.83,23.08,4.67,6.47,4.20,8.78,15.97,-0.68
2020,68.80,47.38,19.68,15.72,22.67,5.19,7.12,3.61,8.05,15.32,-0.85
2021,67.90,48.29,18.73,16.06,22.22,4.48,6.52,4.28,9.17,15.14,-0.60
2022,67.55,46.61,19.05,16.77,22.14,3.99,7.49,3.45,8.68,15.34,-0.36
2023,66.22,46.73,18.28,16.33,22.04,4.54,6.42,4.17,9.57,15.43,-0.23
2024,65.11,45.93,18.64,15.45,20.97,4.13,6.03,3.98,7.55,15.36,-1.21
2025,64.35,44.65,18.67,15.88,21.22,4.12,5.64,3.69,8.26,14.21,-1.50
2026,63.29,43.21,18.00,15.15,21.51,4.55,6.38,3.16,8.09,13.94,-0.19
2027,61.25,43.59,18.60,15.27,19.79,4.82,5.49,3.99,8.34,14.17,-1.04
2028,60.23,42.64,17.02,14.57,20.45,2.98,5.50,3.30,8.05,13.40,-1.23
2029,57.22,40.39,16.12,13.86,20.58,3.51,4.57,2.99,7.71,13.31,-0.63
2030,57.38,40.25,15.87,14.24,18.76,2.99,4.65,3.49,7.51,12.93,-0.50
2031,54.87,38.25,15.57,13.82,18.25,3.42,5.31,3.47,7.10,12.96,-0.79
2032,52.53,37.86,15.58,12.99,17.27,3.94,5.92,3.14,7.34,12.49,-0.83
2033,52.15,37.65,15.61,12.66,17.75,3.08,4.95,2.98,6.55,12.75,-1.17
2034,50.26,34.13,14.95,11.99,16.59,3.01,4.69,1.99,6.25,11.87,-1.24
2035,48.81,34.41,13.72,11.18,16.38,3.31,5.54,2.42,6.41,12.13,-0.15
2036,46.49,33.02,13.12,10.68,15.66,3.20,4.69,3.06,5.73,10.69,-1.44
2037,44.92,31.64,12.70,11.50,14.71,2.77,4.94,3.97,5.35,10.36,0.21
2038,44.44,29.82,12.05,9.86,14.24,2.80,4.42,2.22,5.62,10.35,-1.32
2039,41.35,28.78,12.64,10.06,14.66,1.93,3.83,2.66,4.84,10.02,0.18
2040,39.15,28.11,10.98,9.12,12.87,2.44,4.72,1.63,6.03,8.60,0.52
2041,39.30,27.07,10.95,9.10,13.44,3.04,3.20,2.79,4.67,8.48,-0.67
2042,36.97,26.80,10.49,9.84,12.43,2.06,3.24,2.27,4.43,8.96,-0.18
2043,35.77,25.58,9.87,8.18,12.58,2.71,2.85,2.50,4.44,8.45,0.05
2044,35.02,23.58,8.95,8.74,11.60,3.38,3.92,1.92,5.05,8.29,-0.88
2045,33.03,23.64,9.93,8.67,11.91,1.83,3.39,2.24,4.06,6.44,0.02
2046,32.27,22.97,8.56,8.35,11.37,2.47,3.04,2.18,3.98,7.25,-0.73
2047,33.19,21.92,7.96,7.23,11.07,1.61,2.74,1.25,4.26,7.25,-0.74
2048,29.95,22.27,7.80,6.99,10.54,1.69,2.68,1.47,4.08,7.82,0.43
2049,31.14,21.89,8.61,7.86,10.01,1.56,2.64,1.12,4.56,7.01,0.08
2050,29.09,20.09,7.49,6.30,10.20,1.72,3.73,1.51,3.55,6.26,0.59
2051,30.07,21.81,9.36,7.34,10.50,1.54,2.63,1.72,3.82,6.65,0.14
2052,29.55,20.86,8.73,7.23,10.77,2.05,3.37,2.34,3.87,6.66,-0.97
2053,29.46,21.23,8.95,7.28,10.09,2.17,2.07,1.23,2.67,7.92,-0.13
2054,29.93,21.78,8.95,7.03,10.97,2.47,2.64,1.79,3.37,7.43,-0.64
2055,31.58,21.52,8.47,7.58,10.15,1.41,2.62,1.67,5.10,7.36,-0.47
2056,30.68,21.85,10.36,7.27,10.32,2.10,3.34,2.04,3.66,7.76,-1.01
2057,32.00,22.34,8.79,7.46,10.86,2.54,2.76,1.84,3.86,7.33,0.19
2058,32.00,22.91,9.01,7.81,11.14,2.86,3.12,2.55,4.67,7.17,-0.84
2059,33.59,23.65,10.10,7.46,11.71,1.62,2.77,1.88,5.04,7.51,-0.75
2060,34.90,24.54,9.73,7.83,11.58,2.99,2.91,1.59,4.13,7.97,-0.09
2061,35.01,25.22,10.40,8.39,12.97,2.05,3.27,1.71,4.05,8.35,-0.60
2062,37.70,27.18,10.68,8.33,13.57,2.03,2.46,1.77,5.60,8.30,-1.41
2063,39.72,27.10,11.49,9.40,12.75,2.53,3.66,1.09,4.57,8.15,-0.85
2064,39.00,27.03,11.81,9.10,13.87,3.33,3.36,1.99,4.94,8.59,-1.14
2065,41.97,29.67,11.48,9.95,13.46,2.08,3.65,2.58,4.14,9.99,-0.17
2066,43.22,30.12,12.39,10.24,14.03,2.07,4.46,2.47,6.31,10.59,0.22
2067,44.82,31.10,11.79,10.79,14.80,3.51,3.29,2.55,5.06,10.29,-0.44
2068,47.05,31.76,13.00,10.67,14.93,2.23,4.47,2.72,6.20,11.36,-1.05
2069,49.14,33.87,13.16,11.50,15.80,2.96,3.92,2.18,6.49,11.25,-0.19
2070,49.52,35.10,14.02,11.63,17.24,2.09,5.38,3.10,5.41,10.77,0.15
2071,52.10,36.26,14.63,12.46,17.29,3.89,4.68,2.97,7.38,12.40,-1.67
2072,54.46,37.57,14.15,12.65,17.96,2.77,4.50,2.76,6.54,12.50,-0.25
2073,54.68,38.39,15.55,12.87,18.93,4.05,5.57,2.73,7.48,12.58,-0.81
2074,56.51,39.95,15.90,14.08,19.88,4.19,5.46,3.15,7.50,13.54,-0.52
2075,58.67,40.15,16.10,13.73,20.17,4.02,5.34,4.08,6.87,12.93,-0.71
2076,59.61,41.28,17.61,14.58,20.62,4.56,5.70,4.07,8.04,14.20,-0.62
2077,60.20,43.28,17.25,14.88,19.78,3.69,5.11,3.96,8.44,14.93,-0.68
2078,63.05,44.48,17.40,15.15,20.62,3.94,6.47,3.60,8.19,13.60,-0.21
2079,64.70,44.83,17.80,14.93,21.35,5.25,5.78,3.61,6.89,14.34,-1.21
2080,64.91,44.73,17.74,15.06,21.62,3.69,5.34,3.64,8.32,15.18,-1.10
2081,65.91,46.67,18.36,15.86,22.30,4.22,5.56,3.59,7.73,15.77,-0.97
2082,67.12,47.57,18.88,16.94,22.69,3.46,6.68,2.90,8.59,15.68,-0.82
2083,67.93,47.49,19.36,16.42,22.83,4.42,6.00,4.28,8.30,16.11,-0.82
2084,68.43,47.86,19.93,17.20,22.70,4.75,6.18,3.94,9.49,15.17,-1.57
2085,69.17,48.29,19.05,16.19,22.99,4.00,6.94,3.86,8.24,16.10,-1.83
2086,69.41,48.26,19.28,16.59,23.35,4.35,7.85,4.07,8.33,16.04,-1.26
2087,69.36,48.91,19.99,17.09,23.14,4.40,6.05,4.34,9.01,16.78,-0.22
2088,69.96,49.27,19.66,17.16,24.16,4.87,6.52,4.47,8.73,16.49,-0.47
2089,69.58,48.52,20.56,17.31,23.45,4.40,7.31,4.52,9.38,15.49,-0.93
2090,69.82,48.72,20.10,16.80,23.97,4.74,6.31,3.10,8.60,16.52,-1.96
2091,69.23,48.10,19.46,15.91,22.41,4.57,6.00,4.04,8.95,15.93,-1.07
2092,68.56,48.76,19.46,16.19,22.42,3.69,6.67,3.24,9.20,16.98,-1.19
2093,68.03,48.47,19.20,17.22,23.35,4.80,6.73,3.84,9.60,16.07,-0.93
2094,67.06,46.86,18.91,16.84,22.00,4.27,6.37,2.50,8.59,15.51,-0.82
2095,67.05,46.25,18.62,15.42,22.89,3.82,5.92,3.67,8.07,16.23,-1.53
2096,65.57,45.83,18.95,15.59,22.49,4.35,4.99,3.29,8.64,15.58,-0.17
2097,64.18,44.92,18.36,15.99,21.48,3.13,6.30,3.59,8.38,15.03,-1.02
2098,63.64,43.77,16.88,14.56,21.00,4.10,5.91,3.32,8.05,14.97,-0.76
2099,61.65,42.76,16.89,14.73,21.39,4.08,5.93,3.00,8.38,13.91,-1.27
2100,61.14,42.15,17.34,14.72,19.46,3.53,5.84,3.15,7.32,14.27,-0.82
2101,58.49,39.87,17.00,13.75,20.21,4.31,6.16,3.58,7.74,13.12,-0.85
2102,56.28,39.23,16.26,14.34,18.61,4.42,3.79,3.11,6.76,13.91,-0.73
2103,55.07,38.18,16.29,13.49,18.33,2.77,4.68,2.84,6.92,12.75,-0.98
2104,53.60,37.58,15.39,13.51,17.50,4.41,4.61,2.88,6.51,12.61,-0.07
2105,51.08,36.93,14.66,12.19,17.47,3.76,5.46,3.11,5.72,12.66,-0.11
2106,50.44,35.12,14.31,12.63,17.52,3.41,5.43,2.92,6.01,11.92,-0.63
2107,47.53,34.19,13.35,10.92,15.66,2.85,4.31,2.51,6.74,12.06,-0.84
2108,46.95,32.56,13.40,11.42,15.34,3.19,4.21,2.54,6.52,10.17,-0.35
2109,45.24,31.32,12.90,10.03,15.24,2.94,4.84,2.49,5.89,10.47,-0.47
2110,43.63,29.93,12.87,9.90,13.47,2.28,4.72,2.33,5.11,9.06,-1.40
2111,41.83,29.51,11.66,9.72,13.87,2.75,3.48,3.81,4.40,9.70,-0.51
2112,40.24,28.57,12.21,8.92,13.72,2.56,3.05,3.20,4.67,9.54,-0.59
2113,39.24,27.76,10.28,8.48,12.01,2.30,2.47,2.04,5.31,9.39,-0.12
2114,37.39,26.63,10.24,9.62,12.70,2.21,4.09,2.39,3.39,8.43,-0.46
2115,35.72,25.87,10.26,9.11,12.44,2.93,2.85,2.07,4.46,7.99,-0.18
2116,34.96,24.06,9.60,8.47,11.35,2.23,3.04,2.43,3.77,8.30,-0.22
2117,33.80,23.93,10.86,7.74,10.75,1.78,2.50,2.59,4.52,8.25,0.27
2118,32.65,22.62,9.72,7.23,11.91,2.41,2.42,1.67,4.13,7.09,-0.26
2119,31.85,21.87,8.68,8.28,11.31,2.32,3.07,2.09,3.96,8.23,-0.52
2120,30.45,21.37,9.34,6.99,10.91,1.37,2.06,2.28,4.10,7.49,-0.66
2121,31.49,21.40,8.62,7.48,10.35,2.31,2.56,1.42,4.07,7.32,-0.98
2122,30.66,21.67,8.03,8.13,10.22,1.04,2.10,2.22,5.11,6.55,-0.20
2123,29.66,21.52,9.90,7.87,9.85,2.84,2.77,1.18,3.43,7.69,-0.21
2124,29.35,21.18,8.14,7.86,9.50,1.16,2.99,2.29,4.42,7.11,-0.83
2125,29.59,22.04,9.02,7.30,10.64,1.81,1.28,0.82,3.45,6.83,-0.03
2126,30.91,21.37,8.85,7.16,10.21,1.77,2.49,2.07,4.09,6.79,-0.71
