,0,1,2,3,4,5,6,7,8,9,10
0,47.49467086791992,18.925193786621094,6.2812604904174805,4.60601282119751,-1.5709519386291504,16.470142364501953,23.026552200317383,5.093990325927734,8.707554817199707,15.66976261138916,68.60918426513672
1,47.58163833618164,18.90777587890625,6.267768383026123,4.276785850524902,-1.0827072858810425,16.911222457885742,24.076040267944336,4.9329023361206055,8.636898040771484,15.835054397583008,68.3609848022461
2,47.418514251708984,18.426618576049805,6.173900604248047,3.7409145832061768,-1.436416506767273,16.572338104248047,22.442890167236328,4.289848327636719,8.6087646484375,15.724302291870117,69.30824279785156
3,47.23075866699219,18.31216812133789,6.140884876251221,4.058751106262207,-1.8242895603179932,16.782224655151367,23.129249572753906,4.678737640380859,8.583314895629883,15.311873435974121,68.06803131103516
4,47.19142532348633,19.317060470581055,6.228572368621826,4.426591396331787,-1.5551849603652954,16.325340270996094,22.63591957092285,4.837285995483398,8.568934440612793,15.253152847290039,67.81779479980469
5,46.11627960205078,18.43693733215332,6.025951862335205,3.7589075565338135,-1.0039913654327393,16.426992416381836,22.990394592285156,4.381259441375732,8.266144752502441,15.089208602905273,67.10552978515625
6,45.50611114501953,19.16130828857422,5.892078399658203,3.498112201690674,-1.4993634223937988,16.13698387145996,21.9505558013916,3.9086318016052246,8.282654762268066,15.169804573059082,66.26148986816406
7,45.569923400878906,17.682945251464844,5.944155693054199,2.984154224395752,-1.251717448234558,15.874013900756836,21.510955810546875,3.5834436416625977,8.158597946166992,14.695523262023926,65.49635314941406
8,44.21736145019531,17.9953556060791,5.838040351867676,3.6177468299865723,-1.5504100322723389,15.494524002075195,21.833087921142578,4.145881175994873,8.02705192565918,14.177924156188965,64.59019470214844
9,43.8518180847168,17.70600700378418,5.761957168579102,3.4110589027404785,-1.4361003637313843,15.228955268859863,20.9639835357666,3.872714042663574,7.960372447967529,14.259897232055664,63.437355041503906
