,N9,N3,N5,N7,L4,L10
135,-62.67877197265625,36.89865493774414,36.24190139770508,31.50261878967285,15.45910358428955,14.788968086242676
136,-64.18455505371094,36.20372009277344,35.62501525878906,31.213708877563477,15.374980926513672,14.23577880859375
137,-64.82337951660156,35.86711502075195,35.58192825317383,30.216657638549805,15.765779495239258,14.7913179397583
138,-66.67772674560547,35.2609748840332,34.82918930053711,29.94010353088379,15.978670120239258,14.49260425567627
139,-67.61139678955078,35.23221969604492,34.453041076660156,29.326168060302734,16.515043258666992,15.184782028198242
140,-67.54838562011719,34.9805908203125,34.16550827026367,29.1435546875,16.337928771972656,15.293335914611816
141,-67.63595581054688,34.833824157714844,33.852577209472656,29.169675827026367,16.46686553955078,15.030503273010254
142,-68.10114288330078,34.49504089355469,33.640323638916016,28.67006492614746,16.690715789794922,15.43310260772705
143,-69.307373046875,34.185604095458984,33.57136154174805,28.563949584960938,16.655595779418945,15.491095542907715
144,-67.82316589355469,34.616783142089844,33.93168640136719,28.597993850708008,16.64413833618164,15.287343978881836
145,-67.93495178222656,34.48576736450195,33.77254867553711,28.453510284423828,16.722583770751953,15.013298034667969
146,-68.34383392333984,34.626895904541016,33.90397644042969,28.664443969726562,16.632844924926758,15.77529239654541
147,-67.89863586425781,34.769386291503906,34.101051330566406,28.709680557250977,16.468826293945312,15.896875381469727
148,-67.57522583007812,34.92800521850586,34.20874786376953,29.039661407470703,16.503082275390625,15.79316234588623
149,-67.54237365722656,34.930885314941406,34.40711975097656,29.734821319580078,16.11139678955078,14.898794174194336
150,-66.28033447265625,35.649845123291016,34.88549041748047,29.982032775878906,16.039316177368164,15.477715492248535
151,-65.46760559082031,35.64768600463867,35.11336135864258,30.53679656982422,15.843158721923828,14.638914108276367
152,-63.725345611572266,36.351619720458984,35.764469146728516,31.027061462402344,15.513533592224121,14.446895599365234
153,-63.2459831237793,36.694664001464844,36.086917877197266,31.72802734375,15.51398754119873,13.726166725158691
154,-62.23683547973633,37.384178161621094,36.78529357910156,32.623897552490234,14.960552215576172,13.692362785339355
155,-60.63962936401367,37.80487823486328,37.191741943359375,32.94132614135742,14.807525634765625,13.697940826416016
156,-60.07738494873047,38.04219436645508,37.60996627807617,33.575782775878906,14.52896785736084,13.135616302490234
157,-57.79344940185547,38.952430725097656,38.348594665527344,34.40056228637695,14.214150428771973,12.529742240905762
158,-56.26237106323242,39.388343811035156,38.86350631713867,35.07570266723633,13.804718017578125,12.946629524230957
159,-54.97468185424805,39.7038688659668,39.36300277709961,36.11896896362305,13.107149124145508,12.318258285522461
160,-52.74055099487305,40.66230773925781,40.14335632324219,36.82008361816406,12.926642417907715,11.426603317260742
161,-51.83666229248047,40.878936767578125,40.530338287353516,37.39910888671875,12.445466041564941,11.564767837524414
162,-50.56765365600586,41.52473449707031,41.1346435546875,38.220890045166016,12.086540222167969,11.247688293457031
163,-48.58882141113281,41.953521728515625,41.4439811706543,38.999839782714844,11.845907211303711,10.695632934570312
164,-47.044742584228516,42.13194274902344,41.95179748535156,39.471763610839844,11.386289596557617,10.743490219116211
165,-45.290138244628906,43.10444259643555,42.755035400390625,40.127540588378906,10.914084434509277,10.609256744384766
166,-44.34245300292969,43.16960144042969,42.98467254638672,41.06694030761719,10.324424743652344,9.262617111206055
167,-42.746742248535156,43.851158142089844,43.56665802001953,41.398983001708984,10.159412384033203,9.153990745544434
168,-40.59123611450195,44.25175857543945,43.8222770690918,41.87118148803711,10.055169105529785,9.201706886291504
169,-38.91536331176758,44.517120361328125,44.239990234375,42.533416748046875,9.553049087524414,8.461569786071777
170,-38.74699020385742,44.75835418701172,44.52890396118164,42.89834213256836,9.047368049621582,8.499161720275879
171,-36.378562927246094,45.13749313354492,44.967411041259766,43.16920471191406,8.959176063537598,8.674178123474121
172,-35.03950500488281,45.419456481933594,45.19853591918945,43.8312873840332,8.727688789367676,7.824549198150635
173,-34.834590911865234,45.670570373535156,45.4687385559082,44.12636947631836,8.460443496704102,6.812107563018799
174,-33.507606506347656,45.910648345947266,45.56937789916992,44.12577438354492,8.223889350891113,7.6442742347717285
175,-33.01265335083008,46.04685592651367,45.84541702270508,44.469730377197266,7.963798522949219,7.183020114898682
176,-32.73931121826172,46.123756408691406,46.06308364868164,44.62486267089844,7.670045375823975,7.212285041809082
177,-32.04093551635742,46.373565673828125,46.349369049072266,44.910736083984375,7.488352298736572,7.064847469329834
178,-31.639324188232422,46.295040130615234,46.32073974609375,45.09394073486328,7.338621616363525,7.397665977478027
179,-31.110206604003906,46.37519073486328,46.347442626953125,45.460880279541016,7.340851783752441,6.788228988647461
180,-31.46004867553711,46.52164077758789,46.25658416748047,44.881290435791016,7.733616828918457,7.637925148010254
181,-30.977285385131836,46.458351135253906,46.219879150390625,45.01149368286133,7.867319583892822,7.147355556488037
182,-32.02620315551758,46.297035217285156,46.249942779541016,45.26293182373047,7.7137603759765625,6.446349620819092
183,-32.07004928588867,46.122154235839844,46.16950225830078,45.0218620300293,7.550234794616699,6.697354316711426
184,-32.1234130859375,46.26272964477539,45.98053741455078,44.46159362792969,8.033628463745117,6.7353105545043945
185,-32.594947814941406,46.28159713745117,45.873931884765625,44.6867790222168,8.015888214111328,7.0962395668029785
186,-34.23616027832031,45.89796447753906,45.70145797729492,44.59730911254883,8.2072172164917,6.893211841583252
187,-34.66575622558594,45.67835235595703,45.519351959228516,44.07412338256836,8.525545120239258,7.698153972625732
188,-35.8547248840332,45.435401916503906,45.2171745300293,43.78935623168945,8.547699928283691,7.599766731262207
189,-36.821956634521484,45.079017639160156,44.87459945678711,43.46211242675781,9.350668907165527,7.759248733520508
190,-37.86178207397461,45.297489166259766,44.944236755371094,43.004154205322266,8.991338729858398,9.035953521728516
191,-39.13948440551758,44.38703155517578,44.106834411621094,42.572933197021484,9.572121620178223,8.3488130569458
192,-40.34934616088867,44.453956604003906,43.9670524597168,42.00835037231445,9.6802396774292,8.629996299743652
193,-41.976585388183594,43.91615676879883,43.352439880371094,41.44819641113281,10.204466819763184,9.178560256958008
194,-43.204994201660156,43.67734146118164,43.07943344116211,41.1594352722168,10.297612190246582,9.33420181274414
195,-45.11955261230469,42.79245376586914,42.4085693359375,40.38398361206055,10.778627395629883,9.680379867553711
196,-46.11318588256836,42.49235916137695,41.97879409790039,39.968746185302734,11.195712089538574,9.784355163574219
197,-48.81865692138672,41.85442352294922,41.482513427734375,38.833377838134766,11.751394271850586,10.98908519744873
198,-49.75958251953125,41.52269744873047,41.12765121459961,38.37406921386719,11.979589462280273,10.843733787536621
199,-51.124046325683594,41.11133575439453,40.614036560058594,37.348724365234375,12.523018836975098,11.920942306518555
200,-52.924861907958984,40.41987991333008,39.91954040527344,36.75978469848633,12.943052291870117,11.60383129119873
201,-54.7407112121582,39.803497314453125,39.408817291259766,35.97172546386719,13.237828254699707,12.675980567932129
202,-56.28944396972656,39.47748947143555,38.96505355834961,35.297393798828125,13.549195289611816,13.466927528381348
203,-58.77529525756836,38.628936767578125,38.185997009277344,34.37483215332031,14.396798133850098,13.23973560333252
204,-59.04234313964844,38.1976203918457,37.81690216064453,33.83271026611328,14.325634002685547,13.577213287353516
205,-61.48422622680664,37.87733840942383,37.32490158081055,32.956642150878906,14.51837158203125,13.994955062866211
206,-62.20468521118164,37.10172653198242,36.60102462768555,32.68375778198242,14.760992050170898,13.707395553588867
207,-63.78742218017578,36.84751510620117,35.95563888549805,31.62346839904785,15.545750617980957,14.015582084655762
208,-64.15764617919922,36.259490966796875,35.70014572143555,31.118837356567383,15.566490173339844,14.375494003295898
209,-65.19141387939453,35.908321380615234,35.292964935302734,30.66345977783203,15.718634605407715,14.59383487701416
210,-66.19510650634766,35.394256591796875,34.88053894042969,29.807003021240234,15.859050750732422,15.028684616088867
211,-66.47117614746094,35.03255081176758,34.4878044128418,29.331295013427734,16.253414154052734,14.982285499572754
212,-67.7523193359375,34.87748718261719,34.166290283203125,28.96809959411621,16.551422119140625,15.455873489379883
213,-67.99925231933594,34.61445236206055,33.86480712890625,28.960538864135742,16.676288604736328,15.110600471496582
214,-69.0228500366211,34.497039794921875,33.8006477355957,28.546001434326172,16.56149673461914,15.988936424255371
215,-68.59122467041016,34.594993591308594,33.75387954711914,28.7159481048584,16.59026336669922,15.68572998046875
216,-68.7475814819336,34.496089935302734,33.73524856567383,28.532743453979492,16.893762588500977,15.56106948852539
217,-68.48037719726562,34.733341217041016,34.039146423339844,28.706684112548828,16.43441390991211,15.767353057861328
218,-68.41506958007812,34.65601348876953,33.931514739990234,28.8139705657959,16.49232292175293,15.27851676940918
219,-68.1887435913086,34.783023834228516,34.135223388671875,29.058841705322266,16.7985782623291,15.449140548706055
220,-67.88135528564453,35.11701202392578,34.259525299072266,29.366905212402344,16.369632720947266,15.330643653869629
221,-67.0847396850586,35.42274475097656,34.55264663696289,29.66853141784668,16.14186668395996,15.433656692504883
222,-66.58951568603516,35.41207504272461,34.68458557128906,30.069501876831055,16.370342254638672,14.952140808105469
223,-65.63970947265625,35.7764892578125,35.04737091064453,30.676908493041992,15.63056468963623,14.303707122802734
224,-64.177978515625,36.77231979370117,35.88398742675781,30.939586639404297,15.756251335144043,15.271126747131348
225,-62.9565544128418,36.59152603149414,35.91233825683594,31.712305068969727,15.588781356811523,14.33907699584961
226,-61.80291748046875,37.38645553588867,36.59920120239258,32.463382720947266,14.898073196411133,14.195823669433594
227,-60.36470413208008,37.95375442504883,37.38410568237305,33.24094009399414,14.696662902832031,13.926716804504395
228,-60.2289924621582,37.91790771484375,37.3237190246582,33.874603271484375,14.371321678161621,12.899728775024414
229,-57.90185546875,38.77054214477539,38.19031524658203,34.55529022216797,14.037179946899414,13.039976119995117
230,-56.489681243896484,39.23443603515625,38.71169662475586,35.23388671875,13.617219924926758,12.37553596496582
231,-55.16399002075195,39.71025466918945,39.35708236694336,35.71946334838867,13.313926696777344,12.106873512268066
232,-53.2846565246582,40.480384826660156,39.864013671875,36.730472564697266,13.13620662689209,11.636497497558594
233,-51.78861618041992,41.00923538208008,40.45806121826172,37.585201263427734,12.38733959197998,10.97512149810791
234,-50.36759567260742,41.54721450805664,41.03863525390625,38.07440185546875,11.916559219360352,11.103288650512695
235,-48.617549896240234,41.80107879638672,41.47685623168945,38.994598388671875,11.534579277038574,10.828513145446777
236,-46.99696350097656,42.40939712524414,42.181880950927734,39.42673873901367,11.25549602508545,10.414194107055664
237,-45.12324905395508,42.969974517822266,42.74396896362305,40.50216293334961,10.836150169372559,9.740605354309082
238,-43.62937927246094,43.66815185546875,43.23533248901367,40.904945373535156,10.601005554199219,10.150920867919922
239,-41.37515640258789,43.94993591308594,43.53117370605469,41.72532653808594,9.892884254455566,8.964035987854004
240,-40.91456985473633,44.2271614074707,43.987491607666016,41.9439697265625,9.989694595336914,9.370610237121582
241,-39.14848327636719,44.816585540771484,44.558658599853516,42.68024444580078,9.322239875793457,8.155107498168945
242,-38.366004943847656,44.90163803100586,44.70661163330078,42.696998596191406,8.903462409973145,8.302606582641602
243,-36.77345275878906,45.25062561035156,44.93883514404297,43.275856018066406,9.057385444641113,7.851110935211182
244,-36.12685012817383,45.50779724121094,45.13191223144531,43.438331604003906,8.941204071044922,8.16655158996582
245,-35.19890594482422,45.73035430908203,45.37014389038086,43.91862487792969,8.700752258300781,7.75537109375
246,-34.48658752441406,45.852664947509766,45.4709358215332,44.05535888671875,8.48559284210205,7.012665271759033
247,-32.631439208984375,46.046546936035156,45.773651123046875,44.61282730102539,7.949839115142822,6.978085994720459
248,-33.00613021850586,46.082557678222656,45.98305130004883,44.9461784362793,7.775179862976074,6.361454963684082
249,-31.091968536376953,46.41441345214844,46.21599578857422,44.96083450317383,7.916587829589844,6.491319179534912
250,-30.623323440551758,46.665035247802734,46.33516311645508,45.16899108886719,7.54280948638916,7.056206703186035
251,-31.179107666015625,46.41115188598633,46.1419563293457,45.19169616699219,7.636020660400391,6.33688497543335
252,-31.44179916381836,46.6434326171875,46.49015426635742,44.90896987915039,7.815528392791748,6.722296237945557
253,-31.089099884033203,46.421165466308594,46.358131408691406,45.12897491455078,7.322201251983643,6.897653102874756
254,-32.153804779052734,46.33787536621094,46.253787994384766,44.93354415893555,7.85050106048584,7.681752681732178
255,-31.861534118652344,46.36836624145508,46.205196380615234,44.97170639038086,7.9739861488342285,7.9318366050720215
256,-32.9012565612793,46.166534423828125,45.90782928466797,44.747283935546875,7.994251728057861,7.049914360046387
257,-33.26966094970703,46.239261627197266,45.71296691894531,44.243438720703125,8.448771476745605,8.051824569702148
258,-33.15360641479492,46.24171829223633,45.77851867675781,44.32844543457031,8.105998039245605,7.8911638259887695
259,-35.36074447631836,45.53608322143555,45.211666107177734,44.230987548828125,8.647242546081543,7.269784927368164
260,-35.83988571166992,45.3573112487793,45.119266510009766,43.923954010009766,8.779391288757324,7.301060199737549
261,-36.704132080078125,45.321533203125,45.017032623291016,43.434539794921875,8.951898574829102,8.31836223602295
262,-37.37117385864258,45.1378288269043,44.78122329711914,42.86071014404297,9.280683517456055,8.901228904724121
263,-39.29155349731445,44.53704071044922,44.19432067871094,42.415897369384766,9.7418851852417,8.187410354614258
264,-40.77126693725586,44.29826354980469,43.877708435058594,42.02315139770508,9.735393524169922,8.40868854522705
265,-41.67790985107422,43.87572479248047,43.569522857666016,41.65547561645508,10.272422790527344,8.855074882507324
266,-43.98434829711914,43.59025573730469,43.15967559814453,40.617759704589844,10.586799621582031,10.114608764648438
267,-45.344661712646484,42.84319305419922,42.68491744995117,40.28681182861328,11.21215534210205,10.52380657196045
268,-46.85447692871094,42.26124954223633,42.15303039550781,39.70717239379883,11.380422592163086,10.30781078338623
269,-48.6469612121582,41.780235290527344,41.634605407714844,38.730831146240234,11.549354553222656,11.43044376373291
270,-49.73199462890625,41.44740676879883,40.934478759765625,38.02234649658203,12.051719665527344,11.264045715332031
271,-51.59914779663086,40.97074508666992,40.369903564453125,37.532676696777344,12.420491218566895,11.331672668457031
272,-53.41816329956055,40.509918212890625,40.08547592163086,36.81385803222656,13.024097442626953,11.695706367492676
