time,N9
6715,-48.90
6716,-46.48
6717,-45.15
6718,-43.15
6719,-41.93
6720,-39.95
6721,-38.36
6722,-37.32
6723,-35.70
6724,-33.87
6725,-32.91
6726,-32.89
6727,-32.12
6728,-31.36
6729,-30.62
6730,-30.39
6731,-30.39
6732,-31.31
6733,-30.58
6734,-29.59
6735,-30.98
6736,-31.36
6737,-32.08
6738,-32.95
6739,-33.03
6740,-34.84
6741,-35.15
6742,-36.68
6743,-37.42
6744,-40.31
6745,-41.52
6746,-42.72
6747,-44.30
6748,-46.61
6749,-48.76
6750,-49.33
6751,-51.12
6752,-52.93
6753,-54.27
6754,-57.65
6755,-58.29
6756,-60.41
6757,-61.46
6758,-62.85
6759,-64.23
6760,-65.26
6761,-66.29
6762,-67.67
6763,-67.49
6764,-68.80
6765,-69.40
6766,-69.07
6767,-69.30
6768,-70.10
6769,-69.17
6770,-70.23
6771,-69.20
6772,-69.49
6773,-67.26
6774,-68.13
6775,-66.47
6776,-65.10
6777,-64.61
6778,-62.05
6779,-61.70
6780,-60.33
6781,-58.94
6782,-56.50
6783,-55.73
6784,-53.81
6785,-51.66
6786,-49.69
6787,-48.53
6788,-46.29
6789,-44.81
6790,-43.42
6791,-42.17
6792,-40.09
6793,-39.46
6794,-38.00
6795,-35.69
6796,-35.00
6797,-34.09
6798,-32.63
6799,-31.52
6800,-31.62
6801,-31.53
6802,-30.84
6803,-29.85
6804,-29.35
6805,-29.87
6806,-30.39
6807,-31.14
6808,-31.33
6809,-32.40
6810,-32.25
6811,-33.54
6812,-34.39
6813,-36.14
6814,-37.14
6815,-39.44
6816,-40.08
6817,-41.84
6818,-42.47
6819,-44.46
6820,-46.25
6821,-48.05
6822,-50.03
6823,-52.08
6824,-55.09
6825,-55.69
6826,-57.44
6827,-58.70
6828,-59.25
6829,-62.14
6830,-62.89
6831,-64.23
6832,-65.41
6833,-65.89
6834,-68.10
6835,-68.23
6836,-68.92
6837,-69.07
6838,-70.04
6839,-70.44
6840,-69.34
6841,-69.56
6842,-70.39
6843,-70.37
6844,-68.49
6845,-67.51
6846,-67.14
6847,-66.83
6848,-65.52
6849,-63.37
6850,-63.54
6851,-60.40
6852,-60.31
6853,-58.86
6854,-56.13
6855,-54.91
6856,-52.99
6857,-51.39
6858,-49.10
6859,-48.34
6860,-47.33
6861,-44.00
6862,-43.26
6863,-41.27
6864,-39.65
6865,-38.75
6866,-36.92
6867,-35.72
6868,-34.70
6869,-33.14
6870,-33.78
6871,-31.62
6872,-31.63
6873,-30.48
6874,-29.87
6875,-31.18
6876,-29.81
6877,-30.87
6878,-30.44
6879,-30.35
6880,-31.39
6881,-31.60
6882,-32.98
6883,-34.27
6884,-35.20
6885,-36.19
6886,-36.19
6887,-38.34
6888,-39.79
6889,-42.39
6890,-43.00
6891,-44.68
6892,-45.50
6893,-48.24
6894,-50.17
6895,-51.28
6896,-52.54
6897,-54.67
6898,-55.86
6899,-58.51
6900,-60.04
6901,-61.07
6902,-63.21
6903,-63.31
6904,-65.69
6905,-66.41
6906,-67.00
6907,-68.22
6908,-68.34
6909,-69.83
6910,-69.15
6911,-69.49
6912,-70.54
6913,-69.70
6914,-69.36
6915,-69.64
6916,-68.14
6917,-68.69
6918,-68.11
6919,-66.96
6920,-64.75
6921,-64.74
6922,-63.18
6923,-61.04
6924,-59.27
6925,-57.56
6926,-56.57
6927,-55.20
6928,-53.83
6929,-51.57
6930,-50.50
6931,-48.44
6932,-47.20
6933,-43.81
6934,-43.27
6935,-41.32
6936,-40.69
6937,-38.84
6938,-36.68
6939,-35.88
6940,-34.08
6941,-33.65
6942,-31.94
6943,-31.53
6944,-30.98
6945,-30.57
6946,-31.07
6947,-30.49
6948,-30.79
6949,-29.68
6950,-30.34
6951,-31.20
6952,-31.64
6953,-31.78
6954,-33.23
6955,-33.82
6956,-34.86
6957,-35.89
6958,-36.93
6959,-38.73
6960,-40.02
6961,-41.76
6962,-43.39
6963,-45.07
6964,-46.46
6965,-48.43
6966,-50.35
6967,-52.30
6968,-53.86
6969,-54.82
6970,-56.98
6971,-57.83
6972,-59.37
6973,-61.84
6974,-62.92
6975,-64.07
6976,-65.69
6977,-66.94
6978,-67.44
6979,-68.56
6980,-68.15
6981,-68.77
6982,-68.98
6983,-69.57
6984,-69.81
6985,-69.70
6986,-70.22
6987,-69.10
6988,-68.01
6989,-68.40
6990,-67.16
6991,-66.45
6992,-64.88
6993,-64.30
6994,-63.06
6995,-61.21
6996,-59.31
6997,-58.63
6998,-56.93
6999,-55.70
7000,-54.42
7001,-52.29
7002,-50.48
7003,-47.92
7004,-45.99
7005,-44.83
7006,-43.03
7007,-41.42
7008,-40.34
7009,-38.31
7010,-37.86
7011,-36.25
7012,-34.22
7013,-33.72
7014,-32.70
7015,-31.33
7016,-31.76
7017,-30.89
7018,-31.05
7019,-29.86
7020,-29.87
7021,-30.89
7022,-30.19
7023,-30.29
7024,-31.67
7025,-32.04
7026,-33.10
7027,-33.78
7028,-34.48
7029,-35.34
7030,-36.97
7031,-39.21
7032,-40.38
7033,-41.55
7034,-43.24
7035,-44.21
7036,-46.21
7037,-47.71
7038,-50.16
7039,-51.25
7040,-53.65
7041,-54.74
7042,-56.40
7043,-59.24
7044,-59.35
7045,-61.54
7046,-62.61
7047,-64.59
7048,-65.50
7049,-66.07
7050,-67.54
7051,-67.85
7052,-68.94
7053,-68.48
7054,-69.63
7055,-70.76
7056,-69.73
7057,-69.65
7058,-69.58
7059,-68.84
7060,-69.21
7061,-67.72
7062,-67.87
7063,-66.40
7064,-66.01
7065,-64.16
7066,-62.77
7067,-61.51
7068,-60.01
7069,-57.16
7070,-56.29
7071,-56.00
7072,-53.36
7073,-52.14
7074,-50.65
7075,-48.37
7076,-47.30
7077,-45.66
7078,-43.14
7079,-41.67
7080,-40.16
7081,-37.76
7082,-37.57
7083,-35.95
7084,-35.22
7085,-33.94
7086,-33.15
7087,-31.62
7088,-32.08
7089,-31.02
7090,-30.40
7091,-29.39
7092,-29.66
7093,-30.10
7094,-30.08
7095,-30.71
7096,-31.07
7097,-30.96
7098,-33.18
7099,-33.74
7100,-34.65
7101,-35.63
7102,-37.38
7103,-38.86
7104,-39.46
7105,-42.35
7106,-43.64
7107,-45.69
7108,-45.85
7109,-48.17
7110,-49.70
7111,-52.22
7112,-53.00
7113,-55.51
7114,-56.72
7115,-58.34
7116,-59.55
7117,-61.26
7118,-62.36
7119,-63.47
7120,-65.71
7121,-66.90
7122,-67.37
7123,-68.16
7124,-68.81
7125,-69.07
7126,-70.69
7127,-69.65
7128,-69.90
7129,-70.14
7130,-70.02
7131,-69.96
7132,-69.34
7133,-67.76
7134,-66.84
7135,-66.89
7136,-65.73
7137,-64.40
7138,-62.91
7139,-61.03
7140,-60.49
7141,-58.25
7142,-56.26
7143,-55.70
7144,-52.22
7145,-51.73
7146,-50.58
7147,-47.88
7148,-46.21
7149,-43.89
7150,-42.69
7151,-41.15
7152,-40.27
7153,-38.28
7154,-36.89
7155,-35.55
7156,-34.67
7157,-32.41
7158,-32.89
7159,-31.48
7160,-31.02
7161,-30.58
7162,-29.70
7163,-30.67
7164,-30.24
7165,-29.89
7166,-30.10
7167,-30.55
7168,-31.93
7169,-32.14
7170,-32.56
7171,-33.30
7172,-33.95
7173,-35.84
7174,-37.77
7175,-38.27
7176,-40.35
7177,-41.25
7178,-42.69
7179,-45.62
7180,-46.97
7181,-47.90
7182,-49.56
7183,-51.80
7184,-54.00
7185,-55.22
7186,-57.03
7187,-58.73
7188,-59.09
7189,-61.61
7190,-62.28
7191,-64.81
7192,-65.42
7193,-66.53
7194,-67.04
7195,-67.60
7196,-68.84
7197,-68.62
7198,-69.76
7199,-69.84
7200,-70.42
7201,-69.76
7202,-70.14
7203,-69.55
7204,-68.47
7205,-67.61
7206,-66.16
7207,-65.53
7208,-64.64
7209,-64.11
7210,-62.57
7211,-61.86
7212,-59.32
7213,-58.48
7214,-55.91
7215,-54.88
7216,-53.62
7217,-51.64
7218,-49.38
7219,-48.06
7220,-46.83
7221,-44.11
7222,-42.78
7223,-40.47
7224,-40.25
7225,-38.47
7226,-37.43
7227,-35.15
7228,-34.16
7229,-33.71
7230,-32.51
7231,-33.02
7232,-30.68
7233,-30.15
7234,-30.06
7235,-30.30
7236,-30.71
7237,-29.87
7238,-30.84
7239,-30.92
7240,-31.86
7241,-31.18
7242,-32.83
7243,-33.54
7244,-34.99
7245,-35.59
7246,-37.23
7247,-38.55
7248,-39.64
7249,-41.85
7250,-42.98
7251,-44.58
7252,-46.17
7253,-48.00
7254,-49.82
7255,-52.09
7256,-53.25
7257,-54.48
7258,-57.93
7259,-59.49
7260,-59.54
7261,-62.16
7262,-63.45
7263,-63.70
7264,-64.73
7265,-66.53
7266,-68.14
7267,-68.77
7268,-68.65
7269,-70.22
7270,-69.43
7271,-69.93
7272,-69.87
7273,-69.11
7274,-71.03
7275,-69.71
7276,-69.22
7277,-67.86
7278,-67.92
7279,-66.41
7280,-64.83
7281,-63.91
7282,-62.35
7283,-62.11
7284,-59.60
7285,-58.97
7286,-56.86
7287,-55.14
7288,-54.64
7289,-52.46
7290,-50.64
7291,-48.98
7292,-46.24
7293,-45.92
7294,-43.01
7295,-41.21
7296,-40.20
7297,-39.42
7298,-36.26
7299,-35.85
7300,-35.30
7301,-33.95
7302,-32.61
7303,-31.33
7304,-30.65
7305,-30.82
7306,-30.07
7307,-30.87
7308,-30.16
7309,-30.12
7310,-30.40
7311,-30.89
7312,-30.95
7313,-31.66
7314,-33.10
7315,-33.57
7316,-33.35
7317,-35.95
7318,-37.85
7319,-38.78
7320,-39.44
7321,-41.74
7322,-43.60
7323,-44.66
7324,-45.54
7325,-48.07
7326,-49.60
7327,-52.68
7328,-53.85
7329,-54.87
7330,-57.51
7331,-58.23
7332,-60.01
7333,-60.53
7334,-63.47
7335,-63.74
7336,-65.72
7337,-66.52
7338,-67.25
7339,-67.75
7340,-68.31
7341,-68.98
7342,-69.80
7343,-70.00
7344,-70.35
7345,-70.29
7346,-70.29
7347,-69.53
7348,-68.66
7349,-68.10
7350,-67.22
7351,-66.62
7352,-65.89
7353,-63.87
7354,-62.84
7355,-61.36
7356,-59.92
7357,-57.29
7358,-56.19
7359,-55.07
7360,-52.88
7361,-51.30
7362,-50.46
7363,-49.25
7364,-45.54
7365,-44.42
7366,-43.46
7367,-41.96
7368,-40.71
7369,-38.73
7370,-36.49
7371,-36.24
7372,-34.17
7373,-33.71
7374,-32.27
7375,-32.01
7376,-30.53
7377,-30.69
7378,-30.81
7379,-29.97
7380,-30.19
7381,-30.24
7382,-29.88
7383,-31.07
7384,-30.28
7385,-32.69
7386,-32.46
7387,-33.48
7388,-34.64
7389,-35.53
7390,-37.73
7391,-38.07
7392,-39.32
7393,-41.52
7394,-42.66
7395,-44.97
7396,-45.67
7397,-47.70
7398,-50.98
7399,-51.66
7400,-53.38
7401,-55.99
7402,-56.35
7403,-59.03
7404,-59.58
7405,-61.30
7406,-63.44
7407,-64.51
7408,-64.99
7409,-66.58
7410,-66.99
7411,-67.63
7412,-69.42
7413,-69.48
7414,-68.95
7415,-69.16
7416,-70.45
7417,-70.88
7418,-69.51
7419,-69.09
7420,-69.91
7421,-68.93
7422,-67.15
7423,-66.25
7424,-64.92
7425,-65.08
7426,-62.63
7427,-61.20
7428,-58.89
7429,-58.55
7430,-57.49
7431,-54.28
7432,-53.94
7433,-51.73
7434,-49.42
7435,-47.96
7436,-46.33
7437,-44.69
7438,-43.23
7439,-41.83
7440,-39.88
7441,-38.98
7442,-36.72
7443,-36.91
7444,-34.36
7445,-33.59
7446,-32.60
7447,-31.13
7448,-30.90
7449,-30.85
7450,-29.89
7451,-29.70
7452,-29.89
7453,-30.83
7454,-30.86
7455,-31.05
7456,-31.46
7457,-31.85
7458,-32.49
7459,-33.86
7460,-34.44
7461,-36.41
7462,-36.46
7463,-37.49
7464,-39.89
7465,-40.27
7466,-43.23
7467,-44.59
7468,-47.16
7469,-48.47
7470,-50.05
7471,-51.63
7472,-53.94
7473,-55.44
7474,-56.57
7475,-57.99
7476,-60.36
7477,-61.56
7478,-62.44
7479,-64.61
7480,-64.63
7481,-66.81
7482,-66.93
7483,-68.52
7484,-68.08
7485,-69.33
7486,-68.98
7487,-70.49
7488,-71.27
7489,-69.99
7490,-69.78
7491,-69.51
7492,-69.54
7493,-68.45
7494,-66.80
7495,-66.90
7496,-65.01
7497,-63.66
7498,-62.82
7499,-60.73
7500,-60.09
7501,-58.33
7502,-56.86
7503,-54.84
7504,-53.89
7505,-52.37
7506,-49.62
7507,-48.21
7508,-45.69
7509,-45.33
7510,-42.91
7511,-41.90
7512,-40.29
7513,-38.27
7514,-37.53
7515,-35.47
7516,-34.48
7517,-34.19
7518,-32.19
7519,-32.31
7520,-30.87
7521,-30.89
7522,-29.90
7523,-30.15
7524,-29.85
7525,-29.47
7526,-29.94
7527,-30.93
7528,-31.07
7529,-32.74
7530,-32.79
7531,-33.80
7532,-33.84
7533,-35.70
7534,-37.64
7535,-38.16
7536,-40.24
7537,-42.10
7538,-42.92
7539,-45.12
7540,-46.60
7541,-48.50
7542,-49.90
7543,-52.17
7544,-53.62
7545,-55.30
7546,-57.74
7547,-57.70
7548,-59.94
7549,-61.91
7550,-63.58
7551,-64.13
7552,-65.24
7553,-66.80
7554,-67.68
7555,-68.01
7556,-69.38
7557,-69.60
7558,-69.49
7559,-69.08
7560,-69.90
7561,-69.19
7562,-69.19
7563,-69.37
7564,-68.65
7565,-68.24
7566,-67.28
7567,-66.66
7568,-65.26
7569,-64.18
7570,-62.50
7571,-61.05
7572,-59.62
7573,-58.23
7574,-56.90
7575,-54.86
7576,-52.85
7577,-51.80
7578,-49.66
7579,-48.58
7580,-46.72
7581,-44.94
7582,-43.10
7583,-41.28
7584,-39.55
7585,-39.20
7586,-37.52
7587,-36.49
7588,-34.61
7589,-34.59
7590,-32.62
7591,-32.13
7592,-31.52
7593,-30.92
7594,-29.93
7595,-28.91
7596,-29.18
7597,-30.27
7598,-29.72
7599,-30.79
7600,-29.71
7601,-31.45
7602,-32.96
7603,-33.91
7604,-34.45
7605,-35.98
7606,-37.35
7607,-38.65
7608,-39.47
7609,-41.60
7610,-42.82
7611,-44.66
7612,-46.59
7613,-48.35
7614,-50.64
7615,-51.90
7616,-53.02
7617,-54.67
7618,-57.47
7619,-58.26
7620,-60.90
7621,-61.44
7622,-62.94
7623,-64.68
7624,-65.41
7625,-66.14
7626,-66.83
7627,-67.69
7628,-68.91
7629,-70.40
7630,-70.57
7631,-70.54
7632,-69.94
7633,-70.10
7634,-69.35
7635,-69.25
7636,-68.85
7637,-67.40
7638,-67.16
7639,-66.13
7640,-64.75
7641,-63.74
7642,-63.27
7643,-61.25
7644,-60.06
7645,-58.84
7646,-57.19
7647,-55.93
7648,-52.89
7649,-51.11
7650,-50.12
7651,-48.68
7652,-47.01
7653,-45.10
7654,-42.88
7655,-41.05
7656,-41.24
7657,-38.36
7658,-36.77
7659,-36.58
7660,-35.35
7661,-33.89
7662,-32.50
7663,-31.69
7664,-30.95
7665,-30.01
7666,-30.08
7667,-30.09
7668,-29.95
7669,-29.81
7670,-30.78
7671,-30.73
7672,-30.97
7673,-32.58
7674,-32.09
7675,-33.26
7676,-35.36
7677,-35.85
7678,-36.69
7679,-38.57
7680,-40.16
7681,-41.85
7682,-43.03
7683,-44.79
7684,-46.72
7685,-47.65
7686,-49.86
7687,-50.89
7688,-52.74
7689,-55.65
7690,-56.84
7691,-57.76
7692,-60.34
7693,-62.25
7694,-62.62
7695,-63.33
7696,-65.24
7697,-66.43
7698,-66.96
7699,-68.65
7700,-68.76
7701,-69.82
7702,-69.31
7703,-69.46
7704,-70.47
7705,-69.80
7706,-69.35
7707,-69.27
7708,-68.71
7709,-68.02
7710,-68.06
7711,-65.89
7712,-65.59
7713,-64.44
7714,-63.21
7715,-61.91
7716,-60.02
7717,-58.76
7718,-56.83
7719,-56.15
7720,-53.13
7721,-51.41
7722,-50.11
7723,-48.09
7724,-46.67
7725,-45.41
7726,-43.37
7727,-40.80
7728,-39.47
7729,-38.34
7730,-36.40
7731,-35.32
7732,-33.79
7733,-33.69
7734,-32.92
7735,-32.58
7736,-31.76
7737,-29.78
7738,-30.94
7739,-29.27
7740,-29.27
7741,-29.19
7742,-31.23
7743,-31.84
7744,-30.46
7745,-31.72
7746,-32.77
7747,-33.97
7748,-34.65
7749,-36.40
7750,-37.76
7751,-38.51
7752,-39.41
7753,-41.46
7754,-43.63
7755,-45.11
7756,-46.58
7757,-47.96
7758,-50.14
7759,-52.24
7760,-53.85
7761,-54.82
7762,-56.95
7763,-57.79
7764,-60.37
7765,-60.93
7766,-63.72
7767,-63.70
7768,-65.82
7769,-66.26
7770,-67.69
7771,-67.99
7772,-68.54
7773,-68.45
7774,-69.30
7775,-70.42
7776,-70.10
7777,-69.38
7778,-69.77
7779,-69.51
7780,-68.84
7781,-67.70
7782,-68.05
7783,-66.56
7784,-65.87
7785,-63.87
7786,-62.43
7787,-62.14
7788,-59.09
7789,-57.59
7790,-56.41
7791,-56.10
7792,-52.64
7793,-52.27
7794,-50.21
7795,-48.41
7796,-45.77
7797,-45.47
7798,-43.14
7799,-41.13
7800,-40.31
7801,-39.24
7802,-36.99
7803,-35.32
7804,-34.02
7805,-34.08
7806,-32.97
7807,-31.89
7808,-31.03
7809,-30.80
7810,-30.60
7811,-30.04
7812,-29.73
7813,-30.00
7814,-29.65
7815,-30.73
7816,-30.75
7817,-31.97
7818,-32.60
7819,-33.61
7820,-34.43
7821,-36.23
7822,-36.64
7823,-38.56
7824,-40.32
7825,-42.02
7826,-43.72
7827,-44.71
7828,-45.77
7829,-48.40
7830,-49.59
7831,-52.05
7832,-52.97
7833,-55.79
7834,-56.40
7835,-58.95
7836,-60.06
7837,-61.07
7838,-62.82
7839,-63.36
7840,-65.74
7841,-66.23
7842,-67.09
7843,-68.30
7844,-68.83
7845,-69.39
7846,-71.15
7847,-70.03
7848,-68.92
7849,-70.44
7850,-69.71
7851,-69.06
7852,-68.32
7853,-68.03
7854,-66.24
7855,-66.20
7856,-65.67
7857,-64.12
7858,-62.51
7859,-61.53
7860,-59.86
7861,-58.40
7862,-56.54
7863,-55.38
7864,-53.03
7865,-51.81
7866,-50.53
7867,-48.73
7868,-46.92
7869,-44.87
7870,-43.79
7871,-42.14
7872,-39.38
7873,-38.65
7874,-36.62
7875,-35.17
7876,-34.65
7877,-33.65
7878,-32.74
7879,-31.72
7880,-31.36
7881,-31.18
7882,-30.16
7883,-31.01
7884,-29.92
7885,-29.83
7886,-31.64
7887,-30.97
7888,-31.45
7889,-32.41
7890,-32.17
7891,-33.79
7892,-35.28
7893,-36.92
7894,-37.44
7895,-38.81
7896,-40.48
7897,-41.62
7898,-42.40
7899,-45.20
7900,-47.38
7901,-47.55
7902,-49.79
7903,-51.40
7904,-53.18
7905,-55.14
7906,-57.28
7907,-58.34
7908,-60.02
7909,-60.77
7910,-62.52
7911,-64.41
7912,-65.59
7913,-65.42
7914,-67.76
7915,-68.67
7916,-69.23
7917,-69.73
7918,-68.94
7919,-69.87
7920,-70.51
7921,-69.58
7922,-70.27
7923,-70.02
7924,-67.76
7925,-68.11
7926,-67.72
7927,-66.43
7928,-64.10
7929,-63.79
7930,-63.05
7931,-61.68
7932,-59.93
7933,-58.31
7934,-56.29
7935,-55.08
7936,-52.88
7937,-52.10
7938,-49.64
7939,-48.14
7940,-47.21
7941,-44.70
7942,-42.91
7943,-41.92
7944,-39.75
7945,-38.67
7946,-36.91
7947,-36.46
7948,-34.26
7949,-33.49
7950,-32.83
7951,-32.16
7952,-31.35
7953,-31.01
7954,-29.70
7955,-30.75
7956,-29.94
7957,-29.29
7958,-29.79
7959,-30.68
7960,-30.65
7961,-32.14
7962,-32.58
7963,-33.59
7964,-34.81
7965,-36.08
7966,-37.75
7967,-39.37
7968,-39.98
7969,-40.86
7970,-43.25
7971,-44.15
7972,-47.00
7973,-48.01
7974,-49.85
7975,-50.91
7976,-55.08
7977,-54.47
7978,-56.18
7979,-58.53
7980,-60.33
7981,-62.12
7982,-62.41
7983,-63.95
7984,-65.97
7985,-66.94
7986,-67.79
7987,-67.71
7988,-69.34
7989,-69.57
7990,-69.27
7991,-70.05
7992,-69.98
7993,-70.38
7994,-69.54
7995,-69.99
7996,-69.74
7997,-68.03
7998,-68.07
7999,-66.33
8000,-65.24
8001,-64.46
8002,-62.15
8003,-60.67
8004,-59.39
8005,-58.90
8006,-57.27
8007,-54.81
8008,-53.30
8009,-52.25
8010,-50.16
8011,-48.75
8012,-46.24
8013,-44.55
8014,-42.61
8015,-42.06
8016,-40.03
8017,-38.38
8018,-36.94
8019,-35.27
8020,-33.94
8021,-33.21
8022,-32.34
8023,-31.31
8024,-31.59
8025,-29.88
8026,-30.34
8027,-31.38
8028,-30.38
8029,-30.96
8030,-31.20
8031,-30.43
8032,-30.94
8033,-31.76
8034,-32.41
8035,-33.11
8036,-34.60
8037,-35.30
8038,-37.66
8039,-37.81
8040,-39.92
8041,-41.32
8042,-42.88
8043,-44.67
8044,-47.24
8045,-47.87
8046,-49.34
8047,-52.14
8048,-53.25
8049,-55.37
8050,-56.19
8051,-58.64
8052,-60.60
8053,-61.22
8054,-62.59
8055,-63.57
8056,-64.98
8057,-66.38
8058,-67.29
8059,-68.99
8060,-68.73
8061,-69.49
8062,-69.23
8063,-70.15
8064,-70.91
8065,-70.44
8066,-70.11
8067,-69.05
8068,-68.36
8069,-68.37
8070,-67.41
8071,-66.51
8072,-66.20
8073,-64.74
8074,-63.39
8075,-61.60
8076,-59.83
8077,-58.26
8078,-57.57
8079,-55.65
8080,-53.87
8081,-51.34
8082,-50.66
8083,-48.14
8084,-46.59
8085,-44.53
8086,-43.47
8087,-40.66
8088,-40.81
8089,-38.88
8090,-36.80
8091,-35.72
8092,-33.80
8093,-33.89
8094,-32.35
8095,-31.76
8096,-32.17
8097,-30.88
8098,-30.15
8099,-30.48
8100,-29.84
8101,-30.44
8102,-30.46
8103,-30.82
8104,-31.42
8105,-31.86
8106,-32.76
8107,-33.95
8108,-33.74
8109,-35.67
8110,-37.26
8111,-38.25
8112,-39.88
8113,-42.11
8114,-43.87
8115,-45.34
8116,-47.67
8117,-48.73
8118,-49.88
8119,-50.71
8120,-52.80
8121,-54.94
8122,-56.42
8123,-58.75
8124,-59.92
8125,-60.65
8126,-63.16
8127,-63.87
8128,-64.71
8129,-65.82
8130,-67.84
8131,-67.13
8132,-69.02
8133,-69.10
8134,-68.92
8135,-70.27
8136,-69.91
8137,-69.86
8138,-69.58
8139,-69.30
8140,-70.72
8141,-67.75
8142,-66.81
8143,-66.54
8144,-66.06
8145,-64.22
8146,-61.87
8147,-62.06
8148,-59.84
8149,-59.00
8150,-56.78
8151,-55.19
8152,-54.19
8153,-51.98
8154,-50.25
8155,-48.41
8156,-45.86
8157,-45.22
8158,-42.08
8159,-41.80
8160,-40.18
8161,-38.27
8162,-36.59
8163,-34.39
8164,-35.42
8165,-33.63
8166,-32.46
8167,-32.10
8168,-30.19
8169,-32.11
8170,-30.23
8171,-30.14
8172,-29.90
8173,-29.32
8174,-31.16
8175,-30.95
8176,-31.67
8177,-31.53
8178,-32.24
8179,-32.70
8180,-35.34
8181,-35.28
8182,-37.14
8183,-38.76
8184,-39.47
8185,-41.31
8186,-43.33
8187,-44.77
8188,-46.40
8189,-48.67
8190,-50.04
8191,-51.71
8192,-51.82
8193,-55.77
8194,-56.95
8195,-58.45
8196,-60.37
8197,-62.02
8198,-62.69
8199,-64.43
8200,-65.75
8201,-66.37
8202,-67.54
8203,-68.20
8204,-67.79
8205,-68.98
8206,-69.42
8207,-69.00
8208,-70.56
8209,-69.72
8210,-69.54
8211,-68.34
8212,-69.90
8213,-68.24
8214,-67.87
8215,-65.53
8216,-64.92
8217,-63.50
8218,-62.69
8219,-61.15
8220,-60.53
8221,-58.69
8222,-56.50
8223,-55.03
8224,-53.85
8225,-52.25
8226,-50.52
8227,-47.65
8228,-46.15
8229,-45.21
8230,-43.05
8231,-42.09
8232,-39.74
8233,-38.64
8234,-37.90
8235,-35.88
8236,-34.89
8237,-34.01
8238,-33.77
8239,-31.93
8240,-31.24
8241,-30.67
8242,-30.18
8243,-30.96
8244,-30.16
8245,-30.69
8246,-30.91
8247,-31.92
8248,-30.80
8249,-31.37
8250,-33.42
8251,-33.96
8252,-35.49
8253,-35.74
8254,-36.41
8255,-38.45
8256,-40.28
8257,-42.03
8258,-42.33
8259,-44.55
8260,-47.02
8261,-47.80
8262,-49.94
8263,-51.22
8264,-53.39
8265,-55.96
8266,-56.37
8267,-58.85
8268,-60.55
8269,-61.41
8270,-62.80
8271,-63.86
8272,-66.19
8273,-66.12
8274,-66.98
8275,-68.31
8276,-68.64
8277,-69.74
8278,-70.34
8279,-70.93
8280,-68.96
8281,-70.12
8282,-69.59
8283,-69.25
8284,-68.50
8285,-67.95
8286,-67.69
8287,-66.57
8288,-65.37
8289,-64.15
8290,-62.93
8291,-60.96
8292,-60.48
8293,-58.95
8294,-57.82
8295,-55.26
8296,-53.45
8297,-51.25
8298,-50.56
8299,-48.96
8300,-46.54
8301,-44.61
8302,-43.46
8303,-41.61
8304,-39.08
8305,-39.08
8306,-37.83
8307,-35.77
8308,-35.32
8309,-33.65
8310,-32.36
8311,-31.34
8312,-30.91
8313,-31.14
8314,-30.59
8315,-30.53
8316,-29.72
8317,-30.65
8318,-30.78
8319,-29.80
8320,-31.90
8321,-31.47
8322,-32.90
8323,-34.30
8324,-35.27
8325,-35.62
8326,-37.66
8327,-38.91
8328,-41.40
8329,-41.35
8330,-42.99
8331,-45.27
8332,-46.62
8333,-48.20
8334,-50.65
8335,-52.34
8336,-53.13
8337,-55.09
8338,-56.79
8339,-59.02
8340,-59.57
8341,-61.42
8342,-63.07
8343,-63.74
8344,-65.13
8345,-66.66
8346,-66.25
8347,-68.54
8348,-69.16
8349,-68.95
8350,-70.27
8351,-70.17
8352,-69.21
8353,-70.17
8354,-70.31
8355,-69.63
8356,-68.62
8357,-67.46
8358,-66.87
8359,-66.25
8360,-66.01
8361,-64.29
8362,-62.70
8363,-60.09
8364,-60.29
8365,-58.36
8366,-56.33
8367,-54.99
8368,-52.57
8369,-52.08
8370,-49.46
8371,-47.92
8372,-45.63
8373,-44.00
8374,-42.41
8375,-41.47
8376,-39.79
8377,-38.18
8378,-37.46
8379,-35.66
8380,-35.30
8381,-33.62
8382,-32.34
8383,-30.92
8384,-32.30
8385,-29.63
8386,-30.05
8387,-30.95
8388,-30.17
8389,-29.29
8390,-29.88
8391,-31.21
8392,-31.06
8393,-31.42
8394,-32.78
8395,-33.34
8396,-34.79
8397,-35.53
8398,-36.47
8399,-38.73
8400,-39.42
8401,-41.36
8402,-42.88
8403,-44.02
8404,-46.30
8405,-48.47
8406,-49.77
8407,-52.67
8408,-53.61
8409,-55.26
8410,-57.29
8411,-58.08
8412,-59.50
8413,-61.15
8414,-62.60
8415,-63.68
8416,-65.16
8417,-67.09
8418,-67.45
8419,-68.50
8420,-68.44
8421,-69.23
8422,-69.79
8423,-70.80
8424,-69.39
8425,-68.94
8426,-70.31
8427,-70.08
8428,-68.34
8429,-67.88
8430,-67.98
8431,-66.17
8432,-64.93
8433,-64.50
8434,-62.58
8435,-60.63
8436,-60.05
8437,-58.51
8438,-57.13
8439,-55.29
8440,-52.83
8441,-51.82
8442,-50.33
8443,-48.64
8444,-46.53
8445,-44.48
8446,-42.99
8447,-42.25
8448,-39.97
8449,-38.55
8450,-35.90
8451,-36.16
8452,-34.91
8453,-34.02
8454,-33.29
8455,-32.27
8456,-31.99
8457,-30.21
8458,-30.16
8459,-29.81
8460,-30.61
8461,-30.21
8462,-30.79
8463,-31.23
