time,N1,N2,N3,N4,N5,N6,N7,N8,
232,2.27,3.00,13.44,1.15,5.73,6.31,8.52,9.74
233,3.06,4.18,10.95,1.27,4.32,8.27,4.68,7.82
234,2.65,3.98,11.17,0.90,7.26,5.04,7.66,7.45
235,2.62,4.39,11.43,0.84,9.58,8.42,5.76,8.07
236,2.98,3.12,8.51,1.03,5.52,5.33,6.47,12.65
237,2.63,3.63,11.91,1.46,4.35,4.99,5.78,11.50
238,2.91,1.94,10.01,0.73,5.22,6.16,2.15,10.19
239,2.42,1.92,12.72,1.16,7.40,7.48,8.56,7.54
240,2.22,4.22,5.89,1.06,3.81,8.34,6.98,2.92
241,3.00,3.61,11.60,0.89,4.22,4.80,3.24,6.58
242,0.75,3.28,10.25,1.01,6.45,4.87,5.60,5.81
243,3.09,1.57,9.62,0.56,4.72,3.65,7.12,10.55
244,0.89,2.09,5.21,0.66,5.48,3.36,5.18,7.75
245,1.48,2.54,11.13,0.92,4.16,1.32,6.11,7.04
246,1.87,3.76,8.57,0.63,4.66,1.99,7.55,6.81
247,1.91,2.81,6.16,0.66,3.61,4.92,4.93,4.59
248,1.48,3.06,6.11,0.27,6.11,3.97,1.74,1.41
249,1.76,4.11,8.62,0.58,6.24,4.13,10.42,6.23
250,3.16,3.37,7.51,0.55,6.58,4.69,3.08,7.99
251,0.96,2.98,9.27,1.01,4.27,1.65,5.45,6.52
252,2.48,0.77,0.00,0.62,3.09,4.54,6.64,8.07
253,1.92,2.47,10.99,0.72,5.06,3.57,1.02,6.27
254,1.50,3.14,9.54,0.72,7.73,4.11,5.86,7.06
255,2.33,2.56,8.19,1.13,1.29,4.99,6.50,6.66
256,3.16,2.58,7.84,0.58,4.94,5.79,3.74,1.89
257,2.41,3.38,4.48,0.33,6.35,4.38,3.61,9.23
258,0.93,0.87,5.32,0.52,7.30,5.77,5.32,4.58
259,0.85,3.07,6.77,0.83,5.95,3.64,2.17,9.99
260,2.76,2.06,7.62,0.59,5.27,3.62,6.63,6.92
261,3.68,4.14,7.63,0.76,2.77,3.24,4.81,5.33
262,2.30,2.86,6.02,0.91,4.45,3.94,5.74,6.95
263,1.77,3.91,2.94,0.39,5.30,5.47,6.95,9.65
264,2.91,1.23,12.74,0.57,5.08,5.10,4.70,11.89
265,2.15,5.16,9.52,0.77,7.40,3.21,4.23,8.29
266,2.43,4.77,8.04,0.77,2.04,4.08,3.92,11.69
267,3.91,2.31,12.21,0.91,4.98,2.32,9.26,13.44
268,1.22,6.36,10.75,1.19,1.62,6.06,7.75,17.23
269,2.25,3.70,13.88,0.64,7.25,4.10,5.14,14.11
270,2.94,5.41,10.69,0.77,10.32,6.81,5.92,7.44
271,2.88,6.11,11.84,1.11,6.87,6.82,6.80,17.34
272,4.12,4.60,6.85,1.59,8.86,5.51,6.97,14.52
273,4.38,5.45,6.76,1.18,9.78,8.95,5.25,15.84
274,4.63,3.60,13.28,0.83,6.06,7.94,6.65,15.19
275,3.87,5.12,11.41,0.77,5.40,7.57,8.43,14.41
276,2.80,5.37,15.02,1.42,11.00,4.07,6.55,10.04
277,4.95,5.51,15.40,1.40,5.71,6.36,7.81,15.33
278,4.30,4.53,12.15,1.37,8.80,8.09,10.32,11.80
279,4.11,3.97,11.67,1.49,13.61,9.20,8.11,21.21
280,3.68,5.36,11.03,1.35,10.85,7.16,6.98,15.94
281,3.56,6.44,5.28,1.59,11.80,5.76,12.40,11.53
282,3.58,3.82,15.43,0.99,10.20,6.27,11.83,18.27
283,3.20,5.21,13.42,1.74,5.50,8.32,9.13,13.18
284,5.16,5.52,14.80,1.29,7.53,9.01,6.91,15.01
285,5.44,6.51,12.50,1.52,9.50,8.57,7.44,15.18
286,3.28,4.57,13.65,1.69,9.38,7.95,6.13,17.42
287,3.98,6.09,14.56,1.57,7.17,9.60,9.24,18.70
288,4.89,5.77,13.94,1.93,9.48,10.29,10.60,19.50
289,3.83,6.19,14.39,1.77,10.04,8.29,7.41,16.46
290,5.85,4.56,15.05,1.55,12.96,9.00,10.51,12.69
291,2.88,6.01,15.97,1.28,9.42,8.12,9.92,19.20
292,3.71,4.97,10.84,1.39,10.29,6.88,9.31,9.37
293,3.16,3.81,14.83,1.60,7.98,9.60,8.26,14.49
294,4.93,2.69,16.15,1.29,10.82,6.93,10.68,13.48
295,4.37,4.38,15.68,1.43,8.66,7.01,10.86,13.80
296,4.08,4.14,19.70,1.39,7.34,7.53,11.11,14.63
297,3.92,5.17,11.86,1.06,10.91,6.05,9.68,14.28
298,3.81,4.22,13.55,1.60,4.06,7.28,9.15,17.49
299,2.53,4.88,11.77,1.58,6.95,6.22,9.91,13.44
300,3.69,4.32,13.62,1.60,9.17,6.58,11.06,15.36
301,3.39,4.42,9.48,1.00,7.87,5.61,7.68,17.98
302,2.58,3.83,6.84,0.60,8.72,7.64,10.31,16.59
303,4.24,4.85,14.13,1.00,8.22,7.32,8.67,11.47
304,3.43,4.42,12.80,1.71,7.63,6.44,9.87,18.16
305,2.87,3.14,17.59,1.22,8.38,6.67,5.76,13.10
306,2.92,3.65,13.29,0.82,7.34,4.00,7.40,14.46
307,2.01,4.83,9.16,1.32,7.11,5.54,1.35,13.05
308,1.81,1.29,13.95,1.12,5.77,4.71,8.22,6.13
309,2.86,3.99,10.85,1.26,5.25,6.04,7.39,13.61
310,2.55,2.61,6.09,0.64,6.68,5.17,4.87,5.96
311,1.94,4.30,9.76,0.79,5.74,5.67,0.73,11.58
312,0.52,5.54,4.94,1.08,2.90,5.40,4.98,12.38
313,3.06,3.26,8.04,0.95,6.17,2.13,4.94,9.98
314,1.58,2.85,5.49,0.52,6.07,5.58,5.28,9.50
315,1.34,3.79,5.28,0.76,2.50,2.93,4.75,9.29
316,1.28,2.31,6.03,0.48,3.90,1.32,8.29,5.31
317,1.59,2.56,4.37,0.59,7.66,4.56,1.89,4.43
318,1.70,2.26,5.22,0.65,1.07,6.01,1.89,8.17
319,2.31,1.70,0.00,0.80,3.19,5.32,5.72,5.42
320,1.78,3.28,7.98,0.55,6.21,1.25,2.09,9.16
321,2.12,2.40,6.80,0.77,2.48,5.30,3.56,10.88
322,1.40,1.86,4.88,0.71,4.00,4.04,6.54,5.60
323,2.13,2.80,8.92,0.17,2.42,3.19,5.24,2.14
324,2.10,3.11,4.50,0.70,5.37,2.77,5.65,9.89
325,1.14,3.28,0.00,0.52,7.57,5.90,5.96,5.01
326,2.35,1.64,6.95,0.62,6.64,3.62,3.11,8.32
327,0.47,2.26,0.00,0.76,2.23,4.50,3.00,10.36
328,2.31,2.81,6.84,0.87,4.32,3.40,2.83,2.23
329,0.72,1.44,10.46,0.40,4.45,6.29,1.32,6.50
330,0.62,2.58,5.01,0.30,4.48,3.87,1.51,2.18
331,2.59,1.62,7.66,0.53,4.59,7.55,4.24,8.57
332,2.45,2.33,11.50,0.96,2.25,7.03,5.38,1.42
333,2.08,2.64,7.66,0.46,2.53,4.75,2.30,8.54
334,2.64,2.50,7.30,0.19,5.99,7.06,4.15,2.41
335,1.71,4.49,7.82,0.83,3.99,4.20,6.72,10.51
336,3.35,3.68,6.11,0.62,3.86,3.13,6.38,10.89
337,0.87,2.00,11.73,0.74,3.74,5.95,8.49,7.18
338,0.43,1.29,13.16,1.24,6.56,5.84,4.11,9.46
339,3.06,3.89,11.58,0.91,7.94,3.89,6.29,6.33
340,2.63,4.64,13.50,1.07,6.42,5.14,6.35,13.42
341,3.89,3.12,11.70,0.76,8.10,4.90,2.72,10.20
342,4.41,6.25,10.16,1.27,3.43,4.03,7.46,11.99
343,3.05,4.46,10.89,1.33,7.15,4.86,4.37,6.73
344,3.51,4.03,9.47,0.92,7.15,5.67,9.49,9.42
345,4.35,6.42,11.26,0.55,11.93,3.03,6.88,10.65
346,3.38,1.36,12.27,1.48,6.86,8.64,7.25,7.44
347,2.08,6.61,9.44,1.09,9.07,10.10,6.11,16.51
348,5.18,4.90,13.88,1.61,10.71,8.53,6.98,11.04
349,3.46,4.87,5.31,0.93,9.64,8.15,9.33,10.38
350,5.36,4.51,18.80,1.27,12.20,7.50,11.40,19.73
351,3.77,5.44,16.82,1.51,11.87,6.65,9.18,14.01
352,2.06,3.95,11.32,1.25,10.63,6.34,10.46,12.80
