time,N1,N2,N3,N4,N5,N6,N7,N8
0,45.68,35.64,33.76,40.06,33.06,30.29,27.57,27.75
1,45.69,35.67,33.79,40.08,33.10,30.33,27.62,27.80
2,45.72,35.76,33.89,40.14,33.20,30.45,27.75,27.93
3,45.76,35.90,34.05,40.24,33.37,30.65,27.97,28.15
4,45.82,36.10,34.27,40.37,33.60,30.92,28.28,28.46
5,45.89,36.35,34.55,40.54,33.89,31.26,28.67,28.84
6,45.98,36.64,34.89,40.75,34.24,31.67,29.14,29.30
7,46.09,36.99,35.28,40.99,34.65,32.14,29.67,29.83
8,46.20,37.37,35.71,41.25,35.10,32.66,30.27,30.43
9,46.33,37.79,36.19,41.54,35.59,33.24,30.92,31.08
10,46.46,38.24,36.69,41.85,36.12,33.86,31.63,31.77
11,46.61,38.71,37.23,42.18,36.68,34.51,32.37,32.51
12,46.76,39.21,37.79,42.53,37.27,35.19,33.14,33.28
13,46.91,39.72,38.37,42.88,37.87,35.89,33.94,34.07
14,47.06,40.24,38.96,43.24,38.48,36.60,34.75,34.87
15,47.22,40.76,39.55,43.60,39.10,37.32,35.57,35.68
16,47.38,41.28,40.14,43.96,39.71,38.03,36.38,36.49
17,47.53,41.80,40.72,44.32,40.32,38.74,37.18,37.29
18,47.68,42.30,41.29,44.67,40.92,39.43,37.97,38.07
19,47.83,42.79,41.84,45.01,41.49,40.10,38.74,38.83
20,47.97,43.26,42.38,45.33,42.05,40.75,39.47,39.56
21,48.11,43.71,42.89,45.65,42.58,41.37,40.18,40.25
22,48.24,44.14,43.37,45.94,43.08,41.95,40.84,40.91
23,48.36,44.54,43.82,46.22,43.55,42.50,41.46,41.53
24,48.47,44.91,44.24,46.47,43.99,43.01,42.04,42.11
25,48.57,45.25,44.63,46.71,44.39,43.48,42.58,42.64
26,48.66,45.56,44.98,46.93,44.76,43.91,43.06,43.12
27,48.75,45.84,45.29,47.12,45.09,44.29,43.50,43.55
28,48.82,46.09,45.58,47.29,45.39,44.63,43.89,43.94
29,48.89,46.31,45.82,47.44,45.65,44.93,44.23,44.28
30,48.95,46.50,46.04,47.57,45.87,45.19,44.53,44.57
31,48.99,46.66,46.22,47.68,46.05,45.41,44.78,44.82
32,49.03,46.78,46.36,47.77,46.21,45.59,44.98,45.02
33,49.06,46.88,46.47,47.84,46.32,45.72,45.13,45.17
34,49.08,46.95,46.55,47.89,46.41,45.82,45.24,45.28
35,49.10,47.00,46.60,47.92,46.46,45.88,45.31,45.35
36,49.10,47.01,46.62,47.93,46.47,45.90,45.33,45.37
37,49.10,47.00,46.60,47.92,46.46,45.88,45.31,45.35
38,49.08,46.95,46.55,47.89,46.41,45.82,45.24,45.28
39,49.06,46.88,46.47,47.84,46.32,45.72,45.13,45.17
40,49.03,46.78,46.36,47.77,46.21,45.59,44.98,45.02
41,48.99,46.66,46.22,47.68,46.05,45.41,44.78,44.82
42,48.95,46.50,46.04,47.57,45.87,45.19,44.53,44.57
43,48.89,46.31,45.82,47.44,45.65,44.93,44.23,44.28
44,48.82,46.09,45.58,47.29,45.39,44.63,43.89,43.94
45,48.75,45.84,45.29,47.12,45.09,44.29,43.50,43.55
46,48.66,45.56,44.98,46.93,44.76,43.91,43.06,43.12
47,48.57,45.25,44.63,46.71,44.39,43.48,42.58,42.64
48,48.47,44.91,44.24,46.47,43.99,43.01,42.04,42.11
49,48.36,44.54,43.82,46.22,43.55,42.50,41.46,41.53
50,48.24,44.14,43.37,45.94,43.08,41.95,40.84,40.91
51,48.11,43.71,42.89,45.65,42.58,41.37,40.18,40.25
52,47.97,43.26,42.38,45.33,42.05,40.75,39.47,39.56
53,47.83,42.79,41.84,45.01,41.49,40.10,38.74,38.83
54,47.68,42.30,41.29,44.67,40.92,39.43,37.97,38.07
55,47.53,41.80,40.72,44.32,40.32,38.74,37.18,37.29
56,47.38,41.28,40.14,43.96,39.71,38.03,36.38,36.49
57,47.22,40.76,39.55,43.60,39.10,37.32,35.57,35.68
58,47.06,40.24,38.96,43.24,38.48,36.60,34.75,34.87
59,46.91,39.72,38.37,42.88,37.87,35.89,33.94,34.07
60,46.76,39.21,37.79,42.53,37.27,35.19,33.14,33.28
61,46.61,38.71,37.23,42.18,36.68,34.51,32.37,32.51
62,46.46,38.24,36.69,41.85,36.12,33.86,31.63,31.77
63,46.33,37.79,36.19,41.54,35.59,33.24,30.92,31.08
64,46.20,37.37,35.71,41.25,35.10,32.66,30.27,30.43
65,46.09,36.99,35.28,40.99,34.65,32.14,29.67,29.83
66,45.98,36.64,34.89,40.75,34.24,31.67,29.14,29.30
67,45.89,36.35,34.55,40.54,33.89,31.26,28.67,28.84
68,45.82,36.10,34.27,40.37,33.60,30.92,28.28,28.46
69,45.76,35.90,34.05,40.24,33.37,30.65,27.97,28.15
70,45.72,35.76,33.89,40.14,33.20,30.45,27.75,27.93
71,45.69,35.67,33.79,40.08,33.10,30.33,27.62,27.80
72,45.68,35.64,33.76,40.06,33.06,30.29,27.57,27.75
73,45.69,35.67,33.79,40.08,33.10,30.33,27.62,27.80
74,45.72,35.76,33.89,40.14,33.20,30.45,27.75,27.93
75,45.76,35.90,34.05,40.24,33.37,30.65,27.97,28.15
76,45.82,36.10,34.27,40.37,33.60,30.92,28.28,28.46
77,45.89,36.35,34.55,40.54,33.89,31.26,28.67,28.84
78,45.98,36.64,34.89,40.75,34.24,31.67,29.14,29.30
79,46.09,36.99,35.28,40.99,34.65,32.14,29.67,29.83
80,46.20,37.37,35.71,41.25,35.10,32.66,30.27,30.43
81,46.33,37.79,36.19,41.54,35.59,33.24,30.92,31.08
82,46.46,38.24,36.69,41.85,36.12,33.86,31.63,31.77
83,46.61,38.71,37.23,42.18,36.68,34.51,32.37,32.51
84,46.76,39.21,37.79,42.53,37.27,35.19,33.14,33.28
85,46.91,39.72,38.37,42.88,37.87,35.89,33.94,34.07
86,47.06,40.24,38.96,43.24,38.48,36.60,34.75,34.87
87,47.22,40.76,39.55,43.60,39.10,37.32,35.57,35.68
88,47.38,41.28,40.14,43.96,39.71,38.03,36.38,36.49
89,47.53,41.80,40.72,44.32,40.32,38.74,37.18,37.29
90,47.68,42.30,41.29,44.67,40.92,39.43,37.97,38.07
91,47.83,42.79,41.84,45.01,41.49,40.10,38.74,38.83
92,47.97,43.26,42.38,45.33,42.05,40.75,39.47,39.56
93,48.11,43.71,42.89,45.65,42.58,41.37,40.18,40.25
94,48.24,44.14,43.37,45.94,43.08,41.95,40.84,40.91
95,48.36,44.54,43.82,46.22,43.55,42.50,41.46,41.53
96,48.47,44.91,44.24,46.47,43.99,43.01,42.04,42.11
97,48.57,45.25,44.63,46.71,44.39,43.48,42.58,42.64
98,48.66,45.56,44.98,46.93,44.76,43.91,43.06,43.12
99,48.75,45.84,45.29,47.12,45.09,44.29,43.50,43.55
100,48.82,46.09,45.58,47.29,45.39,44.63,43.89,43.94
101,48.89,46.31,45.82,47.44,45.65,44.93,44.23,44.28
102,48.95,46.50,46.04,47.57,45.87,45.19,44.53,44.57
103,48.99,46.66,46.22,47.68,46.05,45.41,44.78,44.82
104,49.03,46.78,46.36,47.77,46.21,45.59,44.98,45.02
105,49.06,46.88,46.47,47.84,46.32,45.72,45.13,45.17
106,49.08,46.95,46.55,47.89,46.41,45.82,45.24,45.28
107,49.10,47.00,46.60,47.92,46.46,45.88,45.31,45.35
108,49.10,47.01,46.62,47.93,46.47,45.90,45.33,45.37
109,49.10,47.00,46.60,47.92,46.46,45.88,45.31,45.35
110,49.08,46.95,46.55,47.89,46.41,45.82,45.24,45.28
111,49.06,46.88,46.47,47.84,46.32,45.72,45.13,45.17
112,49.03,46.78,46.36,47.77,46.21,45.59,44.98,45.02
113,48.99,46.66,46.22,47.68,46.05,45.41,44.78,44.82
114,48.95,46.50,46.04,47.57,45.87,45.19,44.53,44.57
115,48.89,46.31,45.82,47.44,45.65,44.93,44.23,44.28
116,48.82,46.09,45.58,47.29,45.39,44.63,43.89,43.94
117,48.75,45.84,45.29,47.12,45.09,44.29,43.50,43.55
118,48.66,45.56,44.98,46.93,44.76,43.91,43.06,43.12
119,48.57,45.25,44.63,46.71,44.39,43.48,42.58,42.64
120,48.47,44.91,44.24,46.47,43.99,43.01,42.04,42.11
121,48.36,44.54,43.82,46.22,43.55,42.50,41.46,41.53
122,48.24,44.14,43.37,45.94,43.08,41.95,40.84,40.91
123,48.11,43.71,42.89,45.65,42.58,41.37,40.18,40.25
124,47.97,43.26,42.38,45.33,42.05,40.75,39.47,39.56
125,47.83,42.79,41.84,45.01,41.49,40.10,38.74,38.83
126,47.68,42.30,41.29,44.67,40.92,39.43,37.97,38.07
127,47.53,41.80,40.72,44.32,40.32,38.74,37.18,37.29
128,47.38,41.28,40.14,43.96,39.71,38.03,36.38,36.49
129,47.22,40.76,39.55,43.60,39.10,37.32,35.57,35.68
130,47.06,40.24,38.96,43.24,38.48,36.60,34.75,34.87
131,46.91,39.72,38.37,42.88,37.87,35.89,33.94,34.07
132,46.76,39.21,37.79,42.53,37.27,35.19,33.14,33.28
133,46.61,38.71,37.23,42.18,36.68,34.51,32.37,32.51
134,46.46,38.24,36.69,41.85,36.12,33.86,31.63,31.77
135,46.33,37.79,36.19,41.54,35.59,33.24,30.92,31.08
136,46.20,37.37,35.71,41.25,35.10,32.66,30.27,30.43
137,46.09,36.99,35.28,40.99,34.65,32.14,29.67,29.83
138,45.98,36.64,34.89,40.75,34.24,31.67,29.14,29.30
139,45.89,36.35,34.55,40.54,33.89,31.26,28.67,28.84
140,45.82,36.10,34.27,40.37,33.60,30.92,28.28,28.46
141,45.76,35.90,34.05,40.24,33.37,30.65,27.97,28.15
142,45.72,35.76,33.89,40.14,33.20,30.45,27.75,27.93
143,45.69,35.67,33.79,40.08,33.10,30.33,27.62,27.80
144,45.68,35.64,33.76,40.06,33.06,30.29,27.57,27.75
145,45.69,35.67,33.79,40.08,33.10,30.33,27.62,27.80
146,45.72,35.76,33.89,40.14,33.20,30.45,27.75,27.93
147,45.76,35.90,34.05,40.24,33.37,30.65,27.97,28.15
148,45.82,36.10,34.27,40.37,33.60,30.92,28.28,28.46
149,45.89,36.35,34.55,40.54,33.89,31.26,28.67,28.84
150,45.98,36.64,34.89,40.75,34.24,31.67,29.14,29.30
151,46.09,36.99,35.28,40.99,34.65,32.14,29.67,29.83
152,46.20,37.37,35.71,41.25,35.10,32.66,30.27,30.43
153,46.33,37.79,36.19,41.54,35.59,33.24,30.92,31.08
154,46.46,38.24,36.69,41.85,36.12,33.86,31.63,31.77
155,46.61,38.71,37.23,42.18,36.68,34.51,32.37,32.51
156,46.76,39.21,37.79,42.53,37.27,35.19,33.14,33.28
157,46.91,39.72,38.37,42.88,37.87,35.89,33.94,34.07
158,47.06,40.24,38.96,43.24,38.48,36.60,34.75,34.87
159,47.22,40.76,39.55,43.60,39.10,37.32,35.57,35.68
160,47.38,41.28,40.14,43.96,39.71,38.03,36.38,36.49
161,47.53,41.80,40.72,44.32,40.32,38.74,37.18,37.29
162,47.68,42.30,41.29,44.67,40.92,39.43,37.97,38.07
163,47.83,42.79,41.84,45.01,41.49,40.10,38.74,38.83
164,47.97,43.26,42.38,45.33,42.05,40.75,39.47,39.56
165,48.11,43.71,42.89,45.65,42.58,41.37,40.18,40.25
166,48.24,44.14,43.37,45.94,43.08,41.95,40.84,40.91
167,48.36,44.54,43.82,46.22,43.55,42.50,41.46,41.53
168,48.47,44.91,44.24,46.47,43.99,43.01,42.04,42.11
169,48.57,45.25,44.63,46.71,44.39,43.48,42.58,42.64
170,48.66,45.56,44.98,46.93,44.76,43.91,43.06,43.12
171,48.75,45.84,45.29,47.12,45.09,44.29,43.50,43.55
172,48.82,46.09,45.58,47.29,45.39,44.63,43.89,43.94
173,48.89,46.31,45.82,47.44,45.65,44.93,44.23,44.28
174,48.95,46.50,46.04,47.57,45.87,45.19,44.53,44.57
175,48.99,46.66,46.22,47.68,46.05,45.41,44.78,44.82
176,49.03,46.78,46.36,47.77,46.21,45.59,44.98,45.02
177,49.06,46.88,46.47,47.84,46.32,45.72,45.13,45.17
178,49.08,46.95,46.55,47.89,46.41,45.82,45.24,45.28
179,49.10,47.00,46.60,47.92,46.46,45.88,45.31,45.35
180,49.10,47.01,46.62,47.93,46.47,45.90,45.33,45.37
181,49.10,47.00,46.60,47.92,46.46,45.88,45.31,45.35
182,49.08,46.95,46.55,47.89,46.41,45.82,45.24,45.28
183,49.06,46.88,46.47,47.84,46.32,45.72,45.13,45.17
184,49.03,46.78,46.36,47.77,46.21,45.59,44.98,45.02
185,48.99,46.66,46.22,47.68,46.05,45.41,44.78,44.82
186,48.95,46.50,46.04,47.57,45.87,45.19,44.53,44.57
187,48.89,46.31,45.82,47.44,45.65,44.93,44.23,44.28
188,48.82,46.09,45.58,47.29,45.39,44.63,43.89,43.94
189,48.75,45.84,45.29,47.12,45.09,44.29,43.50,43.55
190,48.66,45.56,44.98,46.93,44.76,43.91,43.06,43.12
191,48.57,45.25,44.63,46.71,44.39,43.48,42.58,42.64
192,48.47,44.91,44.24,46.47,43.99,43.01,42.04,42.11
193,48.36,44.54,43.82,46.22,43.55,42.50,41.46,41.53
194,48.24,44.14,43.37,45.94,43.08,41.95,40.84,40.91
195,48.11,43.71,42.89,45.65,42.58,41.37,40.18,40.25
196,47.97,43.26,42.38,45.33,42.05,40.75,39.47,39.56
197,47.83,42.79,41.84,45.01,41.49,40.10,38.74,38.83
198,47.68,42.30,41.29,44.67,40.92,39.43,37.97,38.07
199,47.53,41.80,40.72,44.32,40.32,38.74,37.18,37.29
200,47.38,41.28,40.14,43.96,39.71,38.03,36.38,36.49
201,47.22,40.76,39.55,43.60,39.10,37.32,35.57,35.68
202,47.06,40.24,38.96,43.24,38.48,36.60,34.75,34.87
203,46.91,39.72,38.37,42.88,37.87,35.89,33.94,34.07
204,46.76,39.21,37.79,42.53,37.27,35.19,33.14,33.28
205,46.61,38.71,37.23,42.18,36.68,34.51,32.37,32.51
206,46.46,38.24,36.69,41.85,36.12,33.86,31.63,31.77
207,46.33,37.79,36.19,41.54,35.59,33.24,30.92,31.08
208,46.20,37.37,35.71,41.25,35.10,32.66,30.27,30.43
209,46.09,36.99,35.28,40.99,34.65,32.14,29.67,29.83
210,45.98,36.64,34.89,40.75,34.24,31.67,29.14,29.30
211,45.89,36.35,34.55,40.54,33.89,31.26,28.67,28.84
212,45.82,36.10,34.27,40.37,33.60,30.92,28.28,28.46
213,45.76,35.90,34.05,40.24,33.37,30.65,27.97,28.15
214,45.72,35.76,33.89,40.14,33.20,30.45,27.75,27.93
215,45.69,35.67,33.79,40.08,33.10,30.33,27.62,27.80
216,45.68,35.64,33.76,40.06,33.06,30.29,27.57,27.75
217,45.69,35.67,33.79,40.08,33.10,30.33,27.62,27.80
218,45.72,35.76,33.89,40.14,33.20,30.45,27.75,27.93
219,45.76,35.90,34.05,40.24,33.37,30.65,27.97,28.15
220,45.82,36.10,34.27,40.37,33.60,30.92,28.28,28.46
221,45.89,36.35,34.55,40.54,33.89,31.26,28.67,28.84
222,45.98,36.64,34.89,40.75,34.24,31.67,29.14,29.30
223,46.09,36.99,35.28,40.99,34.65,32.14,29.67,29.83
224,46.20,37.37,35.71,41.25,35.10,32.66,30.27,30.43
225,46.33,37.79,36.19,41.54,35.59,33.24,30.92,31.08
226,46.46,38.24,36.69,41.85,36.12,33.86,31.63,31.77
227,46.61,38.71,37.23,42.18,36.68,34.51,32.37,32.51
228,46.76,39.21,37.79,42.53,37.27,35.19,33.14,33.28
229,46.91,39.72,38.37,42.88,37.87,35.89,33.94,34.07
230,47.06,40.24,38.96,43.24,38.48,36.60,34.75,34.87
231,47.22,40.76,39.55,43.60,39.10,37.32,35.57,35.68
232,47.38,41.28,40.14,43.96,39.71,38.03,36.38,36.49
233,47.53,41.80,40.72,44.32,40.32,38.74,37.18,37.29
234,47.68,42.30,41.29,44.67,40.92,39.43,37.97,38.07
235,47.83,42.79,41.84,45.01,41.49,40.10,38.74,38.83
236,47.97,43.26,42.38,45.33,42.05,40.75,39.47,39.56
237,48.11,43.71,42.89,45.65,42.58,41.37,40.18,40.25
238,48.24,44.14,43.37,45.94,43.08,41.95,40.84,40.91
239,48.36,44.54,43.82,46.22,43.55,42.50,41.46,41.53
240,48.47,44.91,44.24,46.47,43.99,43.01,42.04,42.11
241,48.57,45.25,44.63,46.71,44.39,43.48,42.58,42.64
242,48.66,45.56,44.98,46.93,44.76,43.91,43.06,43.12
243,48.75,45.84,45.29,47.12,45.09,44.29,43.50,43.55
244,48.82,46.09,45.58,47.29,45.39,44.63,43.89,43.94
245,48.89,46.31,45.82,47.44,45.65,44.93,44.23,44.28
246,48.95,46.50,46.04,47.57,45.87,45.19,44.53,44.57
247,48.99,46.66,46.22,47.68,46.05,45.41,44.78,44.82
248,49.03,46.78,46.36,47.77,46.21,45.59,44.98,45.02
249,49.06,46.88,46.47,47.84,46.32,45.72,45.13,45.17
250,49.08,46.95,46.55,47.89,46.41,45.82,45.24,45.28
251,49.10,47.00,46.60,47.92,46.46,45.88,45.31,45.35
252,49.10,47.01,46.62,47.93,46.47,45.90,45.33,45.37
253,49.10,47.00,46.60,47.92,46.46,45.88,45.31,45.35
254,49.08,46.95,46.55,47.89,46.41,45.82,45.24,45.28
255,49.06,46.88,46.47,47.84,46.32,45.72,45.13,45.17
256,49.03,46.78,46.36,47.77,46.21,45.59,44.98,45.02
257,48.99,46.66,46.22,47.68,46.05,45.41,44.78,44.82
258,48.95,46.50,46.04,47.57,45.87,45.19,44.53,44.57
259,48.89,46.31,45.82,47.44,45.65,44.93,44.23,44.28
260,48.82,46.09,45.58,47.29,45.39,44.63,43.89,43.94
261,48.75,45.84,45.29,47.12,45.09,44.29,43.50,43.55
262,48.66,45.56,44.98,46.93,44.76,43.91,43.06,43.12
263,48.57,45.25,44.63,46.71,44.39,43.48,42.58,42.64
264,48.47,44.91,44.24,46.47,43.99,43.01,42.04,42.11
265,48.36,44.54,43.82,46.22,43.55,42.50,41.46,41.53
266,48.24,44.14,43.37,45.94,43.08,41.95,40.84,40.91
267,48.11,43.71,42.89,45.65,42.58,41.37,40.18,40.25
268,47.97,43.26,42.38,45.33,42.05,40.75,39.47,39.56
269,47.83,42.79,41.84,45.01,41.49,40.10,38.74,38.83
270,47.68,42.30,41.29,44.67,40.92,39.43,37.97,38.07
271,47.53,41.80,40.72,44.32,40.32,38.74,37.18,37.29
272,47.38,41.28,40.14,43.96,39.71,38.03,36.38,36.49
273,47.22,40.76,39.55,43.60,39.10,37.32,35.57,35.68
274,47.06,40.24,38.96,43.24,38.48,36.60,34.75,34.87
275,46.91,39.72,38.37,42.88,37.87,35.89,33.94,34.07
276,46.76,39.21,37.79,42.53,37.27,35.19,33.14,33.28
277,46.61,38.71,37.23,42.18,36.68,34.51,32.37,32.51
278,46.46,38.24,36.69,41.85,36.12,33.86,31.63,31.77
279,46.33,37.79,36.19,41.54,35.59,33.24,30.92,31.08
280,46.20,37.37,35.71,41.25,35.10,32.66,30.27,30.43
281,46.09,36.99,35.28,40.99,34.65,32.14,29.67,29.83
282,45.98,36.64,34.89,40.75,34.24,31.67,29.14,29.30
283,45.89,36.35,34.55,40.54,33.89,31.26,28.67,28.84
284,45.82,36.10,34.27,40.37,33.60,30.92,28.28,28.46
285,45.76,35.90,34.05,40.24,33.37,30.65,27.97,28.15
286,45.72,35.76,33.89,40.14,33.20,30.45,27.75,27.93
287,45.69,35.67,33.79,40.08,33.10,30.33,27.62,27.80
288,45.68,35.64,33.76,40.06,33.06,30.29,27.57,27.75
289,45.69,35.67,33.79,40.08,33.10,30.33,27.62,27.80
290,45.72,35.76,33.89,40.14,33.20,30.45,27.75,27.93
291,45.76,35.90,34.05,40.24,33.37,30.65,27.97,28.15
292,45.82,36.10,34.27,40.37,33.60,30.92,28.28,28.46
293,45.89,36.35,34.55,40.54,33.89,31.26,28.67,28.84
294,45.98,36.64,34.89,40.75,34.24,31.67,29.14,29.30
295,46.09,36.99,35.28,40.99,34.65,32.14,29.67,29.83
296,46.20,37.37,35.71,41.25,35.10,32.66,30.27,30.43
297,46.33,37.79,36.19,41.54,35.59,33.24,30.92,31.08
298,46.46,38.24,36.69,41.85,36.12,33.86,31.63,31.77
299,46.61,38.71,37.23,42.18,36.68,34.51,32.37,32.51
300,46.76,39.21,37.79,42.53,37.27,35.19,33.14,33.28
301,46.91,39.72,38.37,42.88,37.87,35.89,33.94,34.07
302,47.06,40.24,38.96,43.24,38.48,36.60,34.75,34.87
303,47.22,40.76,39.55,43.60,39.10,37.32,35.57,35.68
304,47.38,41.28,40.14,43.96,39.71,38.03,36.38,36.49
305,47.53,41.80,40.72,44.32,40.32,38.74,37.18,37.29
306,47.68,42.30,41.29,44.67,40.92,39.43,37.97,38.07
307,47.83,42.79,41.84,45.01,41.49,40.10,38.74,38.83
308,47.97,43.26,42.38,45.33,42.05,40.75,39.47,39.56
309,48.11,43.71,42.89,45.65,42.58,41.37,40.18,40.25
310,48.24,44.14,43.37,45.94,43.08,41.95,40.84,40.91
311,48.36,44.54,43.82,46.22,43.55,42.50,41.46,41.53
312,48.47,44.91,44.24,46.47,43.99,43.01,42.04,42.11
313,48.57,45.25,44.63,46.71,44.39,43.48,42.58,42.64
314,48.66,45.56,44.98,46.93,44.76,43.91,43.06,43.12
315,48.75,45.84,45.29,47.12,45.09,44.29,43.50,43.55
316,48.82,46.09,45.58,47.29,45.39,44.63,43.89,43.94
317,48.89,46.31,45.82,47.44,45.65,44.93,44.23,44.28
318,48.95,46.50,46.04,47.57,45.87,45.19,44.53,44.57
319,48.99,46.66,46.22,47.68,46.05,45.41,44.78,44.82
320,49.03,46.78,46.36,47.77,46.21,45.59,44.98,45.02
321,49.06,46.88,46.47,47.84,46.32,45.72,45.13,45.17
322,49.08,46.95,46.55,47.89,46.41,45.82,45.24,45.28
323,49.10,47.00,46.60,47.92,46.46,45.88,45.31,45.35
324,49.10,47.01,46.62,47.93,46.47,45.90,45.33,45.37
325,49.10,47.00,46.60,47.92,46.46,45.88,45.31,45.35
326,49.08,46.95,46.55,47.89,46.41,45.82,45.24,45.28
327,49.06,46.88,46.47,47.84,46.32,45.72,45.13,45.17
328,49.03,46.78,46.36,47.77,46.21,45.59,44.98,45.02
329,48.99,46.66,46.22,47.68,46.05,45.41,44.78,44.82
330,48.95,46.50,46.04,47.57,45.87,45.19,44.53,44.57
331,48.89,46.31,45.82,47.44,45.65,44.93,44.23,44.28
332,48.82,46.09,45.58,47.29,45.39,44.63,43.89,43.94
333,48.75,45.84,45.29,47.12,45.09,44.29,43.50,43.55
334,48.66,45.56,44.98,46.93,44.76,43.91,43.06,43.12
335,48.57,45.25,44.63,46.71,44.39,43.48,42.58,42.64
336,48.47,44.91,44.24,46.47,43.99,43.01,42.04,42.11
337,48.36,44.54,43.82,46.22,43.55,42.50,41.46,41.53
338,48.24,44.14,43.37,45.94,43.08,41.95,40.84,40.91
339,48.11,43.71,42.89,45.65,42.58,41.37,40.18,40.25
340,47.97,43.26,42.38,45.33,42.05,40.75,39.47,39.56
341,47.83,42.79,41.84,45.01,41.49,40.10,38.74,38.83
342,47.68,42.30,41.29,44.67,40.92,39.43,37.97,38.07
343,47.53,41.80,40.72,44.32,40.32,38.74,37.18,37.29
344,47.38,41.28,40.14,43.96,39.71,38.03,36.38,36.49
345,47.22,40.76,39.55,43.60,39.10,37.32,35.57,35.68
346,47.06,40.24,38.96,43.24,38.48,36.60,34.75,34.87
347,46.91,39.72,38.37,42.88,37.87,35.89,33.94,34.07
348,46.76,39.21,37.79,42.53,37.27,35.19,33.14,33.28
349,46.61,38.71,37.23,42.18,36.68,34.51,32.37,32.51
350,46.46,38.24,36.69,41.85,36.12,33.86,31.63,31.77
351,46.33,37.79,36.19,41.54,35.59,33.24,30.92,31.08
352,46.20,37.37,35.71,41.25,35.10,32.66,30.27,30.43
353,46.09,36.99,35.28,40.99,34.65,32.14,29.67,29.83
354,45.98,36.64,34.89,40.75,34.24,31.67,29.14,29.30
355,45.89,36.35,34.55,40.54,33.89,31.26,28.67,28.84
356,45.82,36.10,34.27,40.37,33.60,30.92,28.28,28.46
357,45.76,35.90,34.05,40.24,33.37,30.65,27.97,28.15
358,45.72,35.76,33.89,40.14,33.20,30.45,27.75,27.93
359,45.69,35.67,33.79,40.08,33.10,30.33,27.62,27.80
360,45.68,35.64,33.76,40.06,33.06,30.29,27.57,27.75
361,45.69,35.67,33.79,40.08,33.10,30.33,27.62,27.80
362,45.72,35.76,33.89,40.14,33.20,30.45,27.75,27.93
363,45.76,35.90,34.05,40.24,33.37,30.65,27.97,28.15
364,45.82,36.10,34.27,40.37,33.60,30.92,28.28,28.46
365,45.89,36.35,34.55,40.54,33.89,31.26,28.67,28.84
366,45.98,36.64,34.89,40.75,34.24,31.67,29.14,29.30
367,46.09,36.99,35.28,40.99,34.65,32.14,29.67,29.83
368,46.20,37.37,35.71,41.25,35.10,32.66,30.27,30.43
369,46.33,37.79,36.19,41.54,35.59,33.24,30.92,31.08
370,46.46,38.24,36.69,41.85,36.12,33.86,31.63,31.77
371,46.61,38.71,37.23,42.18,36.68,34.51,32.37,32.51
372,46.76,39.21,37.79,42.53,37.27,35.19,33.14,33.28
373,46.91,39.72,38.37,42.88,37.87,35.89,33.94,34.07
374,47.06,40.24,38.96,43.24,38.48,36.60,34.75,34.87
375,47.22,40.76,39.55,43.60,39.10,37.32,35.57,35.68
376,47.38,41.28,40.14,43.96,39.71,38.03,36.38,36.49
377,47.53,41.80,40.72,44.32,40.32,38.74,37.18,37.29
378,47.68,42.30,41.29,44.67,40.92,39.43,37.97,38.07
379,47.83,42.79,41.84,45.01,41.49,40.10,38.74,38.83
380,47.97,43.26,42.38,45.33,42.05,40.75,39.47,39.56
381,48.11,43.71,42.89,45.65,42.58,41.37,40.18,40.25
382,48.24,44.14,43.37,45.94,43.08,41.95,40.84,40.91
383,48.36,44.54,43.82,46.22,43.55,42.50,41.46,41.53
384,48.47,44.91,44.24,46.47,43.99,43.01,42.04,42.11
385,48.57,45.25,44.63,46.71,44.39,43.48,42.58,42.64
386,48.66,45.56,44.98,46.93,44.76,43.91,43.06,43.12
387,48.75,45.84,45.29,47.12,45.09,44.29,43.50,43.55
388,48.82,46.09,45.58,47.29,45.39,44.63,43.89,43.94
389,48.89,46.31,45.82,47.44,45.65,44.93,44.23,44.28
390,48.95,46.50,46.04,47.57,45.87,45.19,44.53,44.57
391,48.99,46.66,46.22,47.68,46.05,45.41,44.78,44.82
392,49.03,46.78,46.36,47.77,46.21,45.59,44.98,45.02
393,49.06,46.88,46.47,47.84,46.32,45.72,45.13,45.17
394,49.08,46.95,46.55,47.89,46.41,45.82,45.24,45.28
395,49.10,47.00,46.60,47.92,46.46,45.88,45.31,45.35
396,49.10,47.01,46.62,47.93,46.47,45.90,45.33,45.37
397,49.10,47.00,46.60,47.92,46.46,45.88,45.31,45.35
398,49.08,46.95,46.55,47.89,46.41,45.82,45.24,45.28
399,49.06,46.88,46.47,47.84,46.32,45.72,45.13,45.17
400,49.03,46.78,46.36,47.77,46.21,45.59,44.98,45.02
401,48.99,46.66,46.22,47.68,46.05,45.41,44.78,44.82
402,48.95,46.50,46.04,47.57,45.87,45.19,44.53,44.57
403,48.89,46.31,45.82,47.44,45.65,44.93,44.23,44.28
404,48.82,46.09,45.58,47.29,45.39,44.63,43.89,43.94
405,48.75,45.84,45.29,47.12,45.09,44.29,43.50,43.55
406,48.66,45.56,44.98,46.93,44.76,43.91,43.06,43.12
407,48.57,45.25,44.63,46.71,44.39,43.48,42.58,42.64
408,48.47,44.91,44.24,46.47,43.99,43.01,42.04,42.11
409,48.36,44.54,43.82,46.22,43.55,42.50,41.46,41.53
410,48.24,44.14,43.37,45.94,43.08,41.95,40.84,40.91
