,N9,N3,N5,N7
0,-69.38570404052734,34.51761245727539,34.01045227050781,27.639009475708008
1,-69.51661682128906,33.9031982421875,33.051239013671875,26.6453800201416
2,-68.83097839355469,33.89175796508789,33.8194580078125,29.285030364990234
3,-68.60710144042969,34.49472427368164,33.583736419677734,28.283811569213867
4,-68.94351196289062,34.0977668762207,33.6447868347168,29.714540481567383
5,-68.29822540283203,34.32135009765625,33.99591064453125,30.512195587158203
6,-67.59182739257812,34.28009033203125,33.87427520751953,30.338029861450195
7,-66.24080657958984,35.85541915893555,34.549095153808594,28.328662872314453
8,-65.7528305053711,34.834739685058594,34.515472412109375,29.7774715423584
9,-63.7833366394043,35.879913330078125,35.666385650634766,31.24848175048828
10,-62.59272003173828,36.426639556884766,36.63456344604492,32.73819351196289
11,-62.80327224731445,36.513275146484375,36.50416564941406,32.11822509765625
12,-59.88529586791992,37.78117370605469,37.425235748291016,33.22137451171875
13,-58.153236389160156,38.44070816040039,37.89970016479492,34.6682014465332
14,-57.03477096557617,38.534915924072266,37.99152374267578,34.40299987792969
15,-55.5026969909668,38.95008087158203,39.08332824707031,35.846778869628906
16,-53.541542053222656,39.37864303588867,39.667179107666016,36.80973434448242
17,-52.5681037902832,40.26496124267578,40.25060272216797,37.315006256103516
18,-49.986541748046875,41.07796859741211,41.07931900024414,38.50556945800781
19,-47.9912223815918,41.96744918823242,41.85711669921875,39.494667053222656
20,-46.38324737548828,42.45418167114258,41.768924713134766,38.39044189453125
21,-44.70184326171875,42.815608978271484,42.494163513183594,39.994869232177734
22,-43.84874725341797,43.31514358520508,42.84182357788086,39.7726936340332
23,-41.35646057128906,44.005496978759766,43.384151458740234,41.35052490234375
24,-39.73128890991211,44.7354621887207,43.92692184448242,41.741825103759766
25,-38.049095153808594,45.13862228393555,44.375709533691406,42.161476135253906
26,-37.122196197509766,44.8326301574707,44.56787872314453,42.78262710571289
27,-36.036075592041016,45.351051330566406,45.21015167236328,43.88739776611328
28,-34.495574951171875,45.66032791137695,45.62590026855469,44.44584655761719
29,-34.755699157714844,45.64621353149414,45.591915130615234,43.7768669128418
30,-32.78681182861328,45.915138244628906,45.89812088012695,44.706722259521484
31,-33.001190185546875,46.24640655517578,45.9041748046875,44.14072036743164
32,-31.20807456970215,46.14861297607422,46.319522857666016,45.766273498535156
33,-30.607526779174805,46.281063079833984,46.508365631103516,46.07966613769531
34,-29.889738082885742,46.329261779785156,46.39510726928711,45.24728775024414
35,-29.088302612304688,46.955718994140625,46.741172790527344,45.21891784667969
36,-29.273475646972656,46.84604263305664,46.59347152709961,45.386756896972656
37,-30.073528289794922,46.904083251953125,46.522701263427734,44.88311004638672
38,-30.051353454589844,46.384883880615234,46.33134460449219,45.906402587890625
39,-30.91010856628418,46.29277038574219,46.12331771850586,45.07221221923828
40,-31.331666946411133,46.31003189086914,46.1419677734375,45.337642669677734
41,-26.247760772705078,47.3232421875,47.34793472290039,47.7333984375
42,-32.576690673828125,46.22137451171875,46.03899002075195,44.71457290649414
43,-33.424522399902344,45.821746826171875,45.55861282348633,43.98746871948242
44,-34.69021224975586,45.50800323486328,45.170658111572266,43.715511322021484
45,-36.36537551879883,45.2055778503418,44.836551666259766,43.601951599121094
46,-37.53751754760742,44.99121856689453,44.78688049316406,42.705177307128906
47,-38.115081787109375,45.37955856323242,44.912654876708984,41.79798126220703
48,-40.62855529785156,44.4893913269043,43.985172271728516,41.754615783691406
49,-41.132450103759766,44.278812408447266,43.86574172973633,41.78379821777344
50,-43.02482223510742,43.3690071105957,43.32549285888672,41.38682174682617
51,-44.713775634765625,43.14152526855469,42.611087799072266,39.967994689941406
52,-46.160377502441406,42.87425994873047,42.37532424926758,39.30363464355469
53,-48.07487106323242,41.97653579711914,41.796051025390625,38.92385482788086
54,-50.15991973876953,41.4328727722168,40.83214569091797,37.68130111694336
55,-51.0760383605957,40.99415969848633,40.697017669677734,38.146400451660156
56,-53.341888427734375,40.24287414550781,39.63825225830078,36.45600509643555
57,-55.39708709716797,39.361698150634766,39.22564697265625,35.669307708740234
58,-56.879859924316406,38.86740493774414,38.628692626953125,34.96245193481445
59,-58.284400939941406,38.131614685058594,37.97829055786133,34.47925567626953
60,-59.506412506103516,38.22081756591797,37.470741271972656,33.18090057373047
61,-61.30073928833008,37.21805191040039,36.69247055053711,31.428194046020508
62,-63.128360748291016,36.28020095825195,36.11830139160156,31.05908966064453
63,-64.33956909179688,36.1546516418457,35.493003845214844,31.133901596069336
64,-64.48614501953125,36.234413146972656,35.37299346923828,30.12277603149414
65,-65.91896057128906,35.8804817199707,35.01503372192383,29.88105010986328
66,-67.53633880615234,34.59062576293945,34.04844284057617,28.249340057373047
67,-67.88370513916016,34.20829772949219,33.71218490600586,28.163251876831055
68,-68.42838287353516,34.19456100463867,34.00559616088867,29.246313095092773
69,-69.17664337158203,33.92596435546875,33.332698822021484,27.60326385498047
70,-70.20909118652344,33.73511505126953,32.88043212890625,27.235292434692383
71,-69.15396118164062,33.945762634277344,33.078304290771484,27.789386749267578
72,-70.15526580810547,33.599212646484375,32.789794921875,26.50350570678711
73,-69.97152709960938,33.47964096069336,32.71502685546875,26.503393173217773
