time,L1,L2,L3,L4,L5,L6,L7,L8,L9,L10,L11
2482,29.68,21.28,9.44,7.79,10.09,1.59,3.36,1.45,3.47,6.78,-0.22
2483,28.89,22.39,8.18,6.88,10.20,1.52,2.06,1.88,4.67,6.03,-0.62
2484,31.00,21.11,8.59,6.59,10.24,3.10,2.77,1.95,3.27,7.38,-0.45
2485,30.08,21.10,8.56,6.93,9.49,1.23,2.66,1.55,3.46,6.21,0.52
2486,30.23,20.99,8.38,7.22,9.47,2.03,3.09,2.12,4.46,6.90,-0.55
2487,30.34,21.12,9.00,7.42,10.25,2.10,2.81,0.99,3.78,7.54,-0.84
2488,30.82,22.32,8.28,7.81,10.69,1.76,2.25,1.56,4.46,6.69,-0.63
2489,31.40,21.62,10.22,7.78,9.69,1.80,3.23,2.60,4.83,7.64,-0.52
2490,32.80,22.55,9.28,8.55,10.93,2.72,2.74,1.44,4.24,7.64,-1.73
2491,34.55,23.33,9.52,8.97,11.10,1.53,3.17,2.31,3.85,7.68,-0.29
2492,34.70,24.17,9.96,8.20,12.21,1.91,3.09,0.99,4.33,7.21,-0.83
2493,36.11,24.51,10.74,8.02,12.29,1.56,2.97,2.14,4.65,7.90,-1.33
2494,37.64,25.74,10.94,8.56,12.66,3.37,3.43,1.49,4.82,8.41,-0.35
2495,38.46,27.49,11.29,9.53,12.67,2.73,3.52,1.65,5.61,9.10,-1.28
2496,38.75,27.85,12.43,9.50,13.44,2.73,3.42,1.30,4.35,8.81,-1.63
2497,42.01,29.14,11.64,10.14,13.66,3.44,3.75,2.99,6.15,10.12,-0.23
2498,42.75,30.15,12.15,10.45,14.78,2.66,4.79,2.83,5.15,9.55,0.01
2499,44.76,31.40,13.31,11.06,14.78,2.65,3.70,2.33,4.27,10.37,-0.67
2500,45.87,32.36,13.41,10.91,15.95,3.41,4.33,2.56,5.98,10.82,-0.63
2501,48.72,34.26,14.39,11.06,16.60,3.39,3.42,2.45,5.52,12.34,-0.55
2502,49.94,35.75,13.58,12.42,16.31,3.27,4.39,3.03,5.68,10.86,-1.23
2503,51.98,36.26,14.52,12.48,16.23,3.22,4.56,3.66,6.52,12.55,-0.77
2504,53.81,36.65,15.10,13.59,18.27,3.62,4.40,2.33,6.65,12.01,-1.39
2505,55.69,38.52,16.41,12.70,18.37,3.31,3.81,3.34,6.45,12.60,-1.14
2506,56.42,38.94,16.94,14.10,19.28,3.37,5.83,4.13,7.34,13.14,-0.65
2507,58.57,41.70,16.33,14.18,19.27,3.85,4.93,2.94,7.04,13.66,-0.42
2508,60.76,41.58,17.16,15.18,19.89,3.52,6.23,3.65,6.79,13.68,-1.00
2509,61.39,43.56,17.63,14.44,20.73,3.63,5.25,2.96,7.61,15.44,-1.31
2510,63.40,43.60,16.88,14.64,21.18,3.63,6.19,4.18,8.57,14.65,-0.84
2511,64.00,44.89,18.70,15.07,21.15,4.47,5.65,3.46,8.02,15.24,-0.94
2512,64.97,45.09,18.28,16.35,21.83,4.80,6.39,4.07,7.83,15.11,-1.03
2513,66.83,47.08,18.00,16.21,21.46,4.27,6.58,3.60,8.69,15.40,-0.39
2514,67.68,47.21,19.62,16.73,23.06,5.22,5.56,3.74,7.80,15.70,-1.37
2515,68.38,48.07,19.57,16.08,22.69,3.99,5.56,3.55,9.14,15.84,-0.17
2516,68.83,48.20,18.70,16.78,23.17,4.63,5.99,3.66,9.24,16.12,-1.07
2517,68.72,48.38,19.50,16.46,23.40,3.67,6.66,3.58,8.91,15.56,-0.22
2518,70.28,48.36,19.40,16.57,24.02,4.84,5.55,3.38,9.00,16.14,-1.32
2519,69.51,49.11,19.47,16.19,22.75,4.37,6.03,4.01,9.13,16.09,-1.43
2520,68.96,49.08,19.19,17.73,23.05,4.71,6.15,3.99,8.48,15.59,-0.71
2521,69.48,48.94,20.21,16.69,23.95,5.27,5.87,3.22,9.00,15.56,-0.63
2522,69.42,48.32,21.07,16.95,24.26,4.69,6.29,4.68,8.67,15.87,-0.78
2523,69.45,47.60,19.01,16.95,23.30,5.57,6.45,3.68,8.76,16.65,-1.58
2524,68.76,48.11,19.14,16.50,23.21,4.26,6.52,4.16,8.58,16.46,-1.02
2525,68.82,47.92,19.75,17.00,23.14,4.05,5.60,3.39,8.73,15.11,-0.47
2526,68.16,48.07,18.53,16.21,23.05,3.48,6.45,3.73,8.34,15.38,-0.85
2527,67.07,46.30,19.36,15.47,22.40,3.56,5.73,3.42,8.81,16.26,0.06
2528,65.39,45.37,17.98,15.48,21.98,4.49,6.27,4.26,8.60,14.73,-0.61
2529,63.75,45.21,17.84,15.54,21.57,4.49,5.80,3.92,7.43,15.48,-0.07
2530,62.81,43.77,17.77,14.28,21.27,3.97,7.21,4.16,8.09,14.68,-0.61
2531,62.00,42.69,17.28,15.94,21.21,4.33,4.32,4.09,8.12,14.73,-1.36
2532,60.32,42.61,17.26,14.62,20.28,3.68,5.59,3.42,7.61,13.47,-0.56
2533,58.53,40.36,16.79,14.00,18.93,3.60,5.40,3.20,7.44,13.51,-1.28
2534,56.94,39.78,16.36,13.62,18.90,4.41,5.28,3.59,8.02,14.40,-1.16
2535,55.13,38.91,16.10,13.10,18.45,3.40,4.69,3.58,6.04,12.41,-0.20
2536,53.72,36.76,16.06,12.92,18.62,3.06,4.72,3.27,7.24,12.81,0.02
2537,51.64,36.08,14.46,12.66,18.00,3.89,5.39,2.11,7.13,12.08,0.05
2538,50.82,34.58,13.91,11.26,16.97,3.57,5.39,2.65,7.26,11.65,-0.10
2539,48.49,33.20,13.20,11.21,16.42,2.79,4.80,2.77,6.46,11.72,-0.79
2540,46.92,32.84,13.02,10.41,15.05,2.93,4.37,2.46,5.62,10.41,0.03
2541,45.16,31.65,12.72,11.32,14.58,3.38,3.26,2.05,5.88,10.60,-0.42
2542,42.30,30.21,12.56,10.24,14.52,2.22,3.78,2.49,5.44,10.12,-0.53
2543,40.70,28.37,11.97,10.60,13.93,2.02,4.16,1.56,4.77,10.05,0.01
2544,40.28,27.92,11.28,9.65,12.63,3.06,4.30,2.62,4.89,9.92,-0.62
2545,38.72,27.37,10.47,9.25,12.98,3.10,3.49,2.42,4.59,8.98,0.44
2546,36.75,25.74,10.46,9.12,12.64,3.14,5.18,2.76,5.21,9.47,-1.05
2547,36.37,24.72,9.81,8.54,12.29,2.61,3.75,2.34,4.36,8.34,0.85
2548,34.13,24.01,9.47,9.17,11.91,2.21,3.73,1.41,4.19,8.01,-0.04
2549,33.86,24.02,10.10,7.26,11.50,1.58,2.55,2.09,4.15,7.63,-0.71
2550,31.92,22.63,9.23,7.40,10.84,2.09,3.82,2.10,4.20,7.83,-0.76
2551,32.46,22.94,9.06,6.80,10.77,0.60,3.04,2.00,4.60,7.95,-0.62
2552,30.15,22.04,8.70,7.47,11.40,2.66,3.38,2.45,4.64,6.79,-0.82
2553,30.47,20.71,8.43,7.57,8.86,2.32,2.43,0.96,4.41,7.41,0.29
2554,29.90,20.74,8.42,6.58,10.10,2.34,3.91,2.13,3.00,6.81,-0.76
2555,29.74,21.10,8.03,7.08,9.57,0.96,2.48,1.91,3.83,6.72,-0.74
2556,30.29,21.77,7.99,6.51,10.52,1.14,2.96,0.87,4.82,7.35,-0.06
2557,30.17,21.43,7.72,7.38,10.24,2.31,3.55,2.38,3.19,7.12,0.58
2558,30.00,21.74,9.04,6.57,10.29,3.13,3.14,1.46,4.20,7.44,-0.63
2559,30.20,22.07,8.93,7.55,10.28,1.71,3.02,1.44,3.37,6.93,-1.36
2560,31.23,21.78,7.78,7.15,10.10,1.91,2.63,2.27,3.79,6.68,-0.85
2561,32.82,22.95,8.15,6.78,11.17,2.04,2.34,2.72,3.81,8.00,-1.16
2562,32.75,23.60,9.48,8.21,10.70,1.67,3.16,2.70,4.32,7.70,-0.48
2563,33.07,22.52,9.41,8.29,10.93,2.79,3.04,1.93,4.50,7.78,-0.82
2564,35.36,24.44,9.46,8.23,11.88,2.65,3.04,0.74,5.06,8.72,-0.28
2565,36.01,24.33,10.32,8.84,12.13,2.47,2.18,1.81,4.01,8.23,-0.29
2566,37.41,25.60,10.09,9.28,12.52,2.17,3.62,2.42,5.36,8.99,-0.89
2567,38.77,27.43,11.03,9.29,13.42,2.17,2.42,2.20,4.95,7.91,-0.45
2568,39.80,27.43,10.80,9.48,13.51,3.08,4.32,1.85,4.12,9.85,0.07
2569,41.02,29.46,12.25,10.03,13.49,2.53,3.45,2.46,5.01,9.41,-1.13
2570,42.97,29.83,12.11,10.50,13.85,2.32,4.62,2.20,4.30,10.16,-0.93
2571,43.99,32.10,12.27,11.02,16.10,3.27,5.03,2.56,5.94,10.40,-1.08
2572,45.94,31.77,14.05,11.09,14.56,2.88,4.56,2.68,6.42,12.39,-0.89
2573,48.96,34.59,12.91,11.29,15.56,3.15,3.99,2.50,7.03,12.11,-1.01
2574,50.25,34.76,13.25,12.05,16.73,3.30,3.75,2.58,6.07,11.02,-0.70
2575,52.27,36.73,14.58,12.90,16.74,2.52,5.21,3.34,5.65,11.31,-1.05
2576,53.02,36.89,15.38,12.73,17.53,4.71,4.36,2.76,6.39,12.13,-0.23
2577,54.81,38.87,16.24,13.51,18.59,3.76,6.13,3.71,6.73,13.36,-0.76
2578,57.44,39.28,16.68,14.57,18.68,3.78,5.60,2.13,6.10,12.34,-0.26
2579,58.05,40.95,16.89,14.32,19.60,3.34,4.77,2.81,7.26,13.16,-0.67
2580,59.76,42.16,17.46,14.55,20.45,3.25,6.28,3.16,6.97,14.85,-1.03
2581,61.01,42.94,16.64,15.10,20.85,4.28,5.70,3.40,7.79,14.19,0.28
2582,64.27,43.79,17.59,15.21,20.70,3.93,6.25,3.38,7.33,14.41,-0.71
2583,62.80,44.42,19.13,15.69,21.95,4.16,6.57,3.79,7.45,14.98,-0.29
2584,65.88,46.01,18.00,15.69,21.83,4.17,5.93,3.91,8.08,15.84,-0.88
2585,66.59,46.49,19.58,15.98,22.10,4.13,7.06,2.88,8.92,14.64,-0.21
2586,68.04,47.75,19.68,16.16,21.32,3.91,6.30,3.91,8.69,16.03,-1.61
2587,67.63,47.38,18.76,15.43,22.58,3.89,6.44,4.09,8.93,16.34,-1.74
2588,69.29,47.97,18.70,16.86,23.73,4.65,6.40,4.10,8.69,14.92,-0.86
2589,69.25,48.34,19.53,16.59,23.20,4.24,6.54,2.95,7.81,15.81,-1.07
2590,69.75,48.75,19.70,17.11,23.66,4.43,5.85,4.27,8.16,16.04,-0.55
2591,69.35,47.72,20.30,16.54,23.86,4.49,6.75,4.03,8.91,16.35,-0.84
2592,69.61,49.22,19.37,16.30,23.81,4.39,6.31,4.78,9.27,15.97,-1.04
2593,69.91,49.45,19.06,16.94,23.04,4.06,6.52,3.95,9.70,15.83,-0.62
2594,70.15,48.08,18.98,17.86,23.91,5.19,6.53,4.05,8.73,16.85,-0.62
2595,70.01,48.01,19.86,17.04,22.77,4.41,6.89,3.43,8.66,16.18,-0.93
2596,68.22,48.62,18.87,16.32,22.79,4.59,6.81,4.05,8.34,15.42,-1.02
2597,69.29,47.99,19.32,15.63,23.16,5.07,6.42,3.72,8.37,15.90,-0.71
2598,66.77,46.70,18.94,16.26,21.84,4.91,6.01,3.34,8.44,14.94,-0.91
2599,65.98,46.03,19.12,15.57,22.87,4.63,5.78,4.16,8.97,15.07,-0.86
2600,65.80,45.25,18.15,14.81,21.52,5.00,5.57,2.52,7.95,15.78,-0.89
2601,63.89,45.35,18.51,14.80,22.14,3.25,6.66,3.63,8.14,14.31,-0.69
2602,62.93,43.28,18.06,15.21,21.35,4.32,5.98,3.76,8.35,14.35,-1.51
2603,61.40,42.24,16.83,15.31,21.29,4.15,5.86,3.08,7.66,15.32,-0.47
2604,59.81,42.37,16.75,14.22,20.42,3.36,6.30,3.31,7.69,14.62,0.75
2605,58.47,41.07,17.44,13.16,19.70,4.10,5.20,3.53,6.85,14.38,-0.89
2606,57.21,39.68,15.41,14.19,18.89,4.20,6.14,2.94,7.58,13.16,-0.52
2607,55.14,38.28,15.82,13.48,18.29,2.96,5.09,3.57,6.61,13.30,-0.60
2608,52.93,36.92,14.76,13.54,17.48,2.94,5.20,3.04,6.19,12.57,-0.69
2609,51.51,36.87,14.47,11.97,17.59,3.14,5.51,2.83,6.88,12.99,-1.17
2610,51.36,35.87,14.10,12.74,16.50,3.29,5.22,2.52,6.75,12.03,-1.54
2611,48.75,33.91,13.47,11.38,16.15,3.11,3.97,3.02,6.68,11.90,-0.61
2612,46.47,32.40,13.30,11.32,16.27,3.51,4.52,1.86,5.57,11.28,-0.81
2613,44.60,32.03,12.47,11.03,15.12,1.89,4.07,2.91,6.10,11.06,-1.37
2614,43.26,29.91,12.78,10.38,14.73,3.39,4.46,2.63,6.00,9.62,0.34
2615,41.35,28.42,11.68,10.30,14.18,2.10,4.47,1.83,5.28,10.05,-0.35
2616,39.81,28.39,11.53,9.09,14.34,3.33,3.49,2.43,5.47,9.92,-0.71
2617,37.86,26.35,11.36,9.64,13.11,3.38,3.37,2.17,4.42,9.01,0.14
2618,37.25,25.35,10.60,8.68,12.15,2.77,4.10,1.93,4.97,9.09,-0.49
2619,37.03,25.12,9.84,8.54,11.70,1.97,3.07,1.89,4.78,8.65,-0.66
2620,34.27,24.39,9.58,7.41,11.75,2.70,2.85,1.37,4.54,9.14,-0.49
2621,33.33,23.10,8.50,8.07,11.35,2.14,3.40,2.01,4.71,7.73,0.04
2622,32.61,23.66,10.16,8.14,10.80,2.69,3.36,2.55,3.79,7.59,-1.63
2623,30.77,21.71,8.29,6.85,10.47,1.73,2.77,1.59,3.57,7.08,-0.90
2624,31.04,21.85,8.55,7.27,11.00,2.36,2.82,0.82,4.38,7.56,-0.26
2625,30.90,21.91,9.72,7.57,10.07,1.16,2.12,2.29,4.83,7.09,-0.05
2626,30.39,21.20,8.53,7.75,10.63,2.41,2.46,2.12,3.56,7.21,0.32
2627,29.33,21.74,9.35,7.95,10.68,1.39,2.50,1.30,4.49,6.69,-0.41
2628,30.55,21.01,7.95,7.12,10.01,1.58,2.59,1.41,3.10,7.26,0.39
2629,28.70,20.25,9.29,7.31,9.93,2.44,2.47,2.39,4.62,7.38,-0.95
2630,30.43,21.64,9.21,7.43,10.53,2.17,2.57,2.25,2.85,6.99,-0.72
2631,30.21,21.58,9.22,6.49,10.45,1.92,2.70,1.38,4.35,6.74,-1.04
2632,31.50,22.96,8.75,7.84,10.62,1.07,3.84,1.74,4.23,7.74,0.38
2633,32.09,22.89,8.38,8.41,10.48,2.47,3.37,1.66,4.37,7.86,0.49
2634,32.77,22.94,8.59,8.52,11.78,1.70,3.37,0.55,4.70,7.91,-0.35
2635,34.12,23.41,9.55,8.05,11.28,1.31,3.27,1.67,4.43,8.43,-0.12
2636,35.28,25.07,9.81,8.24,12.06,2.56,3.71,2.40,4.79,8.45,-0.88
2637,35.64,24.91,10.59,8.93,11.69,2.70,2.71,1.43,3.83,8.19,-1.06
2638,36.64,25.89,11.02,8.80,12.57,1.70,3.48,1.58,4.61,8.37,-0.65
2639,38.50,27.21,10.90,9.64,13.60,3.00,4.09,2.51,4.96,9.42,-0.98
2640,39.49,28.01,11.92,9.07,13.48,2.24,3.83,1.46,4.78,9.25,0.51
2641,41.64,28.69,11.95,9.83,14.94,2.58,4.36,2.53,4.24,9.48,-0.95
2642,43.04,29.08,12.25,10.49,14.01,3.36,4.01,1.93,5.54,9.21,-0.71
2643,44.54,31.28,13.26,10.22,14.73,2.92,4.52,2.20,5.66,10.28,-0.97
2644,46.04,32.32,13.31,10.53,15.44,2.30,4.30,2.98,5.64,10.97,-0.52
2645,47.72,33.97,13.42,12.06,16.52,3.53,4.15,2.77,6.28,11.29,-0.99
2646,49.79,35.48,13.48,12.26,16.13,3.35,4.56,2.65,5.43,11.25,-0.60
2647,51.26,36.81,15.07,12.20,16.95,3.49,4.89,3.06,7.22,13.06,-0.41
2648,53.17,37.40,15.18,13.28,18.98,3.39,5.70,3.53,6.31,12.89,-1.05
2649,55.32,38.91,15.93,13.51,18.21,2.97,4.44,3.44,8.15,12.17,-0.03
2650,56.59,40.47,16.39,13.76,19.45,3.35,5.21,2.28,7.73,13.26,-0.42
2651,58.62,40.94,16.77,14.47,20.03,4.65,6.54,3.37,8.31,13.29,-0.63
2652,60.07,42.15,17.68,15.45,20.58,3.21,5.62,3.14,7.21,13.31,-0.17
2653,60.92,43.15,17.91,14.09,20.25,4.32,5.54,3.35,7.01,14.63,-1.39
2654,63.66,43.96,17.16,14.15,21.47,5.02,6.04,3.89,7.84,14.53,-0.22
2655,64.58,44.84,18.27,14.96,22.73,4.31,5.80,3.95,8.12,14.50,-0.95
2656,65.01,45.99,18.51,15.21,21.78,4.41,6.64,2.87,8.28,15.50,-0.94
2657,67.53,46.38,17.80,15.21,22.42,3.51,6.30,3.81,8.56,16.23,-1.39
2658,66.81,46.91,18.98,17.09,22.23,4.05,6.65,4.02,7.73,15.35,-1.11
2659,68.76,48.23,19.54,17.07,23.34,4.39,6.52,3.11,7.34,16.25,-0.72
2660,69.36,48.45,19.39,15.76,22.13,4.68,6.37,3.79,8.48,15.79,-0.46
2661,68.85,47.91,19.60,16.32,23.56,3.98,7.07,3.62,9.02,15.54,-1.38
2662,69.52,48.42,19.63,17.30,23.34,4.11,6.15,4.24,9.86,16.58,-0.65
2663,69.45,49.51,20.12,16.81,23.24,4.35,6.57,4.16,8.71,15.66,-1.26
2664,69.75,49.20,19.13,16.83,22.30,4.21,7.42,3.47,8.78,16.55,-0.80
2665,70.30,49.21,20.35,17.44,22.59,4.66,6.73,4.61,8.61,16.72,-1.69
2666,69.56,48.75,20.41,17.56,23.49,4.42,6.67,3.14,9.22,17.11,-0.94
2667,69.22,47.75,19.59,16.71,23.90,4.64,6.82,3.93,8.97,16.40,-0.42
2668,69.06,48.61,18.57,15.75,23.00,4.22,6.94,3.49,9.71,16.23,-1.06
2669,66.61,47.95,18.71,16.15,22.52,3.54,5.68,4.14,8.11,14.96,-1.15
2670,66.95,46.88,19.26,15.72,22.46,4.19,5.86,4.31,8.35,16.43,-1.06
2671,66.44,45.71,19.14,15.38,22.37,4.23,5.71,3.79,8.42,14.71,-0.52
2672,65.48,45.75,17.69,16.39,22.08,4.44,7.11,2.96,8.32,15.32,-0.82
2673,64.27,45.01,17.39,15.59,20.45,4.60,5.86,3.55,7.84,15.03,-0.61
2674,63.01,43.48,17.65,14.70,21.14,4.17,5.43,3.87,7.83,14.07,-0.62
2675,61.23,43.39,17.03,14.52,20.32,4.12,6.17,3.60,8.39,14.38,-0.42
2676,59.96,41.40,16.50,15.20,20.46,4.63,6.12,3.01,8.18,13.91,-0.69
2677,58.54,40.95,16.20,13.99,20.59,3.83,5.22,2.72,7.15,13.28,0.09
2678,57.33,40.41,16.16,13.47,18.48,3.62,5.07,3.44,7.25,13.63,0.31
2679,54.48,39.40,16.09,13.36,18.46,3.83,5.17,2.74,7.25,13.30,-0.47
2680,53.68,36.98,14.10,12.19,18.15,2.53,4.70,3.77,6.94,12.60,-0.75
2681,51.90,35.97,14.47,12.09,17.69,3.77,4.23,3.04,6.40,12.58,-0.91
2682,50.16,36.14,14.89,11.06,17.02,3.30,5.01,3.67,7.24,11.75,-0.90
2683,48.73,33.50,12.68,11.68,16.60,3.87,3.69,2.59,7.36,11.84,-1.50
2684,46.46,33.01,13.12,11.89,16.19,2.93,4.07,1.87,5.20,11.07,-0.11
2685,45.45,30.86,13.12,10.70,15.57,3.42,3.38,2.41,6.48,10.35,-0.45
2686,43.36,29.23,11.49,11.01,14.32,2.99,4.00,3.19,5.94,11.10,0.18
2687,41.61,28.50,12.22,9.78,13.55,2.77,3.22,2.56,6.14,9.44,-0.89
2688,39.67,27.54,11.21,8.84,14.14,3.10,3.98,1.97,5.13,7.97,-0.88
2689,38.30,26.43,11.02,8.62,13.54,2.32,3.66,2.21,5.79,9.00,-0.39
2690,36.79,26.22,10.10,9.86,12.44,2.46,3.27,2.65,5.00,8.84,-0.58
2691,35.70,25.69,9.59,7.95,12.11,2.05,3.74,1.54,4.45,8.99,0.04
2692,35.14,24.10,10.01,9.10,11.07,2.82,3.66,1.71,4.85,8.46,-0.64
2693,34.00,23.92,10.06,7.61,10.89,1.99,2.54,2.84,4.70,7.43,0.44
2694,32.21,23.09,9.85,6.65,10.92,2.49,3.04,1.70,4.54,8.11,-0.75
2695,32.97,22.28,8.64,8.96,11.06,2.23,2.22,2.92,4.18,7.39,-0.58
2696,31.04,21.12,9.10,8.65,9.96,1.84,2.83,2.22,3.98,6.66,-0.51
2697,30.92,21.98,8.57,8.43,10.35,1.93,2.50,1.67,3.09,7.01,-0.33
2698,30.70,21.20,8.29,6.84,10.72,1.32,2.53,1.95,4.16,7.51,-0.95
2699,30.70,20.31,8.17,7.51,9.58,1.81,2.13,1.56,3.67,6.47,-0.09
2700,29.82,20.36,8.51,7.46,10.26,1.92,3.18,2.12,4.12,7.15,0.44
2701,30.21,21.58,8.80,7.25,10.09,2.65,2.97,1.59,3.77,7.03,-1.54
2702,30.07,20.71,9.42,6.35,10.71,1.71,2.92,2.02,3.94,7.09,0.23
2703,31.39,21.17,8.40,7.26,10.29,1.78,2.89,2.33,2.74,6.50,-0.33
2704,31.67,21.39,8.70,8.39,11.28,1.29,2.40,1.02,4.30,7.92,0.09
2705,31.72,22.50,9.44,8.20,10.65,1.62,2.87,1.93,3.54,6.74,-0.02
2706,31.87,23.10,9.14,7.53,10.69,2.37,3.87,1.52,3.91,7.30,-0.28
2707,33.24,23.53,9.47,8.29,11.70,2.11,2.91,2.08,3.16,7.18,-1.14
2708,34.98,24.59,10.54,8.26,13.27,3.17,3.13,2.00,4.55,9.43,0.38
2709,35.52,25.29,11.09,8.31,11.51,1.80,4.09,2.53,5.66,9.31,-0.62
2710,37.34,25.64,10.28,9.15,12.85,3.00,3.52,1.51,5.07,9.07,-0.59
2711,38.69,26.86,11.44,9.10,13.22,3.75,4.06,1.12,5.16,9.67,-0.35
2712,39.86,27.12,10.81,10.32,14.36,2.74,4.48,2.65,4.36,10.54,-0.30
2713,41.92,27.85,11.76,10.07,14.53,3.13,3.50,2.72,5.85,10.35,-0.16
2714,42.48,29.43,13.11,10.45,14.78,3.30,3.98,2.57,6.89,9.73,0.23
2715,44.43,31.47,13.31,11.66,15.20,2.63,3.69,1.28,5.97,11.03,-1.30
2716,45.71,33.03,12.74,11.77,15.64,3.19,4.07,3.01,6.17,11.08,-0.01
2717,48.01,33.43,13.43,12.41,16.53,2.54,3.95,2.80,5.82,10.93,-0.48
2718,50.10,36.44,14.82,11.58,17.54,3.45,5.34,3.26,5.80,11.09,-0.91
2719,51.49,35.54,15.02,12.38,17.90,3.68,5.66,2.86,7.27,11.82,-1.32
2720,53.77,36.73,15.03,12.26,18.12,4.19,4.97,3.16,6.42,13.83,-0.84
2721,54.77,38.17,15.53,12.73,19.25,3.95,5.26,3.08,6.74,13.07,-0.91
2722,56.40,39.54,16.60,13.71,18.62,3.61,6.18,3.12,6.74,13.43,-0.08
2723,58.82,41.23,16.48,13.66,18.59,2.81,6.78,3.16,6.73,13.57,-1.24
2724,59.24,41.60,16.33,13.93,20.81,3.42,5.27,3.13,8.04,14.58,-0.87
2725,61.15,42.72,17.47,14.94,20.46,3.28,5.28,4.35,7.79,13.30,-1.77
2726,63.60,43.66,17.61,15.47,22.03,3.45,6.09,3.72,8.15,15.03,-0.36
2727,65.39,45.19,19.14,14.90,21.02,3.95,5.90,3.98,8.55,13.81,-1.39
2728,66.37,46.57,19.35,15.45,21.21,4.04,6.56,3.48,7.96,15.61,-0.18
2729,66.68,47.27,18.71,16.44,21.94,3.96,6.34,3.92,8.17,15.68,-1.40
2730,68.01,47.74,19.07,17.55,22.82,4.14,5.66,3.59,8.95,15.20,-0.84
2731,68.30,47.15,18.95,16.03,23.00,4.52,5.86,4.13,9.41,16.60,-2.09
2732,68.55,48.65,18.31,16.01,23.91,3.74,6.43,4.27,9.14,16.25,-1.34
2733,70.05,48.62,20.23,16.20,23.03,3.92,7.29,3.11,8.57,16.28,-1.14
2734,69.12,48.38,19.22,16.16,24.10,4.39,6.49,3.32,8.63,15.78,-1.09
2735,69.86,49.01,19.95,16.54,22.41,4.48,7.02,3.43,8.04,16.55,-1.18
2736,69.90,48.54,20.00,17.36,23.05,4.71,6.51,4.58,9.06,16.37,-0.95
2737,69.69,49.25,20.10,16.72,24.13,3.61,6.51,3.24,7.75,16.26,-1.30
2738,69.68,48.86,20.41,16.57,23.04,4.89,7.23,3.48,8.67,16.18,-0.71
2739,68.63,48.33,19.73,16.97,23.21,4.27,7.28,3.72,9.20,16.84,-1.00
2740,68.31,48.10,19.78,16.31,22.87,3.67,6.95,3.49,9.24,16.41,-1.59
2741,68.31,47.33,19.95,16.09,22.26,4.99,6.42,3.15,8.47,16.30,-1.24
2742,67.24,47.64,19.53,16.65,23.43,4.36,6.53,4.67,9.62,15.86,-1.28
2743,66.48,45.89,19.46,15.43,22.96,4.38,6.06,3.35,8.69,15.20,-0.89
2744,64.96,44.91,18.62,15.74,22.19,4.85,6.41,3.61,8.23,15.38,-1.36
2745,63.92,44.74,18.01,15.45,21.03,4.57,4.93,3.71,8.56,15.19,-0.29
2746,62.60,43.41,18.08,15.30,21.17,4.05,5.58,3.00,7.54,14.38,-0.89
2747,61.53,43.17,17.92,15.62,21.30,3.79,5.29,3.19,6.83,14.95,-0.20
2748,59.31,42.23,17.03,13.10,19.45,3.49,5.60,3.57,8.61,14.35,-0.85
2749,59.28,41.04,16.08,14.01,19.14,3.83,5.50,3.79,7.34,13.76,-0.31
2750,57.34,39.51,16.63,13.49,19.70,4.21,5.10,2.61,7.54,12.83,-1.15
2751,54.68,37.79,15.43,12.76,18.99,4.03,5.44,3.61,6.49,11.44,0.24
2752,52.52,36.98,16.12,12.89,18.14,2.36,4.24,2.49,6.51,12.43,-1.15
2753,51.36,36.92,15.00,11.05,18.35,3.29,4.10,2.78,6.71,12.89,-0.63
2754,50.73,34.92,14.79,12.77,18.07,3.12,4.29,3.12,6.75,11.84,-0.64
2755,48.47,34.01,14.36,12.14,16.30,3.10,4.50,2.51,6.54,10.56,-0.94
2756,45.93,32.18,13.01,10.15,15.32,3.24,5.06,2.51,5.56,10.79,-0.37
2757,45.75,30.68,12.67,11.35,15.46,2.99,3.73,2.07,5.55,10.99,-0.62
2758,42.62,29.69,11.20,10.16,14.32,3.04,3.92,2.70,5.80,10.09,-0.48
2759,41.01,29.13,12.62,10.06,14.05,2.05,4.45,2.78,5.38,10.25,0.43
2760,39.40,27.91,11.35,9.93,13.55,2.39,4.80,3.29,5.89,9.10,-0.60
2761,38.08,27.12,11.48,9.22,13.80,2.94,3.37,1.55,4.74,8.48,-0.12
2762,37.38,26.37,10.01,9.21,13.04,1.75,2.70,2.47,4.33,8.24,-0.27
2763,36.39,24.46,9.59,8.81,11.05,2.38,4.27,2.82,4.39,8.40,-0.02
2764,35.26,24.17,10.78,8.27,11.88,2.60,3.19,1.97,5.16,8.00,-0.96
2765,32.90,23.01,9.82,7.42,10.65,2.16,2.99,2.12,4.17,7.27,-0.98
2766,32.26,22.45,9.33,7.95,9.74,2.52,3.38,1.08,3.48,8.43,-1.09
2767,31.60,21.68,9.12,7.15,10.06,1.12,2.94,2.01,4.46,7.41,0.37
2768,31.68,21.89,9.39,7.66,10.32,2.13,3.45,1.67,3.97,7.12,-0.02
2769,30.07,21.46,8.50,7.70,10.26,2.17,3.07,1.15,3.20,7.20,-0.55
2770,31.34,20.76,8.73,7.36,9.89,1.61,3.15,1.65,3.85,7.25,-0.55
2771,30.39,20.87,8.02,6.80,9.29,1.77,2.42,1.73,4.41,8.10,-0.24
2772,30.12,20.84,9.20,7.06,9.78,2.22,3.28,1.02,3.41,7.54,0.10
